CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND,DATE
1748,EX KOTUGODA,"KOTUGODA, Cargills Food City, Sri Lanka",7.123191,79.9241673,Cargills,3/5/2025
1753,EX PADUKKA,"PADUKKA, Cargills Food City, Sri Lanka",6.8434889,80.0908396,Cargills,3/5/2025
1754,EX NAIWALA,"NAIWALA, Cargills Food City, Sri Lanka",7.1586135,80.028624,Cargills,3/5/2025
1758,EX INGIRIYA,"INGIRIYA, Cargills Food City, Sri Lanka",6.7403769,80.1624543,Cargills,3/5/2025
1764,EX KOSGAMA,"KOSGAMA, Cargills Food City, Sri Lanka",6.9397165,80.1369268,Cargills,3/5/2025
1769,EX MORAGAHAHENA,"MORAGAHAHENA, Cargills Food City, Sri Lanka",6.784184,80.0541909,Cargills,3/5/2025
1789,EX GIRIDARA,"GIRIDARA, Cargills Food City, Sri Lanka",6.9523994,80.0939978,Cargills,3/5/2025
1798,EX UGGALBODA,"UGGALBODA, Cargills Food City, Sri Lanka",7.1324802,79.9542438,Cargills,3/5/2025
1805,FC MEEPE,"MEEPE, Cargills Food City, Sri Lanka",6.8557161,80.0926014,Cargills,3/5/2025
1811,EX KASAGAHAWATTA,"KASAGAHAWATTA, Cargills Food City, Sri Lanka",7.1210003,79.9150724,Cargills,3/5/2025
1814,EX KOSGODA,"KOSGODA, Cargills Food City, Sri Lanka",6.3354424,80.0339312,Cargills,3/5/2025
1815,EX BELLAPITIYA,"BELLAPITIYA, Cargills Food City, Sri Lanka",6.6941127,80.0730491,Cargills,3/5/2025
1835,EX PAYAGALA,"PAYAGALA, Cargills Food City, Sri Lanka",6.5186103,79.9947956,Cargills,3/5/2025
1870,EX RATHMALANA (IOC),"RATHMALANA (IOC), Cargills Food City, Sri Lanka",6.8195453,79.8800832,Cargills,3/5/2025
1895,EX EGALOYA,"EGALOYA, Cargills Food City, Sri Lanka",6.679771,80.1628703,Cargills,3/5/2025
1898,EX DUNAGAHA,"DUNAGAHA, Cargills Food City, Sri Lanka",7.2220533,79.9780178,Cargills,3/5/2025
1904,FC RAGAMA 2,"RAGAMA , Cargills Food City, Sri Lanka",7.0280037,79.923,Cargills,3/5/2025
1906,FC RAWATHAWATTA,"RAWATHAWATTA, Cargills Food City, Sri Lanka",6.7918869,79.8842826,Cargills,3/5/2025
