CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND,DATE,DEMAND
SFGA,Galle 2,"No. 465,Wackwella Road, Kalegana, Galle",6.0599745,80.2021933,Keels,2025-03-03,1
SIKS,Kaluthara,"No. 735, Galle Road, Wettumakada, Kauthara South, Kaluthara",6.5654599,79.9676493,Keels,2025-03-03,1
SCET,Edmonton,"No. 25, Edmonton Road, Colombo - 5",6.8792387,79.8764553,Keels,2025-03-03,1
SCMW,Moratuwa 3,"No. 16, St Peters Road, Moratuwa",6.7684114,79.8868727,Keels,2025-03-03,1
SNRU,Kurunegala 02,"No. 41, Bauddhaloka Mawatha, Kurunegala",7.4832133,80.3587461,Keels,2025-03-03,1
SCKZ,Kesbewa,"No. 220/1, Bandaragama Road, Kasbewa",6.7919378,79.9300883,Keels,2025-03-03,1
SIBE,Beruwala,"No. 167, Galle road, Beruwala",6.4730375,79.984256,Keels,2025-03-03,1
SMMS,Matara 2,"No 361, Welewatta Matara.",5.9471016,80.5625956,Keels,2025-03-03,1
SCAD,Attidiya 02,"208, Aththidiya Road, Bellanthotha",6.846864,79.8851625,Keels,2025-03-03,1
SIP4,Panadura 03,"267, Horana Road, Wekada, Panadura",6.7096021,79.9210634,Keels,2025-03-03,1
SYMT,Matale,"11, Nagolla Road, Mathale",7.452174,80.6133841,Keels,2025-03-03,1
SCGO,Godagama,"551, Highlevel Road, Homagama",6.8444164,80.0065919,Keels,2025-03-03,1
SINL,Nalluruwa,"735, Galle Road, Nalluruwa, Panadura.",6.4190267,80.0024827,Keels,2025-03-03,1
SIAL,Aluthgama,"Ruwangiri”, Kaluwamodara, Galle Road, Aluthgama.",6.4425457,79.9922648,Keels,2025-03-03,1
SCPI,Piliyandala,"242, Colombo Road, Miriswatta, Piliyandala",6.8017575,79.9227313,Keels,2025-03-03,1
SLKV,Kegall,"No. 461, Kandy road, Kegalle.",7.2532238,80.3454101,Keels,2025-03-03,1
SREP,Embilipitiya,"No 248, Pallegama Embilipitiya.",6.3162324,80.8433145,Keels,2025-03-03,1
SPWN,Wennappuwa,"No: 28A, Chilaw Road, Wennappuwa",7.3439464,79.840831,Keels,2025-03-03,1
SNRN,Kurunegala 03,"192, Puttalam Road, Kurunegala",7.4880602,80.3632963,Keels,2025-03-03,1
SIGN,Gorakana,"No. 290, Old Galle Road, Gorakana, Panadura",6.7604617,79.8975639,Keels,2025-03-03,1
SKGZ,Gampola,"27/2, Nawalapitiya Road, Gampola",7.1593375,80.5627166,Keels,2025-03-03,1
SPCH,Chilaw,"No. 110, Puttlam Road, Chilaw",7.5686716,79.7995779,Keels,2025-03-03,1
SCKJ,Kesbewa 2,"1059, Horana Road, Kesbewa  ",6.7919378,79.9300883,Keels,2025-03-03,1
SGRD,Delpe,"No. 324, Kadawatha Road, Delpe Junction, Mahara",6.8562078,79.8785357,Keels,2025-03-03,1
SGND,Dalupotha,"No 555, Chilaw Road, Negombo",7.2154132,79.84165,Keels,2025-03-03,1
SREG,Ehaliyagoda,"No. 34, Rathnapura Road, Eheliyagoda",6.8550009,80.2599776,Keels,2025-03-03,1
SPMV,Maravila,"No. 40, Horagalla South, Colombo Road, Marawila. ",7.4146725,79.828922,Keels,2025-03-03,1
SYMX,Matale 2,"833A, Aluvihare, Mathale",7.4975346,80.6243663,Keels,2025-03-03,1
SKKM,Katugasthota,"1416, Jaffna Road, Katugasthota",7.3183255,80.6293876,Keels,2025-03-03,1
SIHZ,Horana,"No. 233, Rathnapura Road, Horana",6.7188231,79.9930907,Keels,2025-03-03,1
SPPU,Puttalam,"# 89, Kurunegala Road, Puttalama.",7.7612443,80.1120736,Keels,2025-03-03,1
SHTA,Tangalle,"No. 281, Matara Road,Tangalle",6.0265276,80.7948493,Keels,2025-03-03,1
SCPA,Piliyandala 2,"118/1 A, Maharagama road, Mavittara,Piliyandala",6.8054739,79.9263413,Keels,2025-03-03,1
SCTL,Thalawathugoda 3,"572/5, Thalawathugoda Road,Madiwela",6.8802431,79.9475213,Keels,2025-03-03,1
SKKI,Kandy 3,"No. 927, Peradeniya Road, Kandy",7.2816136,80.6209311,Keels,2025-03-03,1
SGNO,Negombo Telwatta,"250, Colombo Road, Negombo",7.0739735,79.85717,Keels,2025-03-03,1
SCAV,Avissawella,"No.57, Kiriwandala, Avissawella",6.9409466,80.1963047,Keels,2025-03-03,1
SFK4,Karapitiya,"No.54, Hirimbura Cross Road, Karapitiya",6.0651597,80.2233789,Keels,2025-03-03,1
SFAB,Ambalangoda,"No. 435, Galle Road, Ambalangoda",6.242438,80.0492057,Keels,2025-03-03,1
SCHD,Hokandara,"188, Hokandara Road, Thalawathugoda",6.8796442,79.9458337,Keels,2025-03-03,1
SCBT,Battaramulla,"1024 and 1027, Pannipitiya Road, Battharamulla",6.8756534,79.9358023,Keels,2025-03-03,1
SIWD,Wadduwa,"No. 520, Galle road, Wadduwa",6.4190267,80.0024827,Keels,2025-03-03,1
SMMC,Matara 3,"No. 66, Kumarathunga Mawatha, Matara",5.946619,80.5391642,Keels,2025-03-03,1
SCK6,katubedda,"No. 78, Bandaranayake Mawatha, Katubedda",6.7962213,79.8964871,Keels,2025-03-03,1
SCMF,Maharagama 3,"No. 59, Piliyandala road, Maharagama",6.8426283,79.9262647,Keels,2025-03-03,1
SIWK,Kaluthara 2,"No. 34, Galle Road, Maha Waskaduwa ",6.6099352,79.9527322,Keels,2025-03-03,1
SAAP,Anuradhapura,"No. 514, Maithripala Senanayake Mawatha, Anuradhapura",8.3259528,80.4053739,Keels,2025-03-03,1
SCPO,Pitakotte 2,"308, Kotte Road, Pitakotte",6.8845527,79.9019512,Keels,2025-03-03,1
SRRR,Rathnapura 2,"No. 42, Bandaranayake Mawatha, Rathnapura",6.6810724,80.3981326,Keels,2025-03-03,1
SCNG,Nugegoda 2,"No. 14, Nawala Road, Nugegoda",6.8781436,79.8906725,Keels,2025-03-03,1
1018,FC KANDY,"3 ,  Dalada  Veedia ,  Kandy .",7.2926093,80.6370454,Cargills,2025-03-03,1
1015,FC BANDARAWELA,"7 , Welimada  Road ,  Bandarawella",6.8311676,80.9887048,Cargills,2025-03-03,1
1020,FC NUWARA ELIYA,"90 , Kandy  Road ,  Nuwaraeliya .",7.2310915,80.2450189,Cargills,2025-03-03,1
1076,FC KURUNEGALA,"44 , Negombo  Road , Kurunegala .",7.4884909,80.3606378,Cargills,2025-03-03,1
1083,FC MATARA,"60 , Anagarika Dharmapala Mw , Matara .",5.9494158,80.5447271,Cargills,2025-03-03,1
1106,FC DEHIWALA,"65 A ,  Galle  Road , Dehiwala .",6.8512992,79.865918,Cargills,2025-03-03,1
1104,FC RATNAPURA,"Municipal Commercial Complex ,Old Bus Stand Site,Nagarasaba Pedesa, Ratnapura",6.7055742,80.3847345,Cargills,2025-03-03,1
1201,EX MATARA,"No. 1,  Bus Stand Site, Matara",5.9496309,80.5468529,Cargills,2025-03-03,1
1111,FC KEGALLE,"447 / 2 , Kandy  Road , Kegalla .",7.2532238,80.3454101,Cargills,2025-03-03,1
1114,FC ALUTHGAMA,"303 , Main  Street , Aluthgama .",6.4345732,80.0003875,Cargills,2025-03-03,1
1117,FC AMBALANGODA,"98 A , New Road , Ambalangoda .",6.2441521,80.0590804,Cargills,2025-03-03,1
