CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND,APPROVE
1550,FC MATARA 02,"No. 28,37 ,Araliya Mawatha ,Kotuwegoda ,Matara.",5.9450937,80.5528729,Cargills,True
1559,FC ANURADHAPURA 02,"No.46 Maithreepala Senanayeke Mawathe,Anuradapura",8.3192025,80.3990352,Cargills,True
1498,FC KURUNEGALA 03,"Cargills food city No.200/Colombo road,Kurunegala - 03",7.1616068,79.9452168,Cargills,False
1571,FC DAMBULLA 02,"No.166, Kurunegala Rd, Dambulla",7.8681306,80.6455959,Cargills,True
1567,FC KEGALLE 02,"No: 75/10, Hitinawatta Rd, Nidahas Mw, Kegalle",7.2513317,80.3463754,Cargills,True
1584,FC MAHIYANGANAYA,"NO.113,TILE FACTORY RD,MAHIYANGANAYA",7.342896,80.9932316,Cargills,True
1756,EX BINDUNUWEWA,"Cargill Food City - Express, HILL SIDE, BINDUNUWEWA",6.8431887,81.002301,Cargills,True
1579,FC MIRISSA,"Mahawaththa,  Galle Road, Mirissa.",5.948262,80.4715866,Cargills,True
1760,EX THALDUUWA,"No. 499/A, Thalduwa, Avissawella",6.9671512,80.229343,Cargills,True
1589,FC ALUTHGAMA 02,"No:107 or 107/3, Galle Rd, Kaluwamodara, Aluthgama",6.4402017,79.9942713,Cargills,True
1592,FC PILIMATHALAWA 02,"No. 231 ,Urapola, Pilimathalawa.",7.2640563,80.5389834,Cargills,True
1759,EX MARADANA 02,"205 1/1 ,Maradana Road ,Colombo 10.",6.9204839,79.8717112,Cargills,True
1763,EX URAGASMANHANDIYA,"No. 5 , L.S.Mawatha ,Uragasmanhandiya.",6.349044,80.0978637,Cargills,True
1762,EX NAWAGAMUWA,"No. 847 ,Avissawella Road, Nawagamuwa.",6.9248686,80.0174839,Cargills,True
1597,FC RAMBUKKANA,"No:35,DM Dissanayake Kumarathunga Mawatha, Rambukkana",7.3135237,80.3881333,Cargills,True
1768,EX ELPITIYA,"No. 22 A , Pituwala Road, Elpitiya",6.2796618,80.1681778,Cargills,True
1902,FC COLOMBO CITY CENTER,"No 137, Sir James Pieris Mawatha, Colombo 02",6.9182377,79.8542838,Cargills,True
1766,EX PINNADUWA FAIRWAY,"South Tower , Fairway Residencies , Pinnaduwa ,Galle.",6.0646121,80.2618168,Cargills,False
1546,FC RATNAPURA 03,"No.496 Colombo Rd, Weralupa, Rathnapura",6.6974861,80.3912643,Cargills,True
1594,FC JAYA ROAD,"No.1594, Food City Jaya Road, Colombo 04",6.88653,79.8549241,Cargills,True
1770,EX PALAPATHWELA,"R.R.B.BANK BULDING, PALAPATHWALA",7.5302283,80.626076,Cargills,True
1548,FC BIYAGAMA,"No.452, New Kandy Rd, Biyagama",6.9390215,79.9871152,Cargills,True
1545,FC GLORIOUS RESIDENCE,"No.167 Bandaranayeka Rd,Colombo 12",6.8697659,79.865775,Cargills,True
1761,EX NARAHENPITA,"No.522,Elvitigala Mawatha, Narahenpita",6.9009562,79.8771769,Cargills,True
1600,EX GALAHA ROAD,"No. 24 ,Galaha Road ,Peradeniya.",7.2583458,80.599485,Cargills,True
1773,EX UNAWATUNA,"No.134 Matara Rd, Unawatuna",6.0197503,80.2475964,Cargills,True
1608,FC KOLLUPITIYA 02,"No. 271/1 ,Galle Road ,Colpetty",6.9097726,79.8501472,Cargills,True
1774,EX DEHIWALA,"No.21, Hill Street, Dehiwala.",6.8501667,79.8725682,Cargills,True
1616,FC POLONNARUWA,"No.13, f1, Hospital Junction, Polonnaruwa",7.9426827,81.0116445,Cargills,True
1776,EX MALIGAWATTE 03,"No. 67, Pradeepa Rd, Maligawatta , Colombo 10",6.9372716,79.8717512,Cargills,True
1772,EX LABUDUWA,"No. 52/A Thotagoda, Akmeemana",6.0741647,80.2425869,Cargills,True
1777,EX RIKILLAGASKADA,"No.54, Dimbulkumbura Rd, Rikillagaskada",7.1430742,80.8025805,Cargills,True
1778,EX DEVINUWARA,"No.144G/144H Tangalle Rd, Devinuwara",5.9452006,80.555688,Cargills,True
1497,FC DEMATAGODA 02,"02 Dematagoda Road, Maligawatta, Colombo 00900, Sri Lanka",6.9227522,79.8772158,Cargills,True
1549,FC BOMIRIYA,"Bomiriya, Western Province, Sri Lanka",6.9016086,80.0087746,Cargills,True
1555,FC BLOEMENDHAL,"Bloemendhal, Colombo, Western Province, Sri Lanka",6.9016086,80.0087746,Cargills,False
1607,FC GAMPOLA 02,"02 Gampola Road, 20400, Sri Lanka",7.873054,80.771797,Cargills,False
1614,FC KOLONNAWA 02,"02 Kolonnawa Road, Kolonnawa 10600, Sri Lanka",6.9280156,79.8908308,Cargills,True
1619,FC KULIYAPITIYA 02,"02 Pannala - Kuliyapitiya Road, Kuliyapitiya 60200, Sri Lanka",7.472123,80.0446221,Cargills,True
1650,FC W. A. SILVA MAWATHA,"W. A. Silva Mawatha, Wellawatte, Colombo 00600, Sri Lanka",6.8720478,79.8649493,Cargills,True
1651,FC KARAPITIYA 02,"02 Karapitiya Road, Pilana 80120, Sri Lanka",6.0351499,80.2892727,Cargills,True
1655,FC WALGAMA,"Walgama, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1659,FC MATALE 03,"03 Kandenuwara - Matale Road, Bandarapola 21300, Sri Lanka",7.457202,80.6458715,Cargills,True
1661,FC GREEN PATH,"Green Path, 10250, Sri Lanka",6.8669284,79.9213617,Cargills,True
1663,FC KIRIBATHKUMBURA,"Kiribathkumbura, Eriyagama, Central Province, Sri Lanka",7.2564996,80.7214417,Cargills,False
1664,FC THANIPOLGAHA JUNCTION,"Thanipolgaha Junction (Galle), Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1667,FC AVISSAWELLA 02,"02 Avissawella-Ratnapura Road, Avissawella 10700, Sri Lanka",6.9543289,80.2045768,Cargills,True
1669,FC BADULLA 02,"No.02 New Bus stop ,Badulla, Badulla 90000, Sri Lanka",6.9934009,81.0549815,Cargills,True
1670,FC MATHUGAMA 02,"02 Mathugama Road, Aluthgama 12080, Sri Lanka",6.4345732,80.0003875,Cargills,True
1671,FC MAWATHAGAMA,"Mawathagama, North Western Province, Sri Lanka",7.7584091,80.1875065,Cargills,False
1672,FC SLAVE ISLAND,"Slave Island (Colombo), Western Province, Sri Lanka",6.9016086,80.0087746,Cargills,False
1676,FC BAUDDHALOKA MAWATHA,"Bauddhaloka Mawatha, Bambalapitiya, Colombo 00400, Sri Lanka",6.8904894,79.8571352,Cargills,True
1678,FC KOTHALAWALA,"Kothalawala, Western Province, Sri Lanka",6.9016086,80.0087746,Cargills,True
1680,FC KURUNEGALA 04,"04 Kurunegala Road, 61307, Sri Lanka",7.873054,80.771797,Cargills,False
1697,FC TANGALLE 02,"Tangalle, Kotuwegoda, Tangalle 82300, Sri Lanka",6.0243383,80.7940726,Cargills,True
1779,EX UDAWALAWA,"Udawalawa Fisheries Bungalow, Pubudu Mawatha, Udawalawe 70190, Sri Lanka",6.4184828,80.823938,Cargills,True
1780,EX MORAWAKA,"Morawaka, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,True
1781,EX AHUNGALLA,"Ahungalla, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1782,EX KANTHALE,Cargills Food City Express - Kanthale,8.3658759,81.0031042,Cargills,True
1783,EX JAYANTHIPURA,"Jayanthipura (Polonnaruwa), North Central Province, Sri Lanka",8.1995638,80.6326916,Cargills,False
1784,EX DODANGODA,"Dodangoda, Western Province, Sri Lanka",6.9016086,80.0087746,Cargills,False
1785,EX GALLE FORT,"Galle Fort Hotel, Church Street, Talbot Town, Galle 80000, Sri Lanka",6.0481918,80.2153998,Cargills,True
1787,EX BADDEGAMA,"Baddegama, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1788,EX BADULLA,"Badulla, Uva Province, Sri Lanka",6.8427612,81.3399414,Cargills,False
1790,EX HALDUMMULLA,"Haldummulla, Uva Province, Sri Lanka",6.8427612,81.3399414,Cargills,False
1791,EX IBBAGAMUWA 02,"02 Ibbagamuwa-Kumbukgete-Madagalla Road, Kiribamuna 60506, Sri Lanka",7.5899158,80.4409967,Cargills,True
1795,EX NOROCHCHOLAI,"Norochcholai, North Western Province, Sri Lanka",7.7584091,80.1875065,Cargills,False
1796,EX POTHUPITIYA,"Pothupitiya, Sabaragamuwa Province, Sri Lanka",6.7395941,80.365865,Cargills,False
1797,EX PITIGALA,"Pitigala, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1799,EX AMBANPOLA,"Ambanpola, North Western Province, Sri Lanka",7.7584091,80.1875065,Cargills,False
1800,EX HAPUGALA,"Hapugala, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1801,EX PALLEBEDDA,"Pallebedda, Sabaragamuwa Province, Sri Lanka",6.7395941,80.365865,Cargills,False
1802,EX BULATHKOHUPITIYA,"Bulathkohupitiya, Sabaragamuwa Province, Sri Lanka",6.7395941,80.365865,Cargills,False
1803,EX TANGALLE,"Tangalle, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1806,EX THIHAGODA,"Thihagoda, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1807,EX WALASMULLA,"Walasmulla, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1809,EX ARACHCHIKANDA,"Arachchikanda, Galle, Sri Lanka",6.0328948,80.2167912,Cargills,False
1810,EX ALAWWA 02,"02 Alawwa-Giriulla Road, Alawwa 60288, Sri Lanka",7.2954302,80.2366261,Cargills,False
1825,EX YATIYANTOTA,"Yatiyantota, Sabaragamuwa Province, Sri Lanka",6.7395941,80.365865,Cargills,False
1826,EX YMCA,"YMCA, Kotugodella Veediya, Mahaiyawa, Kandy 20000, Sri Lanka",7.2797462,80.6202033,Cargills,True
1828,EX HIRIPITIYA,"Hiripitiya, North Western Province",7.6579606,80.3686488,Cargills,True
1834,EX VAVUNIYA,"Vavuniya, Northern Province",8.7542029,80.4982402,Cargills,True
1836,EX RAIGAMA,"Raigama, Western Province",6.7266167,80.0164621,Cargills,True
1840,EX WATAREKA,"Watareka, North Western Province",7.3972603,80.4354337,Cargills,True
1841,EX URUBOKKA,"Urubokka, Southern Province",6.3065297,80.6306103,Cargills,True
1842,EX KEKANADURA,"Kekanadura Cemetry, Thalpawila, Matara District",5.9543515,80.5979973,Cargills,True
1843,EX THELDENIYA,"Police Station Theldeniya, Kandy - Mahiyanganaya- Padiyathalawa Road, Teldeniya",7.3153819,80.7449309,Cargills,True
1844,EX YANTHAMPALAWA,"Yanthampalawa, North Western Province",7.5008975,80.3477676,Cargills,True
1845,EX PIDURUWELLA,"Piduruwella, Kegalle",7.2513317,80.3463754,Cargills,True
1847,EX HIKKADUWA 02,"02 Old Hikkaduwa Road, Baddegama 80200",6.1745381,80.1763683,Cargills,True
1850,EX NINTAVUR,"Nintavur (Karaitivu), Eastern Province, Sri Lanka",7.7853051,81.4278984,Cargills,False
1852,EX RANNA,"Ranna, Southern Province, Sri Lanka",6.237375,80.543845,Cargills,False
1853,EX WEERAKETIYA,"Weeraketiya-Middeniya Road, Mandaduwa",6.1578889,80.7680815,Cargills,True
1854,EX KANNATHTHOTA,"Kannaththota, Sabaragamuwa Province",7.0947226,80.2822811,Cargills,True
1858,EX THAMBUTHTHEGAMA,"NCP/A/TB/TB/Thambuththegama Primary School, Anuradhapura - Padeniya Road, Ikiriwewa",8.1296937,80.2838345,Cargills,True
1859,EX WIJERAMA MAWATHA,"Wijerama Mawatha, Cinnamon Gardens, Colombo 00700",6.911645,79.8647234,Cargills,True
1862,EX PINNADUWA 02,"Akmeemana, Southern Province",6.0836306,80.2962385,Cargills,True
1863,EX BATAPOLA,"Ambalangoda -Batapola Road, Ambalangoda",6.2441639,80.0619435,Cargills,True
1864,EX ARAYAMPATHY,"Arayampathy, Eastern Province",7.6569501,81.7404134,Cargills,True
1866,EX MUTUR,"Mutur, Eastern Province",8.4579065,81.2684019,Cargills,True
1867,EX KOPAY,"Kopay, Northern Province",9.7066044,80.0712998,Cargills,True
1872,EX OVAL VIEW RESIDENCE,"Oval View Residencies, 120 Leslie Ranagala Mawatha, Borella",6.918081,79.8786096,Cargills,True
1887,EX POTHUHERA,"Pothuhera, North Western Province, Sri Lanka",7.7584091,80.1875065,Cargills,False
1888,EX ISIPATHANA MAWATHA,"Isipathana Mawatha, Havelock Town",6.8881939,79.8677688,Cargills,True
1892,EX MABULGODA,"Mabulgoda, Colombo, Sri Lanka",6.9270786,79.861243,Cargills,False
1896,EX ORION CITY,"Orion City IT Park, Orion City Entrance, Dematagoda",6.9406131,79.8789441,Cargills,True
SCA2,Athurugiriya 2,"No. 175/12, Malambe Road, Athurugiriya",6.8723185,80.0003875,Keels,True
SCAR,Arangala,"No. 730, Malabe Road, Arangala, Athurugiriya",6.8723185,80.0003875,Keels,True
SCBL,Boralasgomuwa,"No. 105/1, Kesbewa Road, Katuwala, Boralasgomuwa",6.8321178,79.9122738,Keels,True
SCCC,Crescat,"No. 89, Crescat Boulevard, Galle Road, Colombo 03",6.9117042,79.8498205,Keels,True
SCCM,Thalawathugoda,"No. 531, Capital Mall, Madiwela Road, Thalawathugoda",6.8733711,79.9171546,Keels,True
SCDE,Dehiwala,"No. 268, Sir D.B. Jayathilake Mawatha, (Hill Street), Dehiwala",6.8501667,79.8725682,Keels,True
SCED,Embuldeniya,"No. 303, Old Kottawa Road, Embuldeniya",6.8675496,79.9100845,Keels,True
SCGS,Gamsabha,"No.315,High level road,Gangodawila,Nugegoda",6.8689015,79.8902806,Keels,True
SCHG,Homagama,"No. 375/10A, Highlevel Road, Makumbura, Pannipitiya",6.8387546,79.9766195,Keels,True
SCHR,Havelock Road,"No. 228, Havelock Road, Colombo 05",6.8872296,79.8647003,Keels,True
SCKE,Kotahena,"No. 01, Bonjeang Road, Colombo 13",6.9481824,79.8615896,Keels,True
SCKH,Kohuwala,"No. 135, Dutugemunu Mawatha, Kohuwala",6.8798307,79.9029517,Keels,True
SCKL,Kalubowila,"No. 53, Hospital Road , Kalubowila, Dehiwala",6.8631414,79.8786833,Keels,True
SCKO,Kotte,"No. 581, Kotte Road , Pitakotte",6.8845527,79.9019512,Keels,True
SCM2,Moratuwa Mall,"No. 340, K- Zone, Lakshapathiya, Moratuwa",6.7998133,79.8842826,Keels,True
SCM3,Maharagama 2,"No. 184, Dehiwala Road, Maharagama",6.8423416,79.91794,Keels,True
SCMD,Marine Drive,"No. 35, Upathissa Road, Bambalapitiya, Colombo 04",6.886473,79.8562826,Keels,True
SCMG,Maharagama,"No. 226, High Level Road, Maharagama",6.8496658,79.9235834,Keels,True
SCML,Mount Lavinia,"No. 388/A, Galle Road, Mount Lavinia",6.8647757,79.8632349,Keels,True
SCNW,Nawala,"No. 459, Nawala Road, Rajagiriya",6.9059941,79.894945,Keels,True
SCPK,Pitakotte,"No. 216 A, Thalawathugoda Road, Pitakotte",6.8802431,79.9475213,Keels,True
SCPN,Pannipitiya,"No. 361, Highlevel Road, Pannipitiya",6.8435174,79.9581664,Keels,True
SCPT,Pittugala ,"No. 296, Kaduwela Road, Pittugala, Malambe ",6.9091196,79.9716093,Keels,True
SCPY,Kohuwala 2,"No. 71, Sunethradevi Road, Kohuwala",6.8638002,79.8875011,Keels,True
SCRJ,Rajagiriya 2,"No. 522, Kotte Road, Rajagiriya",6.9103636,79.8936349,Keels,True
SCRM,Rathmalana,"No. 413, Galle Road, Rathmalana",6.816062,79.8769278,Keels,True
SCRT,Raththanapitiya,"No. 235, Horana Road, Raththanapitya, Boralasgamuwa",6.8409891,79.9017187,Keels,False
SCSJ,Rajagiriya,"No. 475, Sri Jayawardenapura Road, Rajagiriya",6.9094108,79.8942538,Keels,True
SCTB,Thimbirigasyaya,"No. 407, Thimbirigasyaya Road, Colombo 05",6.8936437,79.8704269,Keels,True
SCTH,Thalahena,"No. 427, Kaduwela Road, Thalahena",6.9082532,79.9447799,Keels,True
SCUP,Union Place,"No. 199, Union Place, Colombo 2",6.9197379,79.8589027,Keels,True
SCWJ,Wijerama,"No. 4 & 6, Soratha Mawatha, Nugegoda",6.8549219,79.9064625,Keels,True
SFGL,Galle,"No. 46, Colombo Road, Kaluwella, Galle",6.0344385,80.2133081,Keels,True
SGKB,Kiribathgoda,"No. 94, Makola Road, Kiribathgoda",6.9773951,79.9296825,Keels,True
SGKY,Kelaniya,"No: 690, Biyagama Road, Pilapitiya, Kelaniya",6.9530821,79.907376,Keels,True
SGMH,Welisara,"No: 812, Negombo Road, Mahabage",7.0243153,79.899739,Keels,True
SGWA,Wattala 2,"No. 384, Negombo Road, Wattala",6.9887181,79.8913253,Keels,True
SIP2,Panadura 2,"No. 161, Galle Road, Walana, Panadura",6.7289754,79.9066763,Keels,True
SKK2,Kandy 2,"No. 489, William Gopallawa Mawatha, Kandy",7.279561,80.6198891,Keels,True
SKKA,Kandy,"City Centre Compex, Level 1, L1 -14, Kandy (Pvt) Ltd, Kandy",7.2905715,80.6337262,Keels,True
SMMR,Matara,"No. 227, Anagarika Dharmapala Mawatha, Nupe, Matara",5.9480829,80.5368998,Keels,True
SCK3,Kottawa 3,"No. 139, Athurugiriya Road, Kottawa",6.8441906,79.9686816,Keels,True
SCTG,Thalawathugoda 2,"No. 158, Pannipitiya Road, Thalawathugoda",6.8749467,79.9364678,Keels,True
SGKR,Kerawalapitiya,"No. 315, Handala Road, Wattala",6.9906677,79.8931709,Keels,True
SRRP,Rathnapura,"No. 09, Panadura Road, Moragahayata, Rathnapura",6.6860595,80.3978738,Keels,True
SGEM,Enderamulla,"No. 75A, Enderamulla, Wattala",6.9977837,79.9189814,Keels,True
SGKG,Kiribathgoda 2,"No. 197, Kandy Road, Kiribathgoda",6.9786855,79.9277,Keels,True
SFGA,Galle 2,"No. 465,Wackwella Road, Kalegana, Galle",6.0596727,80.2000596,Keels,True
SIKS,Kaluthara,"No. 735, Galle Road, Wettumakada, Kauthara South, Kaluthara",6.5817923,79.9619361,Keels,True
SCET,Edmonton,"No. 25, Edmonton Road, Colombo - 5",6.8792387,79.8764553,Keels,True
SGTY,Tyre Junction,"No. 498, Kandy Road, Dalugama, Kelaniya",6.9752231,79.9206694,Keels,True
SCMW,Moratuwa 3,"No. 16, St Peters Road, Moratuwa",6.7684114,79.8868727,Keels,True
SNRU,Kurunegala 02,"No. 41, Bauddhaloka Mawatha, Kurunegala",7.4832133,80.3587461,Keels,True
SCKZ,Kesbewa,"No. 220/1, Bandaragama Road, Kasbewa",6.7507373,79.9635486,Keels,True
SIBE,Beruwala,"No. 167, Galle road, Beruwala",6.4730375,79.984256,Keels,True
SGRA,Ragama,"No. 968, Mahabage Road, Ragama",6.99702,80.4181424,Keels,False
SCGT,Gothatuwa,"No. 215, IDH Road, Gohtatuwa",6.9278516,79.9106324,Keels,True
SMMS,Matara 2,"No 361, Welewatta Matara.",5.9471016,80.5625956,Keels,True
SCAD,Attidiya 02,"208, Aththidiya Road, Bellanthotha",6.846864,79.8851625,Keels,True
SIP4,Panadura 03,"267, Horana Road, Wekada, Panadura",6.7114873,79.9211909,Keels,True
SYMT,Matale,"11, Nagolla Road, Mathale",7.452174,80.6133841,Keels,True
SGGP,Gampaha 2,"125, Colombo Road, Gampaha",7.0849349,80.0087892,Keels,True
SCGO,Godagama,"551, Highlevel Road, Homagama",6.8444164,80.0065919,Keels,True
SGKC,Kochchikade,"21, Negembo Road, Kochchikade",7.091585,79.8884605,Keels,True
SINL,Nalluruwa,"735, Galle Road, Nalluruwa, Panadura.",6.6949013,79.9178709,Keels,False
SIAL,Aluthgama,"Ruwangiriâ€, Kaluwamodara, Galle Road, Aluthgama.",6.4379428,79.9951662,Keels,True
SCWP,Wellampitiya,"230, Avissawella Road, Wellampitiya.",6.9066865,80.0548731,Keels,False
SCPI,Piliyandala,"242, Colombo Road, Miriswatta, Piliyandala",6.796078,79.9323863,Keels,True
SLKV,Kegall,"No. 461, Kandy road, Kegalle.",7.2532238,80.3454101,Keels,True
SGMI,Minuwangoda,"No.28, Veyangoda Road, Minuwangoda.",7.1694282,79.9520782,Keels,True
SREP,Embilipitiya,"No 248, Pallegama Embilipitiya.",6.3162324,80.8433145,Keels,True
SGJA,Ja Ella,"Â NO: 134 Minuwangoda Road, Kanuwana, Ja-Ela",7.083344,79.8926809,Keels,True
SPWN,Wennappuwa,"No: 28A, Chilaw Road, Wennappuwa",7.3439464,79.840831,Keels,True
SCMU,Mulleriyawa -Angoda,"No: 42D, Hospital Road, Angoda.",6.9289776,79.9277399,Keels,True
SNRN,Kurunegala 03,"192, Puttalam Road, Kurunegala",7.4880602,80.3632963,Keels,True
SIGN,Gorakana,"No. 290, Old Galle Road, Gorakana, Panadura",6.7598372,79.8989791,Keels,True
SIBM,Bandaragama,"No. 50, Panadura Road, Bandaragama",6.7117325,79.9861412,Keels,True
SGN2,Negombo 2,"No. 339, Kimbulapitiya Road, Negombo",7.204378,79.876023,Keels,True
SKGZ,Gampola,"27/2, Nawalapitiya Road, Gampola",7.104633,80.5587562,Keels,True
SPCH,Chilaw,"No. 110, Puttlam Road, Chilaw",7.5686716,79.7995779,Keels,True
SCKJ,Kesbewa 2,"1059, Horana Road, Kesbewa Â ",6.82982,79.9717676,Keels,False
SGRD,Delpe,"No. 324, Kadawatha Road, Delpe Junction, Mahara",7.0209302,79.9354559,Keels,False
SGND,Dalupotha,"No 555, Chilaw Road, Negombo",7.2154132,79.84165,Keels,True
SGEL,Eldeniya,"No. 434, Kandy Road, Ranmuthugala, Kadawatha",7.0008775,79.9775535,Keels,True
SCBI,Biyagama,"No. 306, New Kandy Road, Biyagama",6.9084066,79.9446174,Keels,True
SREG,Ehaliyagoda,"No. 34, Rathnapura Road, Eheliyagoda",6.8550009,80.2599776,Keels,True
SPMV,Maravila,"No. 40, Horagalla South, Colombo Road, Marawila. ",7.4126963,79.830903,Keels,True
SKKM,Katugasthota,"1416, Jaffna Road, Katugasthota",7.3183255,80.6293876,Keels,True
SIHZ,Horana,"No. 233, Rathnapura Road, Horana",6.8791262,80.2429977,Keels,True
SPPU,Puttalam,"# 89, Kurunegala Road, Puttalama.",7.7612443,80.1120736,Keels,True
SGMP,Miriswatta,"No. 39, Gampaha Road, Miriswattha",7.0754409,80.0143367,Keels,True
SCAK,Akuregoda,"No. 244, Pothuarawa Road, Akuregoda",6.8952571,79.9505987,Keels,True
SCDR,Darley Road,"No. 460, T.B. Jaya Mawatha, Colombo 10.",6.928269,79.8636961,Keels,True
SGTI,Thihariya,"No. 120, Kandy Road, Thihariya",7.1208728,80.0636742,Keels,True
SCSL,Shangri-La Mall,"One Galle Face Mall, Colombo.",6.9271601,79.8446964,Keels,True
SHTA,Tangalle,"No. 281, Matara Road,Tangalle",6.0265276,80.7948493,Keels,True
SCPA,Piliyandala 2,"118/1 A, Maharagama road, Mavittara,Piliyandala",6.803627,79.940256,Keels,True
SCMY,Mattakuliya,"Nos. 854 Aluthmawatha Road, Mattakkuliya.",6.9692016,79.8734373,Keels,True
SGNK,Negombo Kurana,"No. 800,2nd Kurana, Colombo Road, Negombo",7.0739735,79.85717,Keels,False
SGJW,JA Ela 3,"236, Negombo Road,Weligampitiya, Ja Ela",7.067507,79.8922966,Keels,True
SGSE,Seeduwa,"No. 253, Negombo Road, Bandarawaththa, Seeduwa",7.1248309,79.8840762,Keels,True
SCTL,Thalawathugoda 3,"572/5, Thalawathugoda Road,Madiwela",6.8802431,79.9475213,Keels,True
SLMN,Mawanella,"185, New Kandy Road, Mawanella",6.9084066,79.9446174,Keels,True
SKKI,Kandy 3,"No. 927, Peradeniya Road, Kandy",7.2816136,80.6209311,Keels,True
SGNO,Negombo Telwatta,"250, Colombo Road, Negombo",7.0739735,79.85717,Keels,False
SCAV,Avissawella,"No.57, Kiriwandala, Avissawella",6.9409466,80.1963047,Keels,True
SGSM,Sinharamulla,"356, Biyagama Road, Gonawela,Kelaniya",6.9586615,79.9289528,Keels,True
SFK4,Karapitiya,"No.54, Hirimbura Cross Road, Karapitiya",6.0651597,80.2233789,Keels,True
SFAB,Ambalangoda,"No. 435, Galle Road, Ambalangoda",6.242438,80.0492057,Keels,True
SCHD,Hokandara,"188, Hokandara Road, Thalawathugoda",6.8796442,79.9458337,Keels,True
SIMZ,Mathugama,"185, Kaluthara Road, Mathugama",6.5241762,80.0862699,Keels,True
SCVJ,Vidyala Junction,"No. 4, Hokandara Road, Kalalgoda, Pannipitiya",6.8699681,79.9514464,Keels,True
SGMQ,Mawaramandiya,"475, Udupila Road, Mawaramandiya",6.9871489,79.977399,Keels,True
SCBT,Battaramulla,"1024 and 1027, Pannipitiya Road, Battharamulla",6.8756534,79.9358023,Keels,True
SIWD,Wadduwa,"No. 520, Galle road, Wadduwa",6.4190267,80.0024827,Keels,False
SGK5,Kirillawala,"No. 89, Kandy Road, Pahala Imbulgoda, Imbulgoda",7.03594,79.9890679,Keels,True
SMMC,Matara 3,"No. 66, Kumarathunga Mawatha, Matara",5.946619,80.5391642,Keels,True
SCK6,katubedda,"No. 78, Bandaranayake Mawatha, Katubedda",6.7962213,79.8964871,Keels,True
SCMF,Maharagama 3,"No. 59, Piliyandala road, Maharagama",6.8426283,79.9262647,Keels,True
SIWK,Kaluthara 2,"No. 34, Galle Road, Maha Waskaduwa ",6.6099352,79.9527322,Keels,False
SCDP,Duplication Road,"No. 5, Lauries Place, Colombo 4 ",6.8943914,79.8570867,Keels,True
SAAP,Anuradhapura,"No. 514, Maithripala Senanayake Mawatha, Anuradhapura",8.3259528,80.4053739,Keels,True
SCKX,Kaduwela,"131/6, Hewagama, Kaduwela",6.9313808,79.9766195,Keels,True
SCPO,Pitakotte 2,"308, Kotte Road, Pitakotte",6.8845527,79.9019512,Keels,True
SRRR,Rathnapura 2,"No. 42, Bandaranayake Mawatha, Rathnapura",6.6810724,80.3981326,Keels,True
SGYK,Yakkala,"65/5. 1st Lane, Kandy Road, Yakkala.",7.0824867,80.030854,Keels,False
SCK7,Kotahena 2,"No. 141, K Cyril C Perera Mawatha, Cololmbo 13.",6.9532197,79.867138,Keels,True
SCNG,Nugegoda 2,"No. 14, Nawala Road, Nugegoda",6.8781436,79.8906725,Keels,True
SCTU,Thurstan,"No. 32, Kumarathunga Munidasa Mawatha, Cololmbo 3.",6.9019412,79.8590374,Keels,True
SGDL,Diuwalapitiya,"Mahagedarawaththa, Minuwangoda Road,  Divulapitiya",7.146577,79.9336968,Keels,True
SGGE,Ganemulla,"No 268, Kadawatha Road, Ganemulla",7.0603059,79.9627325,Keels,True
SCCR,Kotta Road,"No 103, Dr. N.M. Perera Mawatha, Colombo 08",6.9108052,79.8891173,Keels,True
1019,EX MOUNT LAVINIA,"360 , Galle  Road , Mount Lavinia .",6.8301185,79.8800832,Cargills,True
1119,FC WELLAWATTE,"No:-256 3-B/1,Moor Road, Wellawatte, Colombo 06.",6.8755308,79.8609984,Cargills,True
1034,FC MAHARAGAMA,"75 ,  Dehiwala  Road ,  Maharagama .",6.8510951,79.9212011,Cargills,True
1039,FC NUGEGODA,"240 , High  Level  Road , Nugegoda",6.8649081,79.8996789,Cargills,True
1063,FC MALABE,"766 , Kaduwela  Road , Malabe",6.9060787,79.9696277,Cargills,True
1069,EX RAJAGIRIYA,"349, Cotta  Road , Rajagiriya",6.9094108,79.8942538,Cargills,True
1038,FC PITAKOTTE,"407 , Pitta Kotte Road , Pita Kotte .",6.8808992,79.9052768,Cargills,True
1086,FC GAMPAHA,"45 , Bauddhaloka  Mawatha , Gampaha .",7.0840484,80.0098314,Cargills,True
1101,FC PILIYANDALA,"122/A, Kesbewa  Road , Piliyandala .",6.8017575,79.9227313,Cargills,True
1103,FC NAWALA,"264 , Nawala  Road , Nawala .",6.8964191,79.8884819,Cargills,True
