,0,3,4,5,10,105,106,108,109,110,111,112,113,114,115,116,117,119,121,122,123,127,128,14,150,152,156,161,163,167,168,171,172,174,175,181,188,190,191,22,23,24,25,26,27,76,79,80,14001,14003,14004,14005,14006,14007,14008,14009,14010,14011,14012,14013,14014,14015,SCA2,SCAR,SCBL,SCCC,SCCM,SCDE,SCED,SCGS,SCHG,SCHR,SCKE,SCKH,SCKL,SCKO,SCM2,SCM3,SCMD,SCMG,SCML,SCNW,SCPK,SCPN,SCPT,SCPY,SCRJ,SCRM,SCRT,SCSJ,SCTB,SCTH,SCUP,SCWJ,SFGL,SGKB,SGKY,SGMH,SGWA,SIP2,SKK2,SKKA,SMMR,SCK3,SCTG,SGKR,SRRP,SGEM,SGKG,SFGA,SIKS,SCET,SGTY,SCMW,SNRU,SCKZ,SIBE,SGRA,SCGT,SMMS,SCAD,SIP4,SYMT,SGGP,SCGO,SGKC,SINL,SIAL,SCWP,SCPI,SLKV,SGMI,SREP,SGJA,SPWN,SCMU,SNRN,SIGN,SGN2,SKGZ,SPCH,SCKJ,SGRD,SGND,SGEL,SCBI,SREG,SPMV,SYMX,SKKM,SIHZ,SPPU,SGMP,SCAK,SCDR,SGTI,SCSL,SHTA,SCPA,SCMY,SGNK,SGJW,SGSE,SCTL,SLMN,SKKI,SGNO,SCAV,SGSM,SFK4,SFAB,SCHD,SCVJ,SGMQ,SCBT,SIWD,SGK5,SMMC,SCK6,SCMF,SIWK,SCDP,SAAP,SCKX,SCPO,SRRR,SGYK,SCK7,SCNG,SCTU,SGDL,SGGE,SCCR,1017,1018,1033,1015,1020,1005,1076,1083,1084,1106,1104,1105,1107,1201,1301,1111,1114,1108,1117,1109,1115,1113,1133,1303,1124,1305,1116,1121,1130,1138,1120,1137,1308,1139,1145,1125,1146,1157,1158,1153,1159,1150,1164,1170,1169,1187,1186,1188,1316,1199,1162,1278,1279,1281,1288,1286,1289,1294,1291,1292,1297,1298,1412,1419,1411,1422,1320,1432,1425,1424,1433,1323,1428,1321,1322,1319,1434,1431,1327,1326,1435,1429,1331,1430,1443,1439,1446,1448,1341,1342,1453,1343,1457,1339,1335,1338,1455,1350,1324,1352,1353,1464,1155,1444,1349,1460,1355,1466,1364,1375,1459,1467,1379,1357,1469,1370,1372,1366,1381,1371,1148,1471,1377,1470,1368,1383,1360,1386,1385,1475,1387,1484,1481,1394,1393,1717,1726,1727,1728,1724,1490,1718,1735,1739,1736,1741,1738,1743,1745,1746,1749,1550,1559,1498,1571,1567,1584,1576,1756,1579,1760,1589,1592,1759,1763,1762,1597,1768,1902,1766,1546,1594,1770,1548,1545,1761,1600,1773,1608,1774,1616,1776,1772,1777,1497,1549,1555,1607,1614,1619,1650,1651,1655,1659,1661,1663,1664,1667,1669,1670,1671,1672,1676,1678,1680,1695,1697,1779,1780,1781,1782,1783,1784,1785,1787,1788,1790,1791,1795,1796,1797,1799,1800,1801,1802,1803,1806,1807,1809,1810,1816,1818,1825,1826,1828,1834,1836,1840,1841,1842,1843,1844,1845,1847,1850,1852,1853,1854,1858,1859,1862,1864,1866,1867,1869,1872,1885,1887,1888,1891,1892,1896,1019,1034,1038,1039,1063,1069,1086,1101,1103,1118,1119,1122,1123,1128,1132,1134,1141,1154,1165,1168,1173,1176,1177,1178,1197,1284,1285,1287,1290,1295,1328,1329,1332,1340,1344,1346,1347,1348,1354,1362,1363,1378,1380,1382,1392,1396,1406,1416,1418,1447,1452,1465,1473,1479,1487,1489,1491,1493,1496,1540,1541,1542,1547,1551,1557,1558,1561,1563,1564,1568,1569,1575,1578,1580,1582,1583,1588,1590,1596,1618,1652,1654,1657,1665,1679,1681,1682,1683,1698,1720,1730,1747,1750,1752,1765,1771,1775,1794,1833,1837,1846,1849,1890,1894,1903,1907,1074,1075,1140,1147,1149,1166,1180,1182,1184,1191,1280,1293,1312,1325,1330,1333,1345,1356,1367,1369,1373,1388,1390,1398,1405,1454,1456,1463,1468,1476,1478,1553,1565,1566,1570,1587,1595,1615,1617,1656,1662,1685,1716,1719,1732,1733,1734,1737,1742,1748,1753,1754,1758,1764,1769,1789,1798,1805,1811,1814,1815,1835,1870,1895,1898,1904,1906,1160,1585,1658,1673,1684,1686,1687,1688,1689,1690,1691,1692,1693,1696,1860,1868,1873,1880,1881,1883,1884,1886,1889
0,0.0,7.41,24.94,16.72,30.93,156.67,49.56,24.94,126.14,16.4,79.88,22.39,25.22,15.41,64.03,22.66,7.41,42.25,128.37,118.39,26.29,65.25,19.37,3.76,3.89,20.6,12.11,66.91,103.62,52.47,27.24,9.87,11.47,78.44,120.7,30.17,81.24,191.4,110.21,15.53,23.9,14.14,21.87,35.04,100.62,35.67,56.61,114.94,21.75,16.1,97.1,79.88,24.94,35.04,19.48,26.75,16.4,17.33,22.66,9.87,99.22,7.41,20.6,20.28,24.13,18.22,25.36,24.84,23.9,21.41,23.92,20.16,13.67,22.09,21.5,21.42,30.88,30.66,20.03,29.89,22.86,17.94,21.4,25.8,19.41,21.81,17.33,28.37,25.01,17.55,18.23,19.27,16.49,24.24,126.31,3.92,8.6,7.17,7.25,81.41,98.29,100.62,155.66,25.02,23.02,7.41,89.55,3.22,3.8,120.81,58.96,19.36,4.61,43.06,80.02,35.43,77.57,4.86,13.55,159.05,24.24,47.38,134.26,14.29,25.52,15.01,81.41,80.31,16.16,35.67,63.17,24.07,166.89,14.14,51.42,10.93,83.52,44.68,36.44,99.22,77.96,35.43,22.48,36.69,4.08,19.31,55.94,59.72,127.75,117.59,38.63,125.15,13.06,21.63,15.51,20.8,15.31,184.54,32.53,11.12,33.29,12.2,18.73,21.4,19.31,98.45,18.13,40.3,8.77,125.1,103.81,21.6,21.4,5.44,23.07,81.41,7.68,156.2,39.07,29.96,53.79,19.43,191.64,12.32,21.42,92.0,14.83,13.64,20.51,18.97,23.16,8.69,16.78,16.95,100.93,19.88,189.17,49.73,16.45,83.64,156.64,15.01,24.97,81.24,18.89,18.23,156.67,13.91,63.17,79.87,14.21,103.62,18.32,77.57,117.02,42.5,16.29,130.77,19.87,43.45,126.3,19.64,166.89,192.48,11.12,19.64,133.97,15.57,217.55,240.29,89.82,136.63,175.19,122.69,241.64,115.88,107.95,181.55,118.45,57.19,107.73,243.57,76.04,241.82,66.69,89.55,48.66,298.07,77.8,94.74,287.83,19.98,13.11,242.7,165.08,52.55,18.22,19.16,384.75,17.22,379.57,355.73,294.71,15.72,16.69,103.55,72.33,49.21,116.51,205.03,318.81,37.27,56.09,176.48,294.6,80.4,122.01,62.86,310.9,16.25,285.5,105.86,377.86,305.45,179.1,251.92,198.18,149.27,15.62,384.74,130.5,39.51,66.67,66.67,117.13,211.37,126.4,96.52,117.02,13.09,103.62,15.66,224.9,148.19,96.28,107.73,105.6,144.37,115.63,63.51,128.33,157.88,122.69,378.91,16.53,92.24,208.24,131.12,216.74,98.45,77.56,165.46,63.45,123.3,24.52,130.77,103.03,155.94,116.1,124.18,73.41,12.83,126.14,65.3,146.94,80.08,32.15,268.25,286.63,294.17,156.79,12.78,14.51,109.81,158.14,191.4,79.88,135.76,62.91,175.55,91.78,192.78,151.64,44.73,80.05,88.8,15.09,98.13,25.14,74.43,94.47,17.13,119.73,91.35,20.51,123.74,12.88,14.28,16.69,96.03,124.44,18.89,24.84,203.29,13.75,124.33,137.41,13.55,14.05,12.65,98.16,15.46,66.91,20.83,118.45,156.44,130.77,17.67,92.1,124.5,42.08,217.19,67.0,90.98,17.65,17.27,15.77,79.88,214.44,184.84,156.86,139.81,95.99,206.09,201.51,79.98,127.16,104.98,217.19,168.17,94.07,142.66,116.38,99.69,138.52,119.44,137.25,59.45,184.84,154.37,186.7,111.44,52.26,123.99,15.88,62.29,18.25,102.46,240.82,39.63,30.17,164.03,162.69,121.46,85.59,77.29,114.55,347.99,193.2,186.44,52.53,168.9,16.82,118.52,307.45,251.31,379.91,250.14,15.95,281.41,70.36,19.09,266.72,25.04,12.59,26.75,30.2,22.19,23.29,16.4,17.55,14.14,35.67,19.48,22.39,21.87,7.9,24.94,15.46,25.22,25.26,13.26,22.39,13.8,24.43,22.39,23.41,23.29,30.2,20.6,17.55,26.95,34.28,15.53,16.4,22.1,22.72,28.4,59.0,24.01,5.47,16.57,29.48,35.67,21.73,27.95,20.44,38.26,20.21,35.15,19.79,15.72,20.71,13.81,24.94,22.66,4.82,21.27,16.05,91.34,26.39,26.66,25.22,25.36,24.01,12.32,13.26,16.4,35.67,25.28,13.8,14.38,24.43,35.69,20.18,28.95,19.86,7.9,22.42,25.1,22.9,25.22,20.6,16.4,29.31,3.76,3.02,16.86,3.76,19.86,22.19,22.58,27.24,24.94,40.39,26.73,15.88,8.51,21.91,50.82,6.96,92.04,20.18,31.53,117.96,25.62,127.15,27.05,25.73,15.72,17.55,25.1,49.83,42.64,23.28,56.61,65.25,27.75,49.83,3.89,22.92,56.61,35.75,49.83,25.44,40.12,40.08,98.47,35.03,50.88,31.78,45.38,56.61,123.18,34.04,50.03,40.09,27.75,24.18,17.05,42.64,46.29,21.02,39.77,50.03,29.07,46.91,39.46,23.28,65.25,22.92,24.88,22.24,2.48,37.84,7.38,27.75,5.46,7.9,7.16,20.43,32.45,27.83,53.74,32.78,35.93,26.06,20.17,32.84,19.53,92.44,45.04,74.21,27.75,58.91,31.95,3.89,41.21,25.25,189.72,19.79,11.99,121.42,199.67,97.89,112.89,78.44,24.5,26.75,17.8,40.02,169.18,120.94,133.67,39.04,188.87,23.67,157.53,379.9,18.14,16.7
3,7.41,0.0,18.83,10.3,18.61,164.11,35.8,32.38,133.58,16.0,87.32,16.27,32.66,22.85,71.47,18.91,0.0,39.55,135.82,125.83,25.71,72.69,16.18,4.73,6.77,28.04,19.55,79.73,111.06,49.76,21.12,6.69,10.02,75.74,128.15,37.62,83.91,198.84,117.65,15.03,17.78,21.58,15.76,32.34,108.06,23.98,64.06,122.38,15.64,9.68,104.54,87.32,32.38,32.34,13.37,20.64,16.0,11.22,18.91,6.69,106.66,0.0,28.04,17.6,18.01,11.6,19.05,18.73,17.79,15.3,31.36,14.05,7.05,15.97,15.38,15.31,24.77,20.66,13.91,19.65,16.74,11.83,19.92,23.68,13.69,15.69,11.21,22.26,18.9,11.43,12.11,13.82,10.07,18.12,133.75,5.1,7.51,3.98,0.39,88.86,105.73,108.06,163.1,32.46,18.6,0.0,96.99,4.19,4.73,128.25,66.4,13.25,4.75,28.18,87.46,25.86,85.01,5.93,10.79,166.5,18.13,36.77,141.7,21.73,32.96,11.83,88.86,87.75,10.05,23.98,70.61,23.49,174.33,10.96,48.72,9.48,90.96,29.8,33.74,106.66,75.26,25.86,16.36,33.99,11.52,13.8,58.6,57.02,135.19,125.03,46.07,132.59,20.5,18.56,9.09,28.24,8.89,191.99,23.83,4.25,30.59,9.01,15.55,19.92,13.8,105.89,14.95,42.96,8.8,132.54,111.25,19.64,19.92,10.99,18.65,88.86,15.12,163.64,25.69,20.62,61.23,13.31,199.08,14.98,15.31,99.45,22.27,7.02,14.4,12.41,19.98,13.89,10.67,10.53,108.37,13.76,196.61,57.17,9.83,91.08,164.09,11.83,18.86,83.91,12.47,12.11,164.11,7.8,70.61,87.31,7.59,111.06,12.2,85.01,124.46,49.94,9.87,138.21,13.75,46.11,133.74,13.53,174.33,199.92,4.25,13.53,141.41,9.15,225.0,247.74,97.26,144.07,182.63,130.13,249.08,118.54,115.4,188.99,125.89,59.85,110.39,251.02,83.48,249.26,79.5,96.99,61.48,305.51,85.24,102.18,295.27,13.86,6.49,250.15,172.52,55.21,12.1,12.74,392.19,11.1,387.01,363.17,302.15,9.3,10.58,110.99,74.99,56.65,123.95,212.47,326.26,25.58,63.53,179.15,302.05,87.84,129.46,70.3,318.34,10.14,292.94,113.3,385.3,312.9,186.54,259.36,205.62,156.72,17.4,392.18,137.94,46.95,74.11,74.11,124.57,218.81,133.84,103.96,124.46,15.6,111.06,9.24,232.34,155.63,103.72,110.39,113.05,151.81,123.07,66.17,135.77,165.33,130.13,386.36,10.42,99.68,215.68,138.56,224.18,105.89,85.0,172.9,70.89,130.75,18.4,138.21,110.47,163.38,123.54,121.48,80.85,6.72,133.58,72.74,154.38,87.52,24.28,275.69,294.07,301.62,164.23,12.09,7.89,117.26,165.59,198.84,87.32,143.2,70.35,182.99,99.23,200.22,159.08,47.39,87.49,96.24,8.67,105.57,32.58,81.87,101.92,10.71,127.17,98.79,14.39,131.18,15.43,7.66,10.58,103.48,131.89,12.47,18.73,210.74,7.63,131.77,144.85,7.43,16.71,6.03,105.6,9.35,79.73,14.71,125.89,163.88,138.21,11.25,99.54,131.94,44.74,224.63,74.44,98.42,11.03,11.15,18.44,87.32,221.89,192.28,164.3,147.26,103.43,213.53,208.95,87.42,134.6,112.42,224.63,175.61,101.51,139.95,123.83,107.13,145.97,126.89,144.69,66.89,192.28,161.81,194.14,118.88,59.7,131.44,9.26,64.95,11.83,109.9,248.27,47.07,37.62,171.47,170.13,128.9,93.03,84.74,121.99,355.43,200.65,193.88,59.98,176.35,10.7,125.96,314.9,258.75,387.35,257.58,9.84,288.86,77.8,12.98,274.16,32.48,6.47,20.64,19.36,16.08,17.18,16.0,11.43,21.58,23.98,13.37,16.27,15.76,6.45,32.38,9.35,32.66,19.15,15.92,16.28,12.36,18.31,16.27,17.3,17.18,19.36,28.04,11.43,22.2,22.5,15.03,16.0,29.54,16.6,35.84,66.44,20.67,11.01,11.47,30.72,23.98,24.39,35.39,27.88,45.7,27.65,42.59,13.67,9.61,14.6,14.08,32.38,18.91,4.97,15.15,14.79,98.78,18.64,20.54,32.66,19.24,20.67,10.87,15.92,10.29,23.98,18.97,12.36,8.26,18.31,24.94,17.0,22.45,27.3,6.45,16.3,32.55,16.78,32.66,28.04,16.0,36.76,4.73,7.37,10.74,4.73,27.3,16.08,16.47,21.12,32.38,47.84,22.36,15.65,3.05,15.8,58.26,14.4,99.49,17.0,38.97,115.26,33.06,134.59,23.51,33.17,9.61,11.43,18.99,34.39,50.08,22.7,64.06,72.69,21.63,34.39,6.77,16.8,64.06,28.33,34.39,32.88,26.98,26.94,105.91,33.14,37.76,19.55,52.83,64.06,130.62,33.46,57.47,26.58,21.63,26.84,13.86,50.08,31.4,17.84,27.07,57.47,22.96,32.03,46.9,22.7,72.69,16.8,32.32,18.49,8.25,35.14,5.94,21.63,2.24,6.45,5.0,17.25,39.89,35.27,61.18,35.44,43.38,27.29,21.88,40.28,16.35,99.88,52.48,81.65,21.63,66.35,31.37,6.77,26.02,19.13,197.16,13.67,10.54,128.86,207.12,105.34,120.33,75.74,31.95,20.64,11.57,26.36,176.62,128.38,130.96,46.49,196.32,26.34,164.97,387.35,12.03,10.08
4,24.94,18.83,0.0,11.48,4.59,140.04,17.86,8.21,109.5,15.54,106.88,3.37,12.29,42.41,91.04,9.03,18.68,52.37,155.38,145.39,46.75,48.62,37.09,20.45,25.45,13.76,34.05,92.55,86.98,62.59,4.04,25.37,13.73,88.57,147.71,21.08,76.92,218.4,93.58,10.12,5.31,41.14,7.2,45.16,127.63,5.2,36.73,141.95,3.93,11.51,124.1,106.88,8.21,45.16,7.47,3.56,15.54,9.44,9.03,25.37,126.23,18.68,13.76,11.08,1.43,11.47,6.0,3.7,4.89,4.42,9.19,7.1,14.68,5.65,4.69,5.48,6.83,1.9,8.54,3.55,6.02,8.71,10.04,7.19,12.56,3.14,9.3,5.34,0.07,9.27,8.36,12.7,11.73,2.31,109.68,20.82,17.63,22.67,18.39,64.78,125.3,127.63,139.02,8.1,8.72,18.68,72.92,21.64,20.45,104.18,39.08,6.08,19.52,10.24,107.03,7.08,49.73,24.62,12.95,142.42,2.4,18.83,161.27,41.3,12.59,32.74,64.78,63.68,14.18,5.2,90.17,44.53,150.26,32.0,61.55,13.54,110.53,11.86,46.57,124.32,88.09,7.08,3.91,46.81,31.08,12.68,56.91,69.85,154.75,144.59,19.97,152.15,40.07,12.36,12.25,47.81,12.05,167.91,5.05,17.04,43.42,27.7,36.46,10.04,12.68,125.45,32.68,41.28,19.33,108.46,87.18,9.76,10.04,34.23,9.32,64.78,34.69,139.57,8.6,3.06,33.91,9.21,218.65,20.9,5.48,75.37,41.83,15.01,5.0,8.94,41.02,37.08,9.83,11.57,127.93,9.26,172.54,76.74,13.84,110.65,140.01,32.74,5.26,76.92,10.56,8.36,140.04,12.7,90.17,63.23,14.8,86.98,6.74,49.73,144.03,69.51,11.15,157.78,6.34,44.42,109.67,9.02,150.26,219.48,17.04,9.02,117.34,11.2,200.92,267.3,116.83,163.64,158.56,149.7,225.01,116.85,134.96,164.92,101.82,58.16,108.7,270.58,103.05,268.82,92.33,72.92,74.3,325.08,61.17,121.74,319.87,8.28,14.31,226.07,192.09,53.52,8.27,9.6,411.76,10.25,406.57,339.1,341.1,11.51,8.65,130.56,69.99,60.81,143.51,232.03,345.82,6.8,70.98,187.14,321.61,63.77,149.02,89.86,294.27,10.14,312.5,132.87,404.87,333.06,162.47,235.29,181.55,176.28,25.67,411.74,157.5,66.52,50.04,50.04,144.14,194.73,109.76,79.89,144.03,23.14,86.98,11.79,208.27,131.56,123.29,108.7,132.61,127.74,99.0,64.48,111.7,184.89,149.7,405.92,10.27,119.24,191.6,114.48,243.74,125.45,104.56,148.82,46.82,106.67,4.82,157.78,130.04,182.95,143.11,134.3,45.57,12.63,109.5,92.3,130.31,107.09,5.5,251.62,295.68,341.53,183.8,12.33,13.1,136.82,141.51,218.4,106.88,162.77,89.92,202.56,75.15,176.15,135.0,45.7,63.42,115.8,12.04,81.5,12.22,101.44,77.84,11.13,103.09,74.72,8.37,150.74,22.05,13.09,8.65,123.04,107.81,10.56,3.7,230.3,12.95,107.7,164.42,12.42,23.2,14.35,124.89,12.67,92.55,6.24,101.82,139.81,157.78,11.39,119.11,107.87,43.05,200.55,50.37,117.99,12.22,9.36,21.6,106.88,253.82,168.21,140.23,123.18,79.36,233.09,228.51,63.35,110.52,88.35,200.55,151.54,121.08,152.78,99.75,83.06,165.53,102.81,120.62,74.34,168.21,137.74,170.07,94.81,79.26,151.0,14.98,63.27,11.26,129.47,267.83,23.0,21.08,147.39,146.06,148.46,112.6,104.3,97.92,331.35,176.57,169.81,67.43,195.91,9.8,101.89,334.46,278.31,406.92,233.51,10.87,308.42,97.36,7.6,293.73,10.25,13.2,3.56,3.86,5.75,3.19,15.54,9.27,41.14,5.2,7.47,3.37,7.2,16.95,8.21,12.67,12.29,3.95,20.66,3.51,11.23,2.63,3.37,3.73,3.19,3.86,13.76,9.27,5.67,3.72,10.12,15.54,14.59,3.48,11.48,86.0,7.8,34.25,14.52,34.91,5.2,21.94,9.67,15.85,21.62,13.17,18.52,6.52,14.14,6.44,11.58,8.21,9.03,19.71,4.98,13.67,74.71,4.81,1.76,12.29,5.65,7.8,13.92,20.66,13.61,5.2,6.87,11.23,14.71,2.63,6.16,38.04,5.5,11.9,16.95,3.61,16.0,5.28,12.29,13.76,15.54,12.48,20.45,22.82,10.73,20.45,11.9,5.75,3.7,4.04,8.21,18.52,6.02,9.89,21.73,4.37,34.64,33.96,75.41,38.04,18.61,128.08,9.74,110.52,7.03,12.8,14.14,9.27,0.16,16.45,26.0,43.74,36.73,48.62,4.55,16.45,25.45,2.4,36.73,9.55,16.45,47.11,9.65,9.61,81.84,54.18,19.82,0.78,20.35,36.73,150.18,54.5,30.15,9.62,4.55,25.16,34.9,26.0,13.46,41.12,9.3,30.15,4.18,14.09,19.58,43.74,48.62,2.4,46.55,12.97,25.7,47.96,17.93,4.55,19.68,16.95,23.68,38.29,23.36,54.84,37.11,33.76,23.15,31.49,42.92,23.74,37.39,75.81,28.4,46.37,4.55,42.28,52.41,25.45,8.08,3.4,173.08,6.52,12.48,148.43,183.04,124.9,139.9,88.57,51.51,3.56,9.43,9.55,152.55,147.94,143.79,66.05,215.88,23.76,140.9,406.91,9.52,13.29
5,16.72,10.3,11.48,0.0,11.82,151.87,26.55,18.27,121.33,14.65,95.23,9.32,22.39,30.76,79.39,12.48,10.95,44.83,143.73,133.74,39.21,60.45,29.55,12.91,17.71,19.27,27.46,85.01,98.81,55.05,13.2,17.63,10.44,81.03,136.06,28.84,88.75,206.75,105.41,8.6,8.53,29.49,6.51,37.62,115.97,17.03,41.41,130.29,8.85,1.76,112.45,95.23,18.27,37.62,6.94,12.65,14.65,3.36,12.48,17.63,114.57,10.95,19.27,14.95,10.94,1.7,12.62,9.48,11.36,8.51,19.25,5.44,4.98,9.55,7.88,8.88,15.52,13.71,4.66,12.86,7.49,5.4,13.49,17.25,11.04,8.74,4.83,13.0,11.95,5.05,4.5,11.18,0.56,11.33,121.51,13.28,10.09,14.93,10.65,76.61,113.64,115.97,150.85,18.16,12.18,10.95,84.75,13.9,12.91,116.01,43.76,6.46,11.98,18.93,95.37,18.91,54.41,16.88,8.36,154.25,11.18,27.52,149.62,29.64,22.65,25.2,76.61,75.51,8.36,17.03,78.52,36.99,162.09,24.46,54.01,10.64,98.87,20.55,39.03,114.58,80.55,18.91,9.07,39.27,19.43,11.15,60.01,62.3,143.1,132.94,31.8,140.5,28.42,12.14,2.03,36.16,1.8,179.74,16.88,9.09,35.88,19.96,28.91,13.49,11.15,113.8,25.14,44.38,14.09,120.29,99.0,13.22,13.49,19.16,12.23,76.61,23.04,151.4,16.44,14.87,38.59,4.06,206.99,16.39,8.88,87.2,30.18,5.52,7.61,3.71,33.48,23.59,4.29,0.51,116.28,4.51,184.37,65.09,2.98,98.99,151.84,25.2,9.61,88.75,2.66,4.5,151.87,4.06,78.52,75.06,5.1,98.81,5.42,54.41,132.38,57.86,1.4,146.13,5.53,47.53,121.49,4.28,162.09,207.83,9.09,4.28,129.16,2.12,212.75,255.65,105.18,151.98,170.39,138.04,236.84,119.95,123.31,176.75,113.65,61.26,111.8,258.93,91.39,257.17,84.79,84.75,66.76,313.43,73.0,110.09,331.69,4.61,4.62,237.9,180.43,56.62,4.02,2.73,400.11,4.67,394.92,350.93,352.93,1.81,3.79,118.91,76.4,63.91,131.86,220.38,334.17,18.63,74.08,180.56,309.96,75.6,137.37,78.21,306.1,1.92,300.85,121.21,393.21,344.89,174.29,247.12,193.38,164.63,20.57,400.09,145.85,54.86,61.86,61.86,132.48,206.56,121.59,91.71,132.38,18.05,98.81,1.71,220.1,143.38,111.63,111.8,120.96,139.56,110.82,67.58,123.52,173.24,138.04,394.27,4.02,107.59,203.43,126.31,232.09,113.8,92.91,160.65,58.64,118.5,9.15,146.13,118.39,171.3,131.46,126.76,50.25,5.09,121.33,80.65,142.14,95.43,17.32,263.44,288.14,309.53,172.14,8.45,3.41,125.17,153.34,206.75,95.23,151.12,78.27,190.9,86.98,187.98,146.83,48.8,75.25,104.15,2.34,93.33,22.28,89.78,89.67,0.53,114.92,86.55,5.14,139.09,16.96,3.4,3.79,111.39,119.64,2.66,9.48,218.65,4.41,119.53,152.76,5.2,18.13,5.81,113.51,6.47,85.01,6.61,113.65,151.63,146.13,1.57,107.46,119.7,46.15,212.38,62.2,106.34,1.63,3.3,16.43,95.23,229.8,180.03,152.05,135.01,91.19,221.44,216.86,75.18,122.35,100.18,212.38,163.37,109.43,145.24,111.58,94.89,153.88,114.64,132.44,77.44,180.03,149.56,181.9,106.64,67.61,139.35,4.11,66.37,1.27,117.81,256.18,34.82,28.84,159.22,157.89,136.81,100.94,92.65,109.74,343.18,188.4,181.64,70.53,184.26,2.31,113.72,322.81,266.66,395.26,245.34,3.93,296.77,85.71,5.04,282.08,20.31,5.28,12.65,12.57,9.65,10.39,14.65,5.05,29.49,17.03,6.94,9.32,6.51,10.79,18.27,6.47,22.39,9.9,17.19,9.49,9.71,11.52,9.32,10.51,10.39,12.57,19.27,5.05,15.78,15.55,8.6,14.65,20.76,9.31,21.17,74.35,14.24,19.19,11.23,38.01,17.03,25.8,21.49,19.59,33.45,18.87,30.35,5.45,7.92,8.17,7.7,18.27,12.48,12.17,8.37,12.14,86.54,12.21,13.59,22.39,9.99,14.24,10.64,17.19,7.41,17.03,12.54,9.71,8.09,11.52,17.99,30.5,15.66,16.72,10.79,9.52,23.77,8.43,22.39,19.27,14.65,24.31,12.91,15.28,5.38,12.91,16.72,9.65,9.86,13.2,18.27,30.35,15.93,9.23,13.99,8.51,46.47,22.31,87.24,30.5,28.67,120.54,19.8,122.35,17.09,22.87,7.92,5.05,12.04,25.14,37.83,36.2,41.41,60.45,13.39,25.14,17.71,9.85,41.41,21.38,25.14,40.79,17.73,17.69,93.67,46.64,28.51,12.6,30.86,41.41,138.53,46.96,41.98,17.33,13.39,28.26,27.36,37.83,22.15,33.58,17.82,41.98,15.55,22.78,31.41,36.2,60.45,9.85,40.23,12.06,17.96,40.42,10.39,13.39,11.94,10.79,15.94,30.75,31.12,43.76,48.94,36.86,34.98,34.59,35.38,31.5,29.85,87.64,40.23,51.05,13.39,54.1,44.87,17.71,16.77,12.18,184.91,5.45,9.2,136.78,194.87,113.25,128.25,81.03,39.86,12.65,2.87,17.11,164.38,136.29,136.25,54.4,204.23,27.75,152.73,395.26,5.65,3.21
