ADDRESS,BRAND,CODE,DISTRICT,LATITUDE,LOCATION,LONGITUDE
"DEPANAMA, Sri Lanka",Cargills,1344,Colombo,6.8604633,EX DEPANAMA,79.9446302
"MAWARAMANDIYA, Sri Lanka",Cargills,1346,Gampaha,6.9896112,EX MAWARAMANDIYA,79.9738229
"MULLERIYAWA, Sri Lanka",Cargills,1347,Colombo,6.9248928,EX MULLERIYAWA,79.9380375
"PUGODA, Sri Lanka",Cargills,1348,Gampaha,6.9750337,EX PUGODA,80.1180967
"CTG PILIYANDALA, Sri Lanka",Cargills,1354,Colombo,6.8017575,EX CTG PILIYANDALA,79.9227313
"PITIPANA, Sri Lanka",Cargills,1362,Colombo,6.9066865,EX PITIPANA,80.0522928
"SIDDAMULLA, Sri Lanka",Cargills,1363,Colombo,6.8172516,EX SIDDAMULLA,79.9598383
"RUKMALGAMA, Sri Lanka",Cargills,1378,Colombo,6.8559758,EX RUKMALGAMA,79.9780178
"POKUNUWITA, Sri Lanka",Cargills,1380,Kalutara,6.7288686,EX POKUNUWITA,80.0297389
"ARANGALA, Sri Lanka",Cargills,1382,Colombo,6.8699679,EX ARANGALA,79.9920576
"GONAPOLA, Sri Lanka",Cargills,1392,Kalutara,6.7563403,EX GONAPOLA,80.0171609
"HAVELOCK CITY, Sri Lanka",Cargills,1396,Colombo,6.8827383,EX HAVELOCK CITY,79.8683695
"KOTIKAWATTA, Sri Lanka",Cargills,1406,Colombo,6.9345136,FC KOTIKAWATTA,79.9059766
"ETHULKOTTE, Sri Lanka",Cargills,1416,Colombo,6.8914832,FC ETHULKOTTE,79.9052768
"KALAPALUWAWA, Sri Lanka",Cargills,1418,Colombo,6.9141883,FC KALAPALUWAWA,79.9150724
"KOTTAWA , Sri Lanka",Cargills,1447,Colombo,6.8411652,FC KOTTAWA 2,79.9654324
"THALAWATHUGODA, Sri Lanka",Cargills,1452,Colombo,6.8758648,FC THALAWATHUGODA,79.9391936
"DALUGAMA, Sri Lanka",Cargills,1465,Gampaha,6.9752231,FC DALUGAMA,79.9206694
"STANLY TMW, Sri Lanka",Cargills,1473,Colombo,6.8755381,FC STANLY TMW,79.8947554
"THALAHENA, Sri Lanka",Cargills,1479,Colombo,6.9123126,FC THALAHENA,79.9514464
"PELAWATTA , Sri Lanka",Cargills,1487,Kalutara,6.40053,FC PELAWATTA 2,80.2120618
"UDAHAMULLA, Sri Lanka",Cargills,1489,Colombo,6.8665559,FC UDAHAMULLA,79.9150724
"WERAHERA, Sri Lanka",Cargills,1491,Colombo,6.8280052,FC WERAHERA,79.9052768
"HOMAGAMA , Sri Lanka",Cargills,1493,Colombo,6.8432762,FC HOMAGAMA 2,80.0031833
"KAWDANA, Sri Lanka",Cargills,1496,Colombo,6.8418059,FC KAWDANA,79.8665045
"DEPANAMA, Sri Lanka",Cargills,1540,Colombo,6.8604633,FC DEPANAMA,79.9446302
"HIMBUTANA, Sri Lanka",Cargills,1541,Colombo,6.9264231,FC HIMBUTANA,79.9339124
"KADUWELA , Sri Lanka",Cargills,1542,Colombo,6.929061,FC KADUWELA 02,79.9827754
"GOTHATUWA IDH, Sri Lanka",Cargills,1547,Colombo,6.9288713,FC GOTHATUWA IDH,79.9027493
"PILIYANDALA , Sri Lanka",Cargills,1551,Colombo,6.8017575,FC PILIYANDALA 2,79.9227313
"THALAPATHPITIYA, Sri Lanka",Cargills,1557,Colombo,6.8693785,FC THALAPATHPITIYA,79.9234678
"KOSWATTE , Sri Lanka",Cargills,1558,Colombo,6.908863,FC KOSWATTE 2,79.9313567
"WELLAMPITIYA, Sri Lanka",Cargills,1561,Colombo,6.9424282,FC WELLAMPITIYA,79.9045771
"WIJERAMA , Sri Lanka",Cargills,1563,Colombo,6.8551817,FC WIJERAMA 2,79.9087754
"KOLAMUNNA, Sri Lanka",Cargills,1564,Colombo,6.7953487,FC KOLAMUNNA,79.9234678
"MILLENNIUM CITY, Sri Lanka",Cargills,1568,Gampaha,7.121557,FC MILLENNIUM CITY,79.9101748
"ARAWWALA, Sri Lanka",Cargills,1569,Colombo,6.8382446,FC ARAWWALA,79.9414907
"HOKANDARA, Sri Lanka",Cargills,1575,Colombo,6.8743192,FC HOKANDARA,79.9696277
"KELANIYA , Sri Lanka",Cargills,1578,Gampaha,6.9517846,FC KELANIYA 2,79.9132991
"KATTIYA JUNCTION, Sri Lanka",Cargills,1580,Colombo,6.8694191,FC KATTIYA JUNCTION,79.8979063
"GODAGAMA, Sri Lanka",Cargills,1582,Colombo,6.8516746,FC GODAGAMA,80.0327001
"SARANANKARA ROAD, Sri Lanka",Cargills,1583,Colombo,6.860707,FC SARANANKARA ROAD,79.8688827
"HOMAGAMA , Sri Lanka",Cargills,1588,Colombo,6.8432762,FC HOMAGAMA 3,80.0031833
"ATHURUGIRIYA , Sri Lanka",Cargills,1590,Colombo,6.8723185,FC ATHURUGIRIYA 2,80.0003875
"MALABE , Sri Lanka",Cargills,1596,Colombo,6.9060787,FC MALABE 03,79.9696277
"POLGASOWITA, Sri Lanka",Cargills,1618,Colombo,6.7899358,FC POLGASOWITA,79.9808143
"KIRIBATHGODA , Sri Lanka",Cargills,1652,Gampaha,6.9778284,FC KIRIBATHGODA 03,79.9271523
"MAHARA, Sri Lanka",Cargills,1654,Gampaha,6.9908661,FC MAHARA,79.9395566
"OBESEKARAPURA, Sri Lanka",Cargills,1657,Colombo,6.9189465,FC OBESEKARAPURA,79.8898816
"KIRIBATHGODA , Sri Lanka",Cargills,1665,Gampaha,6.9778284,FC KIRIBATHGODA 04,79.9271523
"HOKANDARA , Sri Lanka",Cargills,1679,Colombo,6.8743192,FC HOKANDARA 02,79.9696277
"PITAKOTTE , Sri Lanka",Cargills,1681,Colombo,6.8808992,FC PITAKOTTE 02,79.9052768
"DELKANDA , Sri Lanka",Cargills,1682,Colombo,6.8646859,FC DELKANDA 02,79.8949669
"ATTIDIYA , Sri Lanka",Cargills,1683,Colombo,6.8261828,FC ATTIDIYA 02,79.881483
"KOTTAWA , Sri Lanka",Cargills,1698,Colombo,6.8411652,FC KOTTAWA 03,79.9654324
"GODIGAMUWA, Sri Lanka",Cargills,1720,Kalutara,6.7206865,EX GODIGAMUWA,79.9868167
"PANNIPITIYA OLD ROAD, Sri Lanka",Cargills,1730,Colombo,6.846609,EX PANNIPITIYA OLD ROAD,79.9512139
"ICONIC RESIDENCE, Sri Lanka",Cargills,1747,Colombo,6.8909701,EX ICONIC RESIDENCE,79.9227651
"MAGAMMANA, Sri Lanka",Cargills,1750,Gampaha,7.0144382,EX MAGAMMANA,79.8954802
"KALUBOWILA, Sri Lanka",Cargills,1752,Colombo,6.8631414,EX KALUBOWILA,79.8786833
"DIYAGAMA NDT, Sri Lanka",Cargills,1765,Kalutara,6.6307411,EX DIYAGAMA NDT,80.0045811
"JAYA MAWATHA, Sri Lanka",Cargills,1771,Gampaha,7.0300386,EX JAYA MAWATHA,79.9877414
"KURUDUGAHAHETHEKMA, Sri Lanka",Cargills,1775,Galle,6.2706622,EX KURUDUGAHAHETHEKMA,80.144254
"MILLENNIUM CITY, Sri Lanka",Cargills,1794,Gampaha,7.121557,EX MILLENNIUM CITY,79.9101748
"NSBM, Sri Lanka",Cargills,1833,Colombo,6.8213291,EX NSBM,80.0415729
"MADURANKULIYA, Sri Lanka",Cargills,1837,Puttalam,7.9080663,EX MADURANKULIYA,79.82127
"MALAPALLA, Sri Lanka",Cargills,1846,Colombo,6.8468057,EX MALAPALLA,79.9822126
"DANGEDARA, Sri Lanka",Cargills,1849,Galle,6.0521364,EX DANGEDARA,80.2167942
"RATHMALDENIYA, Sri Lanka",Cargills,1890,Colombo,6.8395208,EX RATHMALDENIYA,79.9500477
"HOMAGAMA (KATUWANA ROAD), Sri Lanka",Cargills,1894,Colombo,6.8341477,EX HOMAGAMA (KATUWANA ROAD),80.0039686
"KOTIKAWATTA , Sri Lanka",Cargills,1903,Colombo,6.9345136,FC KOTIKAWATTA 02,79.9059766
"RAJAGIRIYA , Sri Lanka",Cargills,1907,Colombo,6.9094108,FC RAJAGIRIYA 03,79.8942538
"BORALESGAMUWA, Cargills Food City, Sri Lanka",Cargills,1074,Colombo,6.8404081,FC BORALESGAMUWA,79.9008379
"PANADURA, Cargills Food City, Sri Lanka",Cargills,1075,Kalutara,6.7196794,FC PANADURA,79.9077578
"HORANA, Cargills Food City, Sri Lanka",Cargills,1140,Kalutara,6.7229806,FC HORANA,80.0646682
"MINUWANGODA, Cargills Food City, Sri Lanka",Cargills,1147,Gampaha,7.1663889,FC MINUWANGODA,79.9467343
"KALUTARA, Cargills Food City, Sri Lanka",Cargills,1149,Kalutara,6.5853948,FC KALUTARA,79.96074
"KATUKURUNDA, Cargills Food City, Sri Lanka",Cargills,1166,Kalutara,6.549971,FC KATUKURUNDA,79.9836108
"RATMALANA, Cargills Food City, Sri Lanka",Cargills,1180,Colombo,6.8195453,FC RATMALANA,79.8800832
"PANADURA , Cargills Food City, Sri Lanka",Cargills,1182,Kalutara,6.7196794,FC PANADURA 2,79.9077578
"RAGAMA, Cargills Food City, Sri Lanka",Cargills,1184,Gampaha,7.0280037,FC RAGAMA,79.923
"PEPILIYANA, Cargills Food City, Sri Lanka",Cargills,1191,Colombo,6.8562846,FC PEPILIYANA,79.8890356
"KALUTARA NORTH, Cargills Food City, Sri Lanka",Cargills,1280,Kalutara,6.5853948,FC KALUTARA NORTH,79.96074
"KESBEWA, Cargills Food City, Sri Lanka",Cargills,1293,Colombo,6.7786701,FC KESBEWA,79.9472502
"PANADURA, Cargills Food City, Sri Lanka",Cargills,1312,Kalutara,6.7196794,EX PANADURA,79.9077578
"KIRINDIWELA, Cargills Food City, Sri Lanka",Cargills,1325,Gampaha,7.0403062,EX KIRINDIWELA,80.1317396
"MORATUMULLA, Cargills Food City, Sri Lanka",Cargills,1330,Colombo,6.7862384,EX MORATUMULLA,79.8926197
"MORATUWELLA, Cargills Food City, Sri Lanka",Cargills,1333,Colombo,6.7866384,EX MORATUWELLA,79.8928197
"BALAPITIYA, Cargills Food City, Sri Lanka",Cargills,1345,Galle,6.2783546,EX BALAPITIYA,80.0403047
"DIVULAPITIYA, Cargills Food City, Sri Lanka",Cargills,1356,Gampaha,7.2237702,EX DIVULAPITIYA,80.0182953
"NALLURUWA, Cargills Food City, Sri Lanka",Cargills,1367,Kalutara,6.6949013,EX NALLURUWA,79.9178709
"PIRIVENA JUNCTION, Cargills Food City, Sri Lanka",Cargills,1369,Colombo,6.8420691,EX PIRIVENA JUNCTION,79.9084475
"ALUBOMULLA, Cargills Food City, Sri Lanka",Cargills,1373,Kalutara,6.7113091,EX ALUBOMULLA,79.9458514
"KALUTARA CENTRAL, Cargills Food City, Sri Lanka",Cargills,1388,Kalutara,6.5853948,EX KALUTARA CENTRAL,79.96074
"PUWAKPITIYA, Cargills Food City, Sri Lanka",Cargills,1390,Matale,7.5686,EX PUWAKPITIYA,80.62758
"MARADAGAHAMULLA, Cargills Food City, Sri Lanka",Cargills,1398,Gampaha,7.2289814,EX MARADAGAHAMULLA,79.9906015
"WADDUWA, Cargills Food City, Sri Lanka",Cargills,1405,Kalutara,6.6362823,FC WADDUWA,79.9528451
"MORATUWA OLD RD, Cargills Food City, Sri Lanka",Cargills,1454,Colombo,6.7880706,FC MORATUWA OLD RD,79.8912813
"RATMALANA , Cargills Food City, Sri Lanka",Cargills,1456,Colombo,6.8195453,FC RATMALANA 2,79.8800832
"HANWELLA, Cargills Food City, Sri Lanka",Cargills,1463,Colombo,6.9078637,FC HANWELLA,80.0775493
"EKALA, Cargills Food City, Sri Lanka",Cargills,1468,Gampaha,7.1022913,FC EKALA,79.9094751
"HORANA , Cargills Food City, Sri Lanka",Cargills,1476,Kalutara,6.7229806,FC HORANA 2,80.0646682
"KESELWATTE, Cargills Food City, Sri Lanka",Cargills,1478,Kalutara,6.7493623,FC KESELWATTE,79.9031776
"SEEDUWA , Cargills Food City, Sri Lanka",Cargills,1553,Gampaha,7.1433258,FC SEEDUWA 2,79.8737728
"MORATUMULLA, Cargills Food City, Sri Lanka",Cargills,1565,Colombo,6.7869384,FC MORATUMULLA,79.8948197
"WADDUWA , Cargills Food City, Sri Lanka",Cargills,1566,Kalutara,6.6362823,FC WADDUWA 2,79.9528451
"BORUPANA, Cargills Food City, Sri Lanka",Cargills,1570,Colombo,6.8139074,FC BORUPANA,79.8947804
"PALLIMULLA, Cargills Food City, Sri Lanka",Cargills,1587,Kalutara,6.7414417,FC PALLIMULLA,79.9031776
"BANDARAGAMA , Cargills Food City, Sri Lanka",Cargills,1595,Kalutara,6.7126923,FC BANDARAGAMA 2,79.9865155
"MINUWANGODA , Cargills Food City, Sri Lanka",Cargills,1615,Gampaha,7.1663889,FC MINUWANGODA 02,79.9467343
"KATUKURUNDA , Cargills Food City, Sri Lanka",Cargills,1617,Kalutara,6.549971,FC KATUKURUNDA 02,79.9836108
"PEPILIYANA , Cargills Food City, Sri Lanka",Cargills,1656,Colombo,6.8562846,FC PEPILIYANA 02,79.8890356
"KIRIDIWELA, Cargills Food City, Sri Lanka",Cargills,1662,Gampaha,7.0411825,FC KIRIDIWELA,80.1289324
"AKUREGODA, Cargills Food City, Sri Lanka",Cargills,1685,Colombo,6.8937244,FC AKUREGODA,79.9486489
"DELPE JUNCTION, Cargills Food City, Sri Lanka",Cargills,1716,Gampaha,7.0208119,EX DELPE JUNCTION,79.9325396
"DALUPOTHA, Cargills Food City, Sri Lanka",Cargills,1719,Gampaha,7.2299603,EX DALUPOTHA,79.8548823
"WARAGODA, Cargills Food City, Sri Lanka",Cargills,1732,Gampaha,6.9610588,EX WARAGODA,79.9087754
"RATMALANA STATION ROAD, Cargills Food City, Sri Lanka",Cargills,1733,Colombo,6.8195453,EX RATMALANA STATION ROAD,79.8800832
"HUNUPITIYA, Cargills Food City, Sri Lanka",Cargills,1734,Gampaha,6.9863638,EX HUNUPITIYA,79.9074482
"KELANIYA, Cargills Food City, Sri Lanka",Cargills,1737,Gampaha,6.9517846,EX KELANIYA,79.9132991
"ELAPITIWALA, Cargills Food City, Sri Lanka",Cargills,1742,Gampaha,7.0187475,EX ELAPITIWALA,79.9108744
"KOTUGODA, Cargills Food City, Sri Lanka",Cargills,1748,Gampaha,7.123191,EX KOTUGODA,79.9241673
"PADUKKA, Cargills Food City, Sri Lanka",Cargills,1753,Colombo,6.8434889,EX PADUKKA,80.0908396
"NAIWALA, Cargills Food City, Sri Lanka",Cargills,1754,Gampaha,7.1586135,EX NAIWALA,80.028624
"INGIRIYA, Cargills Food City, Sri Lanka",Cargills,1758,Kalutara,6.7403769,EX INGIRIYA,80.1624543
"KOSGAMA, Cargills Food City, Sri Lanka",Cargills,1764,Colombo,6.9397165,EX KOSGAMA,80.1369268
"MORAGAHAHENA, Cargills Food City, Sri Lanka",Cargills,1769,Kalutara,6.784184,EX MORAGAHAHENA,80.0541909
"GIRIDARA, Cargills Food City, Sri Lanka",Cargills,1789,Gampaha,6.9523994,EX GIRIDARA,80.0939978
"UGGALBODA, Cargills Food City, Sri Lanka",Cargills,1798,Gampaha,7.1324802,EX UGGALBODA,79.9542438
"MEEPE, Cargills Food City, Sri Lanka",Cargills,1805,Colombo,6.8557161,FC MEEPE,80.0926014
"KASAGAHAWATTA, Cargills Food City, Sri Lanka",Cargills,1811,Gampaha,7.1210003,EX KASAGAHAWATTA,79.9150724
"KOSGODA, Cargills Food City, Sri Lanka",Cargills,1814,Galle,6.3354424,EX KOSGODA,80.0339312
"BELLAPITIYA, Cargills Food City, Sri Lanka",Cargills,1815,Kalutara,6.6941127,EX BELLAPITIYA,80.0730491
"PAYAGALA, Cargills Food City, Sri Lanka",Cargills,1835,Kalutara,6.5186103,EX PAYAGALA,79.9947956
"RATHMALANA (IOC), Cargills Food City, Sri Lanka",Cargills,1870,Colombo,6.8195453,EX RATHMALANA (IOC),79.8800832
"EGALOYA, Cargills Food City, Sri Lanka",Cargills,1895,Kalutara,6.679771,EX EGALOYA,80.1628703
"DUNAGAHA, Cargills Food City, Sri Lanka",Cargills,1898,Gampaha,7.2220533,EX DUNAGAHA,79.9780178
"RAGAMA , Cargills Food City, Sri Lanka",Cargills,1904,Gampaha,7.0280037,FC RAGAMA 2,79.923
"RAWATHAWATTA, Cargills Food City, Sri Lanka",Cargills,1906,Colombo,6.7918869,FC RAWATHAWATTA,79.8842826
"ATTIDIYA, Cargills Food City, Sri Lanka",Cargills,1160,Colombo,6.8391599,FC ATTIDIYA,79.8835028
"BANDARAWELA , Cargills Food City, Sri Lanka",Cargills,1585,Badulla,6.8298077,FC BANDARAWELA 2,80.9941178
"HAVELOCK CITY, Cargills Food City, Sri Lanka",Cargills,1658,Colombo,6.8827383,FH HAVELOCK CITY,79.8683695
"WALPOLA, Cargills Food City, Sri Lanka",Cargills,1673,Colombo,6.919566,FC WALPOLA,79.9269549
"LEWELLA, Cargills Food City, Sri Lanka",Cargills,1684,Kandy,7.2989123,FC LEWELLA,80.6506767
"ANGUNAKOLAPELASSA, Cargills Food City, Sri Lanka",Cargills,1686,Hambantota,6.1655689,EX ANGUNAKOLAPELASSA,80.9031172
"ANGUNAWALA, Cargills Food City, Sri Lanka",Cargills,1687,Kandy,7.2391815,FC ANGUNAWALA,80.5924449
"NUGAWELA, Cargills Food City, Sri Lanka",Cargills,1688,Kandy,7.3273716,FC NUGAWELA,80.5950278
"CHILLAW , Cargills Food City, Sri Lanka",Cargills,1689,Puttalam,7.5619894,FC CHILLAW 03,79.8016569
"VEYANGODA, Cargills Food City, Sri Lanka",Cargills,1690,Gampaha,7.1553708,FC VEYANGODA,80.0576014
"MOUNT LAVINIA , Cargills Food City, Sri Lanka",Cargills,1691,Colombo,6.8301185,FC MOUNT LAVINIA 02,79.8800832
"TORRINGTON SQUARE, Cargills Food City, Sri Lanka",Cargills,1692,Colombo,6.9035383,FC TORRINGTON SQUARE,79.8681098
"KATUBEDDA (SQUARE), Cargills Food City, Sri Lanka",Cargills,1693,Colombo,6.8014572,FC KATUBEDDA (SQUARE),79.8996789
"HAKMANA, Cargills Food City, Sri Lanka",Cargills,1696,Matara,6.0827767,FC HAKMANA,80.6469843
"POLPITHIGAMA, Cargills Food City, Sri Lanka",Cargills,1860,Kurunegala,7.8152387,EX POLPITHIGAMA,80.4043131
"PUTTALAM, Cargills Food City, Sri Lanka",Cargills,1868,Puttalam,8.0407913,EX PUTTALAM,79.839386
"KANDALAMA (MIRIGAMA), Cargills Food City, Sri Lanka",Cargills,1873,Gampaha,7.2427345,EX KANDALAMA (MIRIGAMA),80.1269539
"HINGURAKGODA, Cargills Food City, Sri Lanka",Cargills,1880,Polonnaruwa,8.0426714,EX HINGURAKGODA,80.955026
"ATIGALA, Cargills Food City, Sri Lanka",Cargills,1881,Colombo,6.894662,EX ATIGALA,80.0562864
"KUMBALGAMA, Cargills Food City, Sri Lanka",Cargills,1883,Ratnapura,6.6898822,EX KUMBALGAMA,80.8045568
"KONDAVIL, Cargills Food City, Sri Lanka",Cargills,1884,Jaffna,9.70218,EX KONDAVIL,80.0354029
"CAPITAL HEIGHTS, Cargills Food City, Sri Lanka",Cargills,1886,Colombo,6.9095794,EX CAPITAL HEIGHTS,79.9005022
"WORLD TRADE CENTRE, Cargills Food City, Sri Lanka",Cargills,1889,Colombo,6.9326744,EX WORLD TRADE CENTRE,79.8413641
NEGOMBO,Cargills,1068,Gampaha,7.2055208,FC NEGOMBO,79.8512562
JAELA,Cargills,1087,Gampaha,7.0667984,FC JAELA,79.9040932
CHILAW,Cargills,1102,Puttalam,7.5777155,FC CHILAW,79.7943865
KADAWATHA,Cargills,1112,Gampaha,7.0046324,FC KADAWATHA,79.954155
WENNAPPUWA,Cargills,1131,Puttalam,7.3411912,FC WENNAPPUWA,79.8420013
PELIYAGODA,Cargills,1136,Gampaha,6.9574476,FC PELIYAGODA,79.8895487
KANDANA,Cargills,1142,Gampaha,7.0477897,FC KANDANA,79.8970348
SEEDUWA,Cargills,1144,Gampaha,7.1247085,FC SEEDUWA,79.8750028
NITTAMBUWA,Cargills,1192,Gampaha,7.1423639,FC NITTAMBUWA,80.1037721
BIA KATUNAYAKE,Cargills,1194,Gampaha,7.1801543,FC BIA KATUNAYAKE,79.8842495
KADAWATHA 2,Cargills,1196,Gampaha,7.0046324,FC KADAWATHA 2,79.954155
MIRIGAMA,Cargills,1198,Gampaha,7.2474611,FC MIRIGAMA,80.1295079
DELGODA,Cargills,1282,Gampaha,6.987854,FC DELGODA,80.0157633
WELIWERIYA,Cargills,1283,Gampaha,7.0335922,FC WELIWERIYA,80.027151
NEGOMBO 2,Cargills,1296,Gampaha,7.2055208,FC NEGOMBO 2,79.8512562
KATUNAYAKE SLAF,Cargills,1317,Gampaha,7.1828704,EX KATUNAYAKE SLAF,79.8689623
PASYALA,Cargills,1334,Gampaha,7.1667103,EX PASYALA,80.1233175
KANDANA,Cargills,1337,Gampaha,7.0477897,EX KANDANA,79.8970348
SEEDUWA PALLIYAWATTA,Cargills,1351,Gampaha,7.1246978,EX SEEDUWA PALLIYAWATTA,79.8750441
BOPITIYA,Cargills,1358,Gampaha,7.0629241,EX BOPITIYA,79.8688837
KATUNERIYA,Cargills,1365,Puttalam,7.3706207,EX KATUNERIYA,79.8352767
AMBEPUSSA,Cargills,1374,Kegalle,7.2417763,EX AMBEPUSSA,80.2112164
VEYANGODA,Cargills,1376,Gampaha,7.1540552,EX VEYANGODA,80.0593752
DANDUGAMA,Cargills,1384,Gampaha,7.1017406,EX DANDUGAMA,79.8842826
GREEN ROAD,Cargills,1389,Unknown,7.873054,EX GREEN ROAD,80.771797
NATTANDIYA,Cargills,1391,Puttalam,7.411783,EX NATTANDIYA,79.8653693
WATHUPITIWALA,Cargills,1397,Gampaha,7.1255547,EX WATHUPITIWALA,80.1108524
WELISARA,Cargills,1403,Gampaha,7.0277559,FC WELISARA,79.8982793
YAKKALA,Cargills,1414,Gampaha,7.0859333,FC YAKKALA,80.0334181
MAKOLA,Cargills,1415,Gampaha,6.9723932,FC MAKOLA,79.9475487
JAELA 2,Cargills,1417,Gampaha,7.0667984,FC JAELA 2,79.9040932
THIHARIYA,Cargills,1421,Gampaha,7.1195847,FC THIHARIYA,80.0639697
BANDARAWATTE,Cargills,1423,Gampaha,7.1005259,FC BANDARAWATTE,80.0115701
DANKOTUWA,Cargills,1426,Puttalam,7.2974635,FC DANKOTUWA,79.8821881
ELAKANDA,Cargills,1427,Gampaha,6.9961377,FC ELAKANDA,79.8765835
MARAWILA,Cargills,1442,Puttalam,7.413063,FC MARAWILA,79.8309074
PETHIYAGODA,Cargills,1472,Gampaha,7.1380617,FC PETHIYAGODA,79.9951044
GANEMULLA,Cargills,1474,Gampaha,7.0623959,FC GANEMULLA,79.9668308
CHILLAW 2,Cargills,1480,Puttalam,7.5777155,FC CHILLAW 2,79.7943865
GAMPAHA 2,Cargills,1486,Gampaha,7.0074315,FC GAMPAHA 2,80.026241
KIRIBATHGODA 02,Cargills,1495,Gampaha,6.9778284,FC KIRIBATHGODA 02,79.9271523
ENDERAMULLA,Cargills,1499,Gampaha,6.9977837,FC ENDERAMULLA,79.9189814
RADDOLUGAMA,Cargills,1552,Gampaha,7.1406334,FC RADDOLUGAMA,79.9013603
KURANA,Cargills,1572,Gampaha,7.1928611,FC KURANA,79.8604831
KADAWATHA 3,Cargills,1577,Gampaha,7.0046324,FC KADAWATHA 3,79.954155
NITTAMBUWA 2,Cargills,1581,Gampaha,7.1423639,FC NITTAMBUWA 2,80.1037721
GAMPAHA 3,Cargills,1586,Gampaha,7.0915358,FC GAMPAHA 3,79.9947762
WELIPILLAWA,Cargills,1593,Gampaha,7.0393941,FC WELIPILLAWA,79.9564844
WELISARA 2,Cargills,1599,Gampaha,7.0277559,FC WELISARA 2,79.8982793
AWARIWATTA,Cargills,1609,Gampaha,6.9852818,FC AWARIWATTA,79.8954802
WENNAPPUWA 02,Cargills,1610,Puttalam,7.3411912,FC WENNAPPUWA 02,79.8420013
GANEMULLA 02,Cargills,1611,Gampaha,7.0623959,FC GANEMULLA 02,79.9668308
WATTALA 02,Cargills,1613,Gampaha,6.9906677,FC WATTALA 02,79.8931709
KOCHCHIKADE NEW,Cargills,1653,Gampaha,7.2657063,FC KOCHCHIKADE NEW,79.8591235
YAKKALA 02,Cargills,1674,Gampaha,7.0859333,FC YAKKALA 02,80.0334181
NEGOMBO 04,Cargills,1677,Gampaha,7.2055208,FC NEGOMBO 04,79.8512562
LEWIS PLACE NEGOMBO,Cargills,1721,Gampaha,7.2280455,EX LEWIS PLACE NEGOMBO,79.840822
ANDIAMBALAMA,Cargills,1722,Gampaha,7.1885687,EX ANDIAMBALAMA,79.9040236
NEGOMBO Y JUNCTION,Cargills,1729,Gampaha,7.2219402,EX NEGOMBO Y JUNCTION,79.8636089
RANMUTHUGALA,Cargills,1731,Gampaha,7.0008775,EX RANMUTHUGALA,79.9775535
KIRILLAWALA,Cargills,1757,Gampaha,7.0384404,EX KIRILLAWALA,79.990718
MAHAWEWA,Cargills,1786,Puttalam,7.4572723,EX MAHAWEWA,79.8253815
MALWATHUHIRIPITIYA,Cargills,1792,Gampaha,7.0525839,EX MALWATHUHIRIPITIYA,80.066065
YAKKALA,Cargills,1839,Gampaha,7.0859333,EX YAKKALA,80.0334181
BOLAWATTA,Cargills,1848,Puttalam,7.292485,EX BOLAWATTA,79.8572356
MIRISWATTA,Cargills,1855,Gampaha,7.0727394,EX MIRISWATTA,80.0157633
KIMBULAPITIYA,Cargills,1856,Gampaha,7.2042407,EX KIMBULAPITIYA,79.8940806
WILIMBULA,Cargills,1857,Unknown,7.873054,EX WILIMBULA,80.771797
KATANA,Cargills,1861,Gampaha,7.2480284,EX KATANA,79.8993665
NEGOMBO 03,Cargills,1905,Gampaha,7.2055208,FC NEGOMBO 03,79.8512562
Baseline,Laugf,Baseline,Western Province,6.9350919,Baseline,79.8783278
Biyagama,Laugf,Biyagama,Gampaha,6.9462153,Biyagama,79.9892034
Boralesgamuwa,Laugf,Boralesgamuwa,Colombo,6.8409891,Boralesgamuwa,79.9017187
Chilaw,Laugf,Chilaw,Puttalam,7.5777155,Chilaw,79.7943865
Delgoda,Laugf,Delgoda,Gampaha,6.987854,Delgoda,80.0157633
Ederamulla,Laugf,Ederamulla,Gampaha,6.9977837,Ederamulla,79.9189814
Hanwella,Laugf,Hanwella,Colombo,6.8978344,Hanwella,80.0814292
Havelock Town,Laugf,Havelock Town,Colombo,6.8866519,Havelock Town,79.8646835
Hokandara,Laugf,Hokandara,Colombo,6.8743192,Hokandara,79.9696277
Jubilee Post,Laugf,Jubilee Post,Colombo,6.8751268,Jubilee Post,79.9014338
Kaduwela,Laugf,Kaduwela,Colombo,6.929061,Kaduwela,79.9827754
Kandana,Laugf,Kandana,Gampaha,7.0477897,Kandana,79.8970348
Katubedda,Laugf,Katubedda,Colombo,6.8014572,Katubedda,79.8996789
Katunayaka,Laugf,Katunayaka,Gampaha,7.1724849,Katunayaka,79.8853484
Kelaniya,Laugf,Kelaniya,Gampaha,6.9517846,Kelaniya,79.9132991
Kesbawa,Laugf,Kesbawa,Colombo,6.7786701,Kesbawa,79.9472502
Kiribathgoda,Laugf,Kiribathgoda,Gampaha,6.9778284,Kiribathgoda,79.9271523
Kohuwala,Laugf,Kohuwala,Colombo,6.8624842,Kohuwala,79.8854983
Kolonnawa,Laugf,Kolonnawa,Colombo,6.9284315,Kolonnawa,79.8951734
Koswatta,Laugf,Koswatta,Colombo,6.908863,Koswatta,79.9313567
Kottawa,Laugf,Kottawa,Colombo,6.8411652,Kottawa,79.9654324
Kurunegala,Laugf,Kurunegala,Kurunegala,7.4817695,Kurunegala,80.3608876
Maharagama,Laugf,Maharagama,Colombo,6.8510951,Maharagama,79.9212011
