ADDRESS,BRAND,CODE,DISTRICT,LATITUDE,LOCATION,LONGITUDE
"No. 51, Gampola Road,  Nawalapitiya.",Cargills,1289,Kandy,7.2622176,FC NAWALAPITIYA,80.5929912
"Reegal Cinama ,  Nidahas Mawatha , Ampara.",Cargills,1294,Ampara,7.3017563,FC AMPARA,81.6747295
"No. 15, Dickmans Road , Bambalapitiya.",Cargills,1291,Colombo,6.8867474,FC DICKMANS ROAD,79.8588715
"No. 130/C,  Layards Broadway,  Granpass,  Colombo  14.",Cargills,1292,Colombo,6.9443444,FC GRANDPASS,79.8670732
"No. 105, Wellawaya Road,  Monaragala",Cargills,1297,Moneragala,6.8716513,FC MONERAGALA,81.3512451
"Ranajayapura, Ipalogama.",Cargills,1298,Anuradhapura,8.0719177,FC IPALOGAMA,80.546471
"No.115, Rathnapura road, Pelmadulla.",Cargills,1412,Ratnapura,6.8791262,FC PALMADULLA,80.2429977
"No 60, Jawatta Road, Thimbirigasyaya.",Cargills,1419,Colombo,6.8949964,FC JAWATTA,79.8667069
"No. 450 E, R A De Mel Mawatha, Colombo 03",Cargills,1411,Colombo,6.9024028,FC DUPLICATION,79.8545389
"No. 120 Jaffna Road, Manipay.",Cargills,1422,Jaffna,9.7232349,FC MANIPPAY,79.9973669
"No.115, Lake Drive, Rajagiriya",Cargills,1320,Colombo,6.9065768,EX ROYALPARK,79.8871277
"No. 54, Kannathiddy Road, Jaffna",Cargills,1432,Jaffna,9.6711487,FC KANNATHTHIDI,80.0115901
"No.143/B 1, Kalmunai road, Akkaraipattru.",Cargills,1425,Ampara,7.2268544,FC AKKARAIPATHTHU,81.8505496
No. 1034/1 Kalmunai 14,Cargills,1424,Ampara,7.4143831,FC KALMUNEI,81.8306334
"No. 25,   Norris Canal Road , Colombo 10",Cargills,1433,Colombo,6.9223969,FC NORRIS CANAL,79.8659984
"No. 153, Elvitigala Mawatha, Colombo 08",Cargills,1323,Colombo,6.9038765,EX TRILLIUM RESIDENCE,79.8781829
"No. 107, Kurunegala Road, Wariyapola.",Cargills,1428,Kurunegala,7.6239144,FC WARIYAPOLA,80.2433145
"No 96, Main Road, Kuruwita,",Cargills,1321,Ratnapura,6.7739916,EX KURUWITA,80.3676071
"No.114, Main Street, Ruwanwella.",Cargills,1322,Kegalle,7.0458735,EX RUWANWELLA,80.2537063
"Methsiripaya, New Town, Rajawella, Digana.",Cargills,1319,Kandy,7.2963549,EX DIGANA,80.7301035
"No. 896, Batticaloa Road, Kaduruwela",Cargills,1434,Polonnaruwa,7.9353523,FC KADURUWELLA,81.0180545
"No. 7-10 Anthoneypillai Building, Karadibokku, Kilinochchi.",Cargills,1431,Kilinochchi,9.4061536,FC KILINOCHCHI,80.4082787
"No. 428, Moratuwa Rd, Suwarapola, Piliyandala.",Cargills,1327,Colombo,6.7972669,EX SUWARAPOLA,79.9099368
"No. 146, Ruwanwella Road, Kotiyakumbura.",Cargills,1326,Kegalle,7.1243401,EX KOTIYAKUBURA,80.2871828
"No. 11 Boralanda Road, Welimada",Cargills,1435,Badulla,6.903517,FC WELIMADA,80.91281
"No.03, Gnanasooriyam Square, Trinco Road, Batticaloa.",Cargills,1429,Batticaloa,7.7298995,FC BATTICALOA 02,81.6742784
"No. 118, Pahurumulla, Galle Road, Bentota",Cargills,1331,Galle,6.4255312,EX BENTOTA,79.997709
"No. 210, Kalawewa Junction, Galewala",Cargills,1430,Matale,7.7565045,FC GALEWELA,80.5771737
"No. 97B, Kurunagala Road, Puttalam.",Cargills,1443,Kurunegala,7.3595985,FC PUTTALUM,80.3066891
"Kaleej Front Building”, Main Street, Pothuvil.",Cargills,1439,Ampara,6.8752706,FC POTHUVIL,81.8306334
"No. 48, Ward Place, Colombo-07",Cargills,1446,Colombo,6.9160121,FC WARD PLACE,79.8701693
"No. 42,44, Main street, Eravur",Cargills,1448,Batticaloa,7.7768972,FC ERAVUR,81.6042028
"Cargills Food City Express, Dambulla Road , Melsiripura",Cargills,1341,Kurunegala,7.6449706,EX MELSIRIPURA,80.5077237
"No.163, Jaffna Road, Nelliyady.",Cargills,1342,Jaffna,9.7980091,EX NELLIYADI,80.1779516
"No. 32/2, Ampara Road,Viliniyady Junction,Sammanthurai.",Cargills,1453,Ampara,7.3633212,FC SAMANTHURAI,81.7977421
"No. 52, Tangalle Road, Beliatta",Cargills,1343,Hambantota,6.036083,EX BELIATTA,80.744546
"No. 142, Hambantota Road, Thissamaharama",Cargills,1457,Hambantota,6.2791538,FC THISSAMAHARAMA,81.2876691
"Liyanage Building, Weeraketiya Road, Middeniya.",Cargills,1339,Hambantota,6.2456851,EX MIDDENIYA,80.7655493
"No. 37, Anuradhapura Road, Galgamuwa",Cargills,1335,Kurunegala,7.9864944,EX GALGAMUWA,80.2878794
"No.52/10/A Main Street, Malwana",Cargills,1338,Gampaha,6.9478313,EX MALWANA,80.0152972
"No. 91, K. K. S. Road, Chunnakam.",Cargills,1455,Jaffna,9.7434617,FC CHUNNAKAM,80.0274205
"No. 1/15, Rose Street,Matale.",Cargills,1350,Matale,7.4709328,EX MATALE ROSE ST,80.623242
"No. 151, Giriulla Road,Alawwa.",Cargills,1324,Gampaha,7.2467402,EX ALAWWA,80.1290871
"Cargills Food City Express A ,Canowin Arcade ,Welipenna Rest area.",Cargills,1352,Kalutara,6.4683752,EX SOUTHERN HIGHWAY A,80.0795258
"Cargills Food City Express B,Canowin Arcade,Welipenna Rest area.",Cargills,1353,Kalutara,6.4683752,EX SOUTHERN HIGHWAY B,80.0795258
"No. 396, Digana Road, Pallekele",Cargills,1464,Kandy,7.295006,FC PALLEKELE,80.7344557
"No 129, Jayantha Building, Tangalle Road, Ambalantota.",Cargills,1155,Hambantota,6.1225999,FC AMBALANTHOTA,81.0237594
"No. 10/8, Wakwella Road, Galle",Cargills,1444,Galle,6.035213,FC GALLE 02,80.2171656
"No.343, MAHAHENDHANDA, KARANDENIYA",Cargills,1349,Galle,6.2703717,EX KARANDENIYA,80.0913687
"No. 452, Katugastota road, kandy",Cargills,1460,Kandy,7.3212616,FC KATUGASTOTA2,80.6275089
"No.180, Colombo road, Eiryagama.",Cargills,1355,Colombo,6.9462153,EX ERIYAGAMA,79.9892034
"No. 37, New Road, Ambalangoda.",Cargills,1466,Galle,6.2441521,FC AMBALANGODA2,80.0590804
"No. 153, Deans Road,Colombo 10",Cargills,1364,Colombo,6.922196,EX DEANS ROAD,79.8645896
"No. 36, Monaragala Road,Buttala.",Cargills,1375,Moneragala,6.7589233,EX BUTTALA,81.2491298
"No.83 Matara Road,Akuressa",Cargills,1459,Matara,6.0968214,FC AKURESSA,80.4770544
"No.496, Gatambe, Peradeniya.",Cargills,1467,Kandy,7.2707766,FC GATAMBE,80.6048083
"No.120/1 ,Nawalapitiya Road,Ginigathhena",Cargills,1379,Kandy,7.0558093,EX GINIGATHHENA,80.5345494
"No. 63 Kandy Road,Ampitiya.",Cargills,1357,Kandy,7.2690783,EX AMPITIYA,80.6648328
"No. 454,Old Galle Road,Weligama.",Cargills,1469,Matara,5.9773782,FC WELIGAMA,80.4288487
"No. 162 Galle Road,Hikkaduwa",Cargills,1370,Galle,6.115667,EX HIKKADUWA,80.1200582
"No. 58, Dehiowita Road,Deraniyagala",Cargills,1372,Kegalle,6.9349198,EX DERANIYAGALA,80.3380213
"Dassana Building,Galle Road,Habaraduwa.",Cargills,1366,Galle,5.9936463,EX HABARADUWA,80.2688039
"No. 72,Trincomalee  Road,Habarana.",Cargills,1381,Anuradhapura,8.0322147,EX HABARANA,80.7519272
"No. 31, Matale Road, Wattegama",Cargills,1371,Kandy,7.3693372,EX WATTEGAMA,80.6173431
"No.420, Hospital Road,Jaffna.",Cargills,1148,Jaffna,9.6652238,FC JAFFNA,80.0137285
"No. 260, N.M Perera Mawatha, Cota Road, Colombo 08",Cargills,1471,Colombo,6.9113889,FC COTA ROAD,79.8866667
"No. 5, Dambulla Road, Ibbagamuwa.",Cargills,1377,Kurunegala,7.5451185,EX IBBAGAMUWA,80.445106
"No. 32 Hambanthota Road,Wellawaya.",Cargills,1470,Moneragala,6.731289,FC WELLAWAYA,81.1019688
"Main Street, Godakawela.",Cargills,1368,Ratnapura,6.5041545,EX GODAKAWELA,80.6528607
"No. 102, Jaffna Road,Medawachchiya.",Cargills,1383,Anuradhapura,8.5410253,EX MADAWACHCHIYA,80.4880392
"No,35/D, Peradeniya Road,Gelioya.",Cargills,1360,Kandy,7.2816136,EX GELIOYA,80.6209311
"No 57, Mawanella Road,Rambukkana.",Cargills,1386,Kegalle,7.3300102,EX RAMBUKKANA,80.4111999
No. 04 Pallegama Road Deniyaya.,Cargills,1385,Matara,6.3159694,EX DENIYAYA,80.5171662
"No. 93, Kalutara Road,Mathugama",Cargills,1475,Kalutara,6.5241762,FC MATHUGAMA,80.0862699
"No. 1/389, Matara Road,Katugoda, Galle",Cargills,1387,Galle,6.0330145,EX KATUGODA,80.2390163
"No 46, Station Road,Dehiwala.",Cargills,1484,Colombo,6.8509933,FC MARINE CITY,79.8625996
"No. 666,Trincomalee street,Matale",Cargills,1481,Matale,7.467465,FC MATALE2,80.6234161
"No. 200/C Hospital Junction, Galagedara.",Cargills,1394,Kandy,7.3727606,EX GALAGEDARA,80.5244948
"No 197, P.W.D.Road , Mullathiv",Cargills,1393,Mullaitivu,9.17220,EX MULLAITTIVE,80.67992
"No 6/1/C, Owissa Road, Poojapitiya.",Cargills,1717,Kandy,7.3813156,EX POOJAPITIYA,80.5867633
"No 106, Puttalama Road, Anamaduwa.",Cargills,1726,Puttalam,7.8768056,EX ANAMADUWA,80.0117638
"No. 396/5, Galle Road, Maggona",Cargills,1727,Kalutara,6.5094589,EX MAGGONA,79.9819466
"No. 608-1/35, Dr. Danister de Silva Mawatha, Dematagoda.",Cargills,1728,Colombo,6.9379638,EX ASCON RESIDENCE,79.878569
"No. 10, Sawijaya Building, Dellawa Road, Galle.",Cargills,1724,Galle,6.0328948,EX NELUWA,80.2167912
"No. 161, Negombo Road,Narammala.",Cargills,1490,Kurunegala,7.427258,FC NARAMMALA,80.2140717
"No.55/A,Galle Road, Piyadigama, Ahangama.",Cargills,1718,Matara,5.97329,EX AHANGAMA,80.4103
"FOOD CITY  EXPRESS –MALKADUWAWA, Malkaduwawa,Kurunegala",Cargills,1735,Kurunegala,7.4778098,EX MALKADUWAWA,80.3383375
"No 16 B,Makuluduwa,Piliyandala.",Cargills,1739,Colombo,6.8138371,EX MAKULUDUWA,79.9359634
"No 53/1/1/2, Sella Road, Kataragama.",Cargills,1736,Moneragala,6.4135463,EX KATARAGAMA,81.3325679
"No Road 01 ,Pallimulei Mannar",Cargills,1741,Mannar,8.9809743,EX MANNAR,79.9044149
"Cargills Food City, Saindhamaruthu, Kalmunai",Cargills,1738,Ampara,7.4137924,EX KALMUNAI,81.8272433
"No 15, Malawa Village,Central Road, Kekirawa",Cargills,1743,Anuradhapura,8.042103,EX KEKIRAWA,80.593833
"No. 39,Perera MW,Buthgamuwa Rd,Rajagiriya",Cargills,1745,Colombo,6.9235507,EX RAHULA JUNCTION,79.9136433
"No.227, Saddharma Mawatha, Maligawatte, Colombo 10",Cargills,1746,Colombo,6.9347092,EX MALIGAWATTE2,79.8674354
"No. 418/A, Kurunegala Road,Aladeniya,Werallagama – Kandy.",Cargills,1749,Kandy,7.3316371,EX ALADENIYA,80.5699329
"No. 28,37 ,Araliya Mawatha ,Kotuwegoda ,Matara.",Cargills,1550,Matara,5.9430934,FC MATARA 02,80.5543934
"No.46 Maithreepala Senanayeke Mawathe,Anuradapura",Cargills,1559,Anuradhapura,8.3113518,FC ANURADHAPURA 02,80.4036508
"Cargills food city No.200/Colombo road,Kurunegala - 03",Cargills,1498,Kurunegala,7.4817695,FC KURUNEGALA 03,80.3608876
"No.166, Kurunegala Rd, Dambulla",Cargills,1571,Matale,7.8681306,FC DAMBULLA 02,80.6455959
"No: 75/10, Hitinawatta Rd, Nidahas Mw, Kegalle",Cargills,1567,Kegalle,7.2511422,FC KEGALLE 02,80.341834
"NO.113,TILE FACTORY RD,MAHIYANGANAYA",Cargills,1584,Badulla,7.3410759,FC MAHIYANGANAYA,80.9935897
"No.111, Inner Circular Road ,Rathnapura",Cargills,1576,Ratnapura,6.6824903,FC RATHNAPURA 02,80.4052517
"Cargill Food City - Express, HILL SIDE, BINDUNUWEWA",Cargills,1756,Badulla,6.8431887,EX BINDUNUWEWA,81.002301
"Mahawaththa,  Galle Road, Mirissa.",Cargills,1579,Matara,5.948262,FC MIRISSA,80.4715866
"No. 499/A, Thalduwa, Avissawella",Cargills,1760,Kegalle,6.9590765,EX THALDUUWA,80.2235468
"No:107 or 107/3, Galle Rd, Kaluwamodara, Aluthgama",Cargills,1589,Kalutara,6.4402017,FC ALUTHGAMA 02,79.9942713
"No. 231 ,Urapola, Pilimathalawa.",Cargills,1592,Kandy,7.2640563,FC PILIMATHALAWA 02,80.5389834
"205 1/1 ,Maradana Road ,Colombo 10.",Cargills,1759,Colombo,6.930624,EX MARADANA 02,79.8624312
"No. 5 , L.S.Mawatha ,Uragasmanhandiya.",Cargills,1763,Galle,6.349044,EX URAGASMANHANDIYA,80.0978637
"No. 847 ,Avissawella Road, Nawagamuwa.",Cargills,1762,Colombo,6.8413315,EX NAWAGAMUWA,80.005132
"No:35,DM Dissanayake Kumarathunga Mawatha, Rambukkana",Cargills,1597,Kegalle,7.3135237,FC RAMBUKKANA,80.3881333
"No. 22 A , Pituwala Road, Elpitiya",Cargills,1768,Galle,6.2887341,EX ELPITIYA,80.1631349
"No 137, Sir James Pieris Mawatha, Colombo 02",Cargills,1902,Colombo,6.9173305,FC COLOMBO CITY CENTER,79.8554352
"South Tower , Fairway Residencies , Pinnaduwa ,Galle.",Cargills,1766,Galle,6.0655969,EX PINNADUWA FAIRWAY,80.268081
"No.496 Colombo Rd, Weralupa, Rathnapura",Cargills,1546,Ratnapura,6.6898851,FC RATNAPURA 03,80.3909164
"No.1594, Food City Jaya Road, Colombo 04",Cargills,1594,Colombo,6.88653,FC JAYA ROAD,79.8549241
"R.R.B.BANK BULDING, PALAPATHWALA",Cargills,1770,Matale,7.5300546,EX PALAPATHWELA,80.6260748
"No.452, New Kandy Rd, Biyagama",Cargills,1548,Gampaha,6.9390215,FC BIYAGAMA,79.9871152
"No.167 Bandaranayeka Rd,Colombo 12",Cargills,1545,Colombo,6.9381743,FC GLORIOUS RESIDENCE,79.8604831
"No.522,Elvitigala Mawatha, Narahenpita",Cargills,1761,Colombo,6.9038765,EX NARAHENPITA,79.8781829
"No. 24 ,Galaha Road ,Peradeniya.",Cargills,1600,Kandy,7.2583458,EX GALAHA ROAD,80.599485
"No.134 Matara Rd, Unawatuna",Cargills,1773,Galle,6.0198256,EX UNAWATUNA,80.2477127
"No. 271/1 ,Galle Road ,Colpetty",Cargills,1608,Colombo,6.9097726,FC KOLLUPITIYA 02,79.8501472
"No.21, Hill Street, Dehiwala.",Cargills,1774,Colombo,6.8501667,EX DEHIWALA,79.8725682
"No.13, f1, Hospital Junction, Polonnaruwa",Cargills,1616,Polonnaruwa,7.9426827,FC POLONNARUWA,81.0116445
"No. 67, Pradeepa Rd, Maligawatta , Colombo 10",Cargills,1776,Colombo,6.9386902,EX MALIGAWATTE 03,79.8747583
"No. 52/A Thotagoda, Akmeemana",Cargills,1772,Galle,6.0836306,EX LABUDUWA,80.2962385
"No.54, Dimbulkumbura Rd, Rikillagaskada",Cargills,1777,Nuwara Eliya,7.1451675,EX RIKILLAGASKADA,80.7852471
"DEMATAGODA , Sri Lanka",Cargills,1497,Colombo,6.9352993,FC DEMATAGODA 02,79.8807831
"BOMIRIYA, Sri Lanka",Cargills,1549,Colombo,6.9344434,FC BOMIRIYA,79.9961936
"BLOEMENDHAL, Sri Lanka",Cargills,1555,Colombo,6.9529494,FC BLOEMENDHAL,79.8702837
"GAMPOLA , Sri Lanka",Cargills,1607,Kandy,7.1635434,FC GAMPOLA 02,80.5702443
"KOLONNAWA , Sri Lanka",Cargills,1614,Colombo,6.9283596,FC KOLONNAWA 02,79.8949946
"KULIYAPITIYA , Sri Lanka",Cargills,1619,Kurunegala,7.472123,FC KULIYAPITIYA 02,80.0446221
"W. A. SILVA MAWATHA, Sri Lanka",Cargills,1650,Colombo,6.8765025,FC W. A. SILVA MAWATHA,79.8652516
"KARAPITIYA , Sri Lanka",Cargills,1651,Galle,6.0705817,FC KARAPITIYA 02,80.2251603
"WALGAMA, Sri Lanka",Cargills,1655,Matara,5.9463714,FC WALGAMA,80.5132818
"MATALE , Sri Lanka",Cargills,1659,Matale,7.467465,FC MATALE 03,80.6234161
"GREEN PATH, Sri Lanka",Cargills,1661,Colombo,6.9117245,FC GREEN PATH,79.8614617
"KIRIBATHKUMBURA, Sri Lanka",Cargills,1663,Kandy,7.2679259,FC KIRIBATHKUMBURA,80.5749643
"THANIPOLGAHA JUNCTION, Sri Lanka",Cargills,1664,Galle,6.0459387,FC THANIPOLGAHA JUNCTION,80.2252201
"AVISSAWELLA , Sri Lanka",Cargills,1667,Colombo,6.9543289,FC AVISSAWELLA 02,80.2045768
"BADULLA , Sri Lanka",Cargills,1669,Badulla,6.9934009,FC BADULLA 02,81.0549815
"MATHUGAMA , Sri Lanka",Cargills,1670,Kalutara,6.5219432,FC MATHUGAMA 02,80.1136852
"MAWATHAGAMA, Sri Lanka",Cargills,1671,Kurunegala,7.4321631,FC MAWATHAGAMA,80.4437781
"SLAVE ISLAND, Sri Lanka",Cargills,1672,Colombo,6.9257119,FC SLAVE ISLAND,79.8503314
"BAUDDHALOKA MAWATHA, Sri Lanka",Cargills,1676,Colombo,6.9018407,FC BAUDDHALOKA MAWATHA,79.8692882
"KOTHALAWALA, Sri Lanka",Cargills,1678,Colombo,6.9194938,FC KOTHALAWALA,79.9780178
"KURUNEGALA , Sri Lanka",Cargills,1680,Kurunegala,7.4817695,FC KURUNEGALA 04,80.3608876
"BIBILA, Sri Lanka",Cargills,1695,Moneragala,7.162409,FC BIBILA,81.22159
"TANGALLE , Sri Lanka",Cargills,1697,Hambantota,6.0243383,FC TANGALLE 02,80.7940726
"UDAWALAWA, Sri Lanka",Cargills,1779,Ratnapura,6.4184828,EX UDAWALAWA,80.823938
"MORAWAKA, Sri Lanka",Cargills,1780,Matara,6.2652802,EX MORAWAKA,80.491047
"AHUNGALLA, Sri Lanka",Cargills,1781,Galle,6.3132776,EX AHUNGALLA,80.0409178
"KANTHALE, Sri Lanka",Cargills,1782,Trincomalee,8.3512634,EX KANTHALE,81.0069928
"JAYANTHIPURA, Sri Lanka",Cargills,1783,Polonnaruwa,7.9483156,EX JAYANTHIPURA,81.0017827
"DODANGODA, Sri Lanka",Cargills,1784,Kalutara,6.5417313,EX DODANGODA,80.0433503
"GALLE FORT, Sri Lanka",Cargills,1785,Galle,6.0304592,EX GALLE FORT,80.2150207
"BADDEGAMA, Sri Lanka",Cargills,1787,Galle,6.1688292,EX BADDEGAMA,80.1793976
"BADULLA, Sri Lanka",Cargills,1788,Badulla,6.9934009,EX BADULLA,81.0549815
"HALDUMMULLA, Sri Lanka",Cargills,1790,Badulla,6.7602835,EX HALDUMMULLA,80.8809283
"IBBAGAMUWA , Sri Lanka",Cargills,1791,Kurunegala,7.5554101,EX IBBAGAMUWA 02,80.456443
"NOROCHCHOLAI, Sri Lanka",Cargills,1795,Puttalam,8.0348657,EX NOROCHCHOLAI,79.7315747
"POTHUPITIYA, Sri Lanka",Cargills,1796,Ratnapura,6.4631156,EX POTHUPITIYA,80.4307831
"PITIGALA, Sri Lanka",Cargills,1797,Galle,6.3419553,EX PITIGALA,80.2377078
"AMBANPOLA, Sri Lanka",Cargills,1799,Kurunegala,7.9181144,EX AMBANPOLA,80.2404959
"HAPUGALA, Sri Lanka",Cargills,1800,Galle,6.0765847,EX HAPUGALA,80.1958755
"PALLEBEDDA, Sri Lanka",Cargills,1801,Ratnapura,6.4872288,EX PALLEBEDDA,80.6937177
"BULATHKOHUPITIYA, Sri Lanka",Cargills,1802,Kegalle,7.1045281,EX BULATHKOHUPITIYA,80.336047
"TANGALLE, Sri Lanka",Cargills,1803,Hambantota,6.0243383,EX TANGALLE,80.7940726
"THIHAGODA, Sri Lanka",Cargills,1806,Matara,6.0133387,EX THIHAGODA,80.5660041
"WALASMULLA, Sri Lanka",Cargills,1807,Hambantota,6.1508888,EX WALASMULLA,80.6937177
"ARACHCHIKANDA, Sri Lanka",Cargills,1809,Galle,6.1382193,EX ARACHCHIKANDA,80.1344842
"ALAWWA , Sri Lanka",Cargills,1810,Kurunegala,7.2954302,EX ALAWWA 02,80.2366261
"MADAWALA ULPOTHA, Sri Lanka",Cargills,1816,Matale,7.6155983,EX MADAWALA ULPOTHA,80.6354665
"PORT AUTHORITY, Sri Lanka",Cargills,1818,Colombo,6.9407856,EX PORT AUTHORITY,79.852666
"YATIYANTOTA, Sri Lanka",Cargills,1825,Kegalle,7.0288824,EX YATIYANTOTA,80.2955419
"YMCA, Sri Lanka",Cargills,1826,Colombo,6.9138726,EX YMCA,79.8525287
"HIRIPITIYA, Sri Lanka",Cargills,1828,Kurunegala,7.6579606,EX HIRIPITIYA,80.3686488
"VAVUNIYA, Sri Lanka",Cargills,1834,Vavuniya,8.7542029,EX VAVUNIYA,80.4982402
"RAIGAMA, Sri Lanka",Cargills,1836,Kalutara,6.7266167,EX RAIGAMA,80.0164621
"WATAREKA, Sri Lanka",Cargills,1840,Colombo,6.8472579,EX WATAREKA,80.0674619
"URUBOKKA, Sri Lanka",Cargills,1841,Matara,6.3065297,EX URUBOKKA,80.6306103
"KEKANADURA, Sri Lanka",Cargills,1842,Matara,5.9637528,EX KEKANADURA,80.6132646
"THELDENIYA, Sri Lanka",Cargills,1843,Kandy,7.3153819,EX THELDENIYA,80.7449309
"YANTHAMPALAWA, Sri Lanka",Cargills,1844,Kurunegala,7.5008975,EX YANTHAMPALAWA,80.3477676
"PIDURUWELLA, Sri Lanka",Cargills,1845,Kurunegala,7.4689738,EX PIDURUWELLA,80.302307
"HIKKADUWA , Sri Lanka",Cargills,1847,Galle,6.1394676,EX HIKKADUWA 02,80.1062861
"NINTAVUR, Sri Lanka",Cargills,1850,Ampara,7.3314137,EX NINTAVUR,81.8333656
"RANNA, Sri Lanka",Cargills,1852,Hambantota,6.0935429,EX RANNA,80.8626864
"WEERAKETIYA, Sri Lanka",Cargills,1853,Hambantota,6.1476081,EX WEERAKETIYA,80.7633743
"KANNATHTHOTA, Sri Lanka",Cargills,1854,Kegalle,7.0947226,EX KANNATHTHOTA,80.2822811
"THAMBUTHTHEGAMA, Sri Lanka",Cargills,1858,Anuradhapura,8.1540015,EX THAMBUTHTHEGAMA,80.3045967
"WIJERAMA MAWATHA, Sri Lanka",Cargills,1859,Colombo,6.9110572,EX WIJERAMA MAWATHA,79.8711168
"PINNADUWA , Sri Lanka",Cargills,1862,Galle,6.0641685,EX PINNADUWA 02,80.2617413
"ARAYAMPATHY, Sri Lanka",Cargills,1864,Batticaloa,7.6569501,EX ARAYAMPATHY,81.7404134
"MUTUR, Sri Lanka",Cargills,1866,Trincomalee,8.4579065,EX MUTUR,81.2684019
"KOPAY, Sri Lanka",Cargills,1867,Jaffna,9.7045948,EX KOPAY,80.0523031
"DEBARAWEWA, Sri Lanka",Cargills,1869,Hambantota,6.2774947,EX DEBARAWEWA,81.2670255
"OVAL VIEW RESIDENCE, Sri Lanka",Cargills,1872,Colombo,6.9180122,EX OVAL VIEW RESIDENCE,79.885249
"KALUWANCHIKUDI, Sri Lanka",Cargills,1885,Batticaloa,7.517478,EX KALUWANCHIKUDI,81.7871336
"POTHUHERA, Sri Lanka",Cargills,1887,Kurunegala,7.4216724,EX POTHUHERA,80.3296664
"ISIPATHANA MAWATHA, Sri Lanka",Cargills,1888,Colombo,6.8881939,EX ISIPATHANA MAWATHA,79.8677688
"VALACHCHENEI, Sri Lanka",Cargills,1891,Batticaloa,7.9213276,EX VALACHCHENEI,81.5246705
"MABULGODA, Sri Lanka",Cargills,1892,Colombo,6.8281188,EX MABULGODA,79.9738229
"ORION CITY, Sri Lanka",Cargills,1896,Colombo,6.9406131,EX ORION CITY,79.8789441
"MOUNT LAVINIA, Sri Lanka",Cargills,1019,Colombo,6.8301185,EX MOUNT LAVINIA,79.8800832
"MAHARAGAMA, Sri Lanka",Cargills,1034,Colombo,6.8510951,FC MAHARAGAMA,79.9212011
"PITAKOTTE, Sri Lanka",Cargills,1038,Colombo,6.8808992,FC PITAKOTTE,79.9052768
"NUGEGODA, Sri Lanka",Cargills,1039,Colombo,6.8649081,FC NUGEGODA,79.8996789
"MALABE, Sri Lanka",Cargills,1063,Colombo,6.9060787,FC MALABE,79.9696277
"RAJAGIRIYA, Sri Lanka",Cargills,1069,Colombo,6.9094108,FC RAJAGIRIYA,79.8942538
"GAMPAHA, Sri Lanka",Cargills,1086,Gampaha,7.0840484,FC GAMPAHA,80.0098314
"PILIYANDALA, Sri Lanka",Cargills,1101,Colombo,6.8017575,FC PILIYANDALA,79.9227313
"NAWALA, Sri Lanka",Cargills,1103,Colombo,6.8964191,FC NAWALA,79.8884819
"KOHUWALA, Sri Lanka",Cargills,1118,Colombo,6.8624842,FC KOHUWALA,79.8854983
"WELLAWATTE, Sri Lanka",Cargills,1119,Colombo,6.8740921,FC WELLAWATTE,79.8604934
"KELANIYA, Sri Lanka",Cargills,1122,Gampaha,6.9517846,FC KELANIYA,79.9132991
"KOTTAWA, Sri Lanka",Cargills,1123,Colombo,6.8411652,FC KOTTAWA,79.9654324
"KOLONNAWA, Sri Lanka",Cargills,1128,Colombo,6.9283596,FC KOLONNAWA,79.8949946
"HOMAGAMA, Sri Lanka",Cargills,1132,Colombo,6.8432762,FC HOMAGAMA,80.0031833
"KARAGAMPITIYA, Sri Lanka",Cargills,1134,Colombo,6.847802,FC KARAGAMPITIYA,79.8723837
"KADUWELA, Sri Lanka",Cargills,1141,Colombo,6.929061,FC KADUWELA,79.9827754
"DELKANDA, Sri Lanka",Cargills,1154,Colombo,6.8643687,FC DELKANDA,79.8970403
"KOSWATTE, Sri Lanka",Cargills,1165,Colombo,6.908863,FC KOSWATTE,79.9313567
"WIJERAMA, Sri Lanka",Cargills,1168,Colombo,6.8551817,FC WIJERAMA,79.9087754
"KOHUWALA , Sri Lanka",Cargills,1173,Colombo,6.8624842,FC KOHUWALA 2,79.8854983
"MIRIHANA, Sri Lanka",Cargills,1176,Colombo,6.8689647,FC MIRIHANA,79.9038774
"NUGEGODA , Sri Lanka",Cargills,1177,Colombo,6.8649081,FC NUGEGODA 2,79.8996789
"MAHARAGAMA , Sri Lanka",Cargills,1178,Colombo,6.8510951,FC MAHARAGAMA 2,79.9212011
"ATHURUGIRIYA, Sri Lanka",Cargills,1197,Colombo,6.8723185,FC ATHURUGIRIYA,80.0003875
"RAJAGIRIYA , Sri Lanka",Cargills,1284,Colombo,6.9094108,FC RAJAGIRIYA 2,79.8942538
"PANNIPITIYA, Sri Lanka",Cargills,1285,Colombo,6.8463993,FC PANNIPITIYA,79.9484346
"BOKUNDARA, Sri Lanka",Cargills,1287,Colombo,6.8164327,FC BOKUNDARA,79.9206694
"BATTARAMULLA, Sri Lanka",Cargills,1290,Colombo,6.8979941,FC BATTARAMULLA,79.9222869
"MALABE , Sri Lanka",Cargills,1295,Colombo,6.9060787,FC MALABE 2,79.9696277
"HABARAKADA, Sri Lanka",Cargills,1328,Colombo,6.8659667,EX HABARAKADA,80.0129679
"NEDIMALA, Sri Lanka",Cargills,1329,Colombo,6.8552665,EX NEDIMALA,79.881483
"MATTEGODA, Sri Lanka",Cargills,1332,Colombo,6.8135488,FC MATTEGODA,79.9724245
"POLGAHAWELA, Sri Lanka",Cargills,1340,Kurunegala,7.3274866,EX POLGAHAWELA,80.2934522
