CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND
1568,FC MILLENNIUM CITY,"MILLENNIUM CITY, Sri Lanka",7.121557,79.9101748,Cargills
1569,FC ARAWWALA,"ARAWWALA, Sri Lanka",6.8382446,79.9414907,Cargills
1575,FC HOKANDARA,"HOKANDARA, Sri Lanka",6.8743192,79.9696277,Cargills
1578,FC KELANIYA 2,"KELANIYA , Sri Lanka",6.9517846,79.9132991,Cargills
1580,FC KATTIYA JUNCTION,"KATTIYA JUNCTION, Sri Lanka",6.8694191,79.8979063,Cargills
1582,FC GODAGAMA,"GODAGAMA, Sri Lanka",6.8516746,80.0327001,Cargills
1583,FC SARANANKARA ROAD,"SARANANKARA ROAD, Sri Lanka",6.860707,79.8688827,Cargills
1588,FC HOMAGAMA 3,"HOMAGAMA , Sri Lanka",6.8432762,80.0031833,Cargills
1590,FC ATHURUGIRIYA 2,"ATHURUGIRIYA , Sri Lanka",6.8723185,80.0003875,Cargills
1596,FC MALABE 03,"MALABE , Sri Lanka",6.9060787,79.9696277,Cargills
1618,FC POLGASOWITA,"POLGASOWITA, Sri Lanka",6.7899358,79.9808143,Cargills
1652,FC KIRIBATHGODA 03,"KIRIBATHGODA , Sri Lanka",6.9778284,79.9271523,Cargills
1654,FC MAHARA,"MAHARA, Sri Lanka",6.9908661,79.9395566,Cargills
1657,FC OBESEKARAPURA,"OBESEKARAPURA, Sri Lanka",6.9189465,79.8898816,Cargills
1665,FC KIRIBATHGODA 04,"KIRIBATHGODA , Sri Lanka",6.9778284,79.9271523,Cargills
1679,FC HOKANDARA 02,"HOKANDARA , Sri Lanka",6.8743192,79.9696277,Cargills
1681,FC PITAKOTTE 02,"PITAKOTTE , Sri Lanka",6.8808992,79.9052768,Cargills
1682,FC DELKANDA 02,"DELKANDA , Sri Lanka",6.8646859,79.8949669,Cargills
1683,FC ATTIDIYA 02,"ATTIDIYA , Sri Lanka",6.8261828,79.881483,Cargills
1698,FC KOTTAWA 03,"KOTTAWA , Sri Lanka",6.8411652,79.9654324,Cargills
1720,EX GODIGAMUWA,"GODIGAMUWA, Sri Lanka",6.7206865,79.9868167,Cargills
1730,EX PANNIPITIYA OLD ROAD,"PANNIPITIYA OLD ROAD, Sri Lanka",6.846609,79.9512139,Cargills
1747,EX ICONIC RESIDENCE,"ICONIC RESIDENCE, Sri Lanka",6.8909701,79.9227651,Cargills
1750,EX MAGAMMANA,"MAGAMMANA, Sri Lanka",7.0144382,79.8954802,Cargills
1752,EX KALUBOWILA,"KALUBOWILA, Sri Lanka",6.8631414,79.8786833,Cargills
1765,EX DIYAGAMA NDT,"DIYAGAMA NDT, Sri Lanka",6.6307411,80.0045811,Cargills
1771,EX JAYA MAWATHA,"JAYA MAWATHA, Sri Lanka",7.0300386,79.9877414,Cargills
1775,EX KURUDUGAHAHETHEKMA,"KURUDUGAHAHETHEKMA, Sri Lanka",6.2706622,80.144254,Cargills
1794,EX MILLENNIUM CITY,"MILLENNIUM CITY, Sri Lanka",7.121557,79.9101748,Cargills
1833,EX NSBM,"NSBM, Sri Lanka",6.8213291,80.0415729,Cargills
1837,EX MADURANKULIYA,"MADURANKULIYA, Sri Lanka",7.9080663,79.82127,Cargills
1846,EX MALAPALLA,"MALAPALLA, Sri Lanka",6.8468057,79.9822126,Cargills
1849,EX DANGEDARA,"DANGEDARA, Sri Lanka",6.0521364,80.2167942,Cargills
1890,EX RATHMALDENIYA,"RATHMALDENIYA, Sri Lanka",6.8395208,79.9500477,Cargills
1894,EX HOMAGAMA (KATUWANA ROAD),"HOMAGAMA (KATUWANA ROAD), Sri Lanka",6.8341477,80.0039686,Cargills
1903,FC KOTIKAWATTA 02,"KOTIKAWATTA , Sri Lanka",6.9345136,79.9059766,Cargills
1907,FC RAJAGIRIYA 03,"RAJAGIRIYA , Sri Lanka",6.9094108,79.8942538,Cargills
