,0,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,14001,14003,14004,14005,14006,14007,14008,14009,14010,14011,14012,14013,14014,14015,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,1017,1018,1033,1015,1020,1005,1076,1083,1084,1106,1104,1105,1107,1201,1301,1111,1114,1108,1117,1109,1115,1113,1133,1303,1124,1305,1116,1121,1130,1138,1120,1137,1308,1139,1145,1125,1146,1157,1158,1159,1150,1164,1170,1169,1187,1186,1188,1316,1199,1162,1278,1279,1281,1288,1286,1289,1294,1291,1292,1297,1298,1412,1419,1411,1422,1432,1425,1424,1433,1323,1428,1321,1322,1319,1434,1431,1327,1326,1420,1435,1429,1331,1430,1443,1439,1446,1448,1341,1342,1453,1343,1457,1339,1335,1338,1455,1350,1324,1352,1353,1464,1155,1444,1349,1460,1355,1466,1364,1375,1459,1467,1379,1357,1469,1370,1372,1366,1381,1371,1148,1471,1377,1470,1368,1383,1360,1386,1385,1475,1387,1484,1481,1394,1393,1717,1726,1727,1728,1724,1490,1718,1735,1739,1736,1741,1738,1743,1745,1746,1749,1550,1559,1498,1571,1567,1584,1756,1579,1760,1589,1592,1759,1763,1762,1597,1768,1902,1766,1546,1594,1770,1548,1545,1761,1600,1773,1608,1774,1616,1776,1772,1777,1778,1497,1549,1555,1607,1614,1619,1650,1651,1655,1659,1661,1663,1664,1667,1669,1670,1671,1672,1676,1678,1680,1697,1779,1780,1781,1782,1783,1784,1785,1787,1788,1790,1791,1795,1796,1797,1799,1800,1801,1802,1803,1806,1807,1809,1810,1825,1826,1828,1834,1836,1840,1841,1842,1843,1844,1845,1847,1850,1852,1853,1854,1858,1859,1862,1863,1864,1866,1867,1872,1887,1888,1892,1896,SCA2,SCAR,SCBL,SCCC,SCCM,SCDE,SCED,SCGS,SCHG,SCHR,SCKE,SCKH,SCKL,SCKO,SCM2,SCM3,SCMD,SCMG,SCML,SCNW,SCPK,SCPN,SCPT,SCPY,SCRJ,SCRM,SCRT,SCSJ,SCTB,SCTH,SCUP,SCWJ,SFGL,SGKB,SGKY,SGMH,SGWA,SIP2,SKK2,SKKA,SMMR,SCK3,SCTG,SGKR,SRRP,SGEM,SGKG,SFGA,SIKS,SCET,SGTY,SCMW,SNRU,SCKZ,SIBE,SGRA,SCGT,SMMS,SCAD,SIP4,SYMT,SGGP,SCGO,SGKC,SINL,SIAL,SCWP,SCPI,SLKV,SGMI,SREP,SGJA,SPWN,SCMU,SNRN,SIGN,SIBM,SGN2,SKGZ,SPCH,SCKJ,SGRD,SGND,SGEL,SCBI,SREG,SPMV,SKKM,SIHZ,SPPU,SGMP,SCAK,SCDR,SGTI,SCSL,SHTA,SCPA,SCMY,SGNK,SGJW,SGSE,SCTL,SLMN,SKKI,SGNO,SCAV,SGSM,SFK4,SFAB,SCHD,SIMZ,SCVJ,SGMQ,SCBT,SIWD,SGK5,SMMC,SCK6,SCMF,SIWK,SCDP,SAAP,SCKX,SCPO,SRRR,SGYK,SCK7,SCNG,SCTU,SGDL,SGGE,SCCR,1068,1087,1102,1112,1136,1131,1144,1142,1317,1192,1194,1196,1198,1283,1282,1296,1403,1417,1414,1415,1421,1423,1427,1334,1337,1351,1365,1472,1358,1474,1376,1374,1384,1480,1389,1391,1395,1397,1721,1729,1731,1499,1486,1581,1586,1757,1577,1593,1599,1767,1495,1552,1905,1610,1609,1613,1611,1653,1674,1677,1792,1839,1855,1856,1857,1861,1871,1074,1075,1312,1147,1166,1180,1182,1191,1140,1184,1149,1280,1293,1333,1325,1454,1330,1456,1463,1356,1367,1373,1369,1468,1478,1476,1388,1390,1716,1398,1732,1719,1733,1734,1737,1742,1748,1565,1553,1753,1755,1754,1758,1595,1570,1587,1906,1904,1769,1617,1615,1656,1662,1685,1811,1835,1895,1898
0,0.0,13.13,12.01,26.28,79.62,11.47,16.73,3.83,26.04,19.8,20.29,26.64,11.87,8.79,32.6,33.67,7.65,34.22,3.97,21.31,14.55,14.1,25.74,78.61,29.41,27.15,28.0,35.19,36.3,21.87,16.02,22.68,21.8,22.48,19.43,28.0,20.24,8.67,22.18,33.63,23.33,15.95,96.87,80.34,23.74,35.15,19.06,26.4,20.55,17.41,24.18,11.11,99.16,8.82,8.46,25.17,16.72,24.8,156.53,49.99,25.49,124.79,19.09,80.09,21.4,25.13,15.18,62.76,24.93,8.46,42.39,107.87,117.86,24.48,68.02,21.3,19.38,4.02,18.67,12.0,66.77,104.44,52.66,19.08,10.63,11.91,79.01,120.14,28.74,92.51,199.53,110.04,23.7,23.94,15.67,22.07,23.94,98.42,23.7,23.94,157.03,23.94,15.69,104.82,19.55,162.06,167.04,15.77,80.75,156.99,8.22,26.06,23.53,33.29,167.04,249.75,13.82,63.02,79.62,14.19,104.06,77.47,76.1,96.68,41.27,19.84,96.14,20.07,43.29,118.66,18.9,211.89,192.71,10.75,19.64,134.55,15.54,217.51,154.44,88.76,137.48,116.53,257.14,116.09,118.23,185.19,124.76,57.72,99.01,244.32,76.27,243.15,66.76,41.03,48.14,297.36,298.0,107.83,288.57,19.13,13.5,245.72,164.69,110.19,18.35,275.87,383.04,379.57,151.82,294.21,15.88,27.46,98.7,72.09,49.23,116.57,206.11,323.21,37.05,56.91,300.8,175.86,298.44,80.78,120.92,131.8,276.61,16.29,285.08,105.76,375.44,185.28,180.42,252.04,196.07,148.04,12.38,385.02,130.39,51.91,66.4,80.25,116.07,210.75,120.02,98.54,96.68,15.84,104.27,15.78,223.78,148.2,94.48,97.4,104.24,144.71,116.34,62.34,25.66,158.84,281.81,379.09,16.15,91.44,208.14,130.29,217.87,230.3,76.5,159.51,66.24,123.55,26.71,130.9,103.32,22.39,115.82,124.07,76.1,13.61,134.93,65.46,25.58,97.76,32.36,153.59,285.54,295.98,156.79,17.91,13.75,112.65,185.42,40.06,42.0,136.32,63.17,176.52,16.92,149.33,43.2,79.62,89.13,10.15,139.29,19.09,75.89,101.49,16.15,316.06,93.33,16.15,261.02,13.93,16.15,18.1,95.58,124.56,41.39,24.17,23.91,14.04,83.11,141.89,173.29,13.81,15.3,13.22,94.73,15.23,64.29,21.08,120.95,157.93,143.27,21.6,92.24,125.65,42.86,217.25,79.85,90.94,17.55,18.82,22.98,131.95,184.03,157.79,139.27,94.21,206.21,194.68,60.26,126.78,104.68,217.08,168.17,101.2,139.26,128.12,98.82,138.66,119.27,138.54,59.49,185.19,154.3,186.84,112.27,57.32,62.23,101.22,102.34,241.47,38.51,95.18,163.81,161.68,124.52,85.53,73.02,104.94,351.97,194.06,187.37,50.64,165.12,16.83,119.22,103.72,307.13,250.65,379.56,16.01,70.03,19.27,25.02,12.71,19.04,19.12,26.43,18.29,23.06,24.97,23.61,21.59,24.1,20.22,38.24,20.96,22.19,20.8,42.31,29.47,20.12,29.42,26.34,17.41,23.99,27.42,15.94,21.65,17.41,25.66,46.55,17.41,17.82,16.05,16.41,23.86,126.29,3.89,7.9,8.21,7.49,49.81,100.45,100.93,155.44,25.11,23.46,7.49,91.02,93.99,5.78,76.6,49.93,19.19,4.94,42.31,79.86,35.68,80.19,4.9,15.07,175.42,25.32,49.65,193.37,1.73,24.96,42.11,49.65,80.28,14.35,181.71,63.26,23.79,22.39,14.01,56.61,3.8,103.01,43.92,41.03,34.64,99.01,78.94,32.71,98.68,36.17,2.53,13.93,57.98,56.61,119.42,41.84,131.95,12.78,21.43,16.12,20.4,17.27,184.75,35.35,13.19,36.14,14.01,19.66,23.68,75.86,95.65,35.76,40.25,8.17,261.61,104.06,21.51,66.24,23.09,4.97,23.82,50.49,7.76,156.6,39.98,29.69,53.32,16.15,191.24,14.55,20.8,92.12,16.25,13.66,20.44,64.23,37.73,8.68,16.15,36.34,13.48,79.42,1.98,9.42,115.22,20.6,10.35,37.12,24.36,23.68,1.67,39.66,12.04,10.61,116.0,3.67,13.05,15.17,5.24,21.63,7.95,15.95,27.45,8.41,20.92,56.61,8.17,18.64,8.68,24.14,44.51,13.05,40.75,35.75,56.14,74.85,27.16,36.14,36.14,1.49,3.33,15.84,24.98,15.3,7.36,1.67,6.55,8.22,88.54,4.02,17.35,39.99,45.84,14.7,8.98,9.66,14.99,15.17,36.6,19.86,15.17,181.71,35.53,16.78,43.32,9.3,30.17,49.3,49.16,23.31,55.71,27.93,49.2,23.18,41.14,4.13,49.2,17.19,31.42,42.74,24.73,38.83,94.42,25.66,24.45,37.73,25.66,47.05,31.87,17.31,15.96,43.13,65.94,39.18,4.9,7.29,7.1,36.17,28.07,7.49,8.17,22.39,20.61,42.31,15.96,32.51,367.59,27.64,54.75,41.03,298.7,46.7,42.7,6.19,241.53,67.62,23.65,23.18,25.09,22.73,15.21,72.21,60.66,32.15
L01,13.13,0.0,12.77,14.41,77.26,19.4,4.86,8.56,26.13,7.93,15.2,14.77,11.96,11.8,20.73,31.31,4.8,19.67,8.14,9.44,2.68,10.68,17.86,89.02,14.64,22.08,16.12,32.83,33.94,10.0,10.04,10.8,9.93,27.72,7.56,16.12,25.48,6.64,10.31,16.01,11.46,3.6,107.28,90.75,23.83,32.79,7.19,14.53,14.7,5.53,11.66,14.12,109.57,7.6,5.31,13.3,4.37,12.93,156.61,30.47,18.93,124.87,12.15,90.5,9.52,25.22,25.59,73.17,13.06,5.31,40.03,118.28,128.27,36.25,68.1,28.07,21.44,13.1,18.76,22.41,79.93,104.52,50.3,7.74,13.64,12.0,76.65,130.55,28.82,92.6,209.94,110.12,11.78,11.66,26.08,10.2,11.66,108.83,11.78,11.66,157.12,11.66,4.35,115.23,7.68,162.14,167.12,4.43,91.16,157.07,5.39,14.18,31.51,33.38,167.12,260.16,1.47,73.43,79.71,2.85,104.14,75.11,76.19,107.09,51.68,7.97,106.55,8.2,43.38,118.74,6.54,211.97,203.12,4.37,7.77,134.63,3.19,217.59,154.52,99.17,147.89,126.94,257.22,116.18,128.64,185.28,124.84,57.8,109.42,254.73,86.68,253.56,79.92,41.11,61.26,307.77,308.41,107.92,335.9,6.78,2.16,245.81,175.1,110.27,6.47,286.28,393.45,389.98,151.91,304.62,3.52,20.89,109.11,72.18,59.87,126.98,216.52,333.62,19.6,70.92,311.21,175.95,308.85,80.86,131.33,129.44,287.02,4.42,295.49,116.17,385.85,185.36,180.51,252.13,196.16,158.45,18.58,395.43,140.8,62.32,66.49,80.34,126.48,210.84,120.1,98.62,107.09,26.25,104.35,3.43,223.87,148.28,104.89,97.49,114.65,144.79,116.43,62.43,13.79,169.25,281.9,389.5,4.81,101.85,208.22,130.38,228.28,240.71,86.91,159.6,66.33,123.63,14.84,141.31,113.73,10.52,126.23,121.7,76.19,1.74,145.34,75.87,13.7,108.17,18.33,153.68,282.11,306.39,167.2,6.04,1.12,123.06,185.5,40.14,42.08,146.73,73.58,186.93,4.57,149.42,43.29,79.71,99.54,8.2,139.38,19.17,86.3,101.58,4.81,326.47,93.42,4.81,271.43,14.9,4.81,6.23,105.99,124.64,20.76,12.3,23.99,1.69,83.19,152.3,173.37,1.94,15.39,2.1,105.14,3.17,77.45,9.21,121.04,158.02,153.68,9.73,102.65,125.73,42.95,217.34,79.94,101.35,6.21,6.95,23.06,129.59,184.11,157.88,139.35,94.3,216.62,205.09,60.34,126.86,104.76,217.16,168.25,111.61,136.9,128.21,98.9,149.07,119.36,138.62,73.5,185.28,154.39,186.93,112.36,67.73,62.32,111.63,112.75,251.88,38.59,105.59,163.9,161.76,134.93,95.94,73.11,105.02,352.05,194.15,187.45,64.65,175.53,4.96,119.31,103.81,317.54,261.06,389.97,4.14,80.44,7.4,25.1,0.84,19.13,15.48,14.56,6.95,12.51,13.1,11.74,9.72,19.28,8.34,38.33,9.09,10.32,8.92,21.67,14.36,8.25,14.36,14.47,5.54,11.93,16.78,13.45,9.78,5.54,13.79,46.64,5.54,5.95,11.63,4.06,11.99,126.37,8.31,6.42,12.02,4.68,28.62,110.86,111.34,155.53,18.28,12.02,4.68,91.1,104.4,5.86,87.01,50.02,7.32,7.06,21.67,90.28,29.28,80.28,12.23,2.72,175.5,13.44,29.64,203.78,12.14,25.05,39.75,29.64,80.37,2.56,181.79,73.67,31.76,10.52,19.4,54.25,9.07,113.42,23.28,41.11,32.28,109.42,76.58,21.19,109.09,33.81,12.94,14.9,58.07,54.25,129.83,41.92,129.59,23.19,13.01,3.77,30.81,5.93,184.84,18.54,4.06,33.78,19.4,24.9,11.87,86.27,106.06,33.4,40.34,7.42,272.02,104.14,13.98,66.33,13.81,13.49,11.55,31.61,18.17,156.69,19.03,14.27,37.58,4.81,201.65,14.64,8.92,92.2,26.66,2.54,8.57,74.64,45.71,19.17,4.81,33.98,19.72,77.06,12.39,2.92,115.31,25.84,13.37,34.76,34.77,11.81,11.92,50.07,22.45,18.54,116.09,13.74,20.67,25.58,10.64,32.04,14.89,10.4,37.86,15.74,26.16,54.25,7.42,20.7,19.17,34.55,54.92,20.67,38.39,33.39,69.3,72.49,37.57,33.78,33.78,11.83,8.72,26.25,35.39,25.71,17.77,11.92,17.34,5.39,98.95,8.44,22.59,37.63,43.48,2.83,8.14,20.15,3.65,25.58,34.24,30.27,25.58,181.79,33.17,27.19,40.96,3.35,15.07,29.78,29.64,33.01,55.8,16.06,30.32,11.31,41.22,12.86,30.32,5.85,22.97,22.1,35.14,20.68,94.51,13.79,24.54,45.71,13.79,27.06,13.71,22.69,26.37,43.21,66.02,39.27,12.23,9.55,6.19,33.81,16.2,4.68,7.42,10.52,25.98,21.67,26.37,32.6,378.0,38.63,54.83,41.11,309.11,26.06,22.06,13.51,241.62,67.7,31.63,11.31,35.5,11.72,25.62,72.29,60.75,40.13
L02,12.01,12.77,0.0,24.08,85.57,6.52,15.63,15.54,14.83,18.7,10.51,24.25,1.79,19.81,32.54,39.61,9.99,24.44,10.28,18.19,11.59,9.52,15.96,85.29,19.63,17.38,25.27,41.14,42.25,20.26,12.17,18.87,15.43,36.03,13.92,25.27,33.79,20.38,21.09,23.86,18.31,16.22,103.55,87.02,13.97,41.1,16.91,24.0,8.32,16.31,11.55,22.13,105.84,21.98,20.16,22.99,16.14,21.77,146.75,40.21,15.72,115.01,7.9,86.77,20.3,15.36,21.86,69.44,23.15,20.16,48.34,114.55,124.54,34.94,58.24,36.38,29.75,15.05,8.9,11.97,73.45,94.66,58.6,19.95,21.65,1.72,84.95,126.82,18.97,82.74,206.21,100.26,11.7,11.58,22.35,20.97,11.58,105.1,11.7,11.58,147.26,11.58,16.56,111.5,18.46,152.28,157.26,16.64,87.43,147.21,19.93,23.66,33.99,22.08,157.26,256.43,14.09,69.7,69.85,15.07,94.28,83.42,66.33,103.36,47.95,18.74,102.82,18.98,32.07,108.88,17.84,202.11,199.39,16.55,18.54,124.77,15.81,207.74,143.22,95.44,144.16,123.21,247.36,104.88,124.91,175.42,114.98,46.5,111.96,251.0,82.95,249.83,73.44,31.25,54.82,304.04,304.68,96.61,326.04,18.08,14.37,235.95,171.37,100.41,17.25,282.55,389.72,386.25,140.6,300.89,15.42,17.68,105.38,60.87,48.57,123.25,212.79,329.89,27.28,59.62,307.48,164.65,305.12,71.0,127.6,137.75,283.29,15.19,291.76,112.44,382.12,175.5,170.65,242.27,186.3,154.72,5.7,391.7,137.07,58.59,56.63,69.04,122.75,200.98,110.24,88.76,103.36,22.52,94.49,16.05,214.01,138.42,101.16,86.19,110.92,134.93,106.57,51.12,23.27,165.52,272.04,385.77,17.02,98.12,198.36,120.52,224.55,236.98,83.18,149.74,56.47,113.77,24.32,137.58,110.0,16.01,122.5,130.01,66.33,13.88,141.61,72.14,23.18,104.44,22.59,142.37,292.22,345.91,163.47,12.65,14.02,119.33,175.64,28.84,32.22,143.0,69.85,183.2,17.67,139.56,31.99,69.85,95.81,21.99,128.08,7.87,82.57,91.72,17.02,322.74,83.56,17.02,267.7,2.02,17.02,17.0,102.26,114.78,31.62,21.69,14.13,14.31,73.33,148.57,163.51,12.73,4.09,14.32,101.41,11.1,70.97,19.99,111.18,148.16,149.95,18.22,98.92,115.87,31.65,207.48,70.08,97.62,17.87,17.72,13.2,137.89,174.25,148.02,129.49,84.44,212.89,201.36,50.48,117.01,94.9,207.3,158.39,107.88,145.21,118.35,89.04,145.34,109.5,128.76,62.19,175.42,144.53,177.07,102.5,64.0,51.02,107.9,109.02,248.15,28.73,101.86,154.04,151.9,131.2,92.21,61.81,95.16,342.19,184.29,177.59,53.35,171.8,15.73,109.45,93.95,313.81,257.33,386.24,14.91,76.71,18.18,15.24,12.98,9.27,9.34,23.2,17.85,13.29,22.57,16.83,17.88,14.32,19.12,28.47,18.48,19.82,14.42,32.53,19.69,19.02,19.64,23.95,13.2,14.06,17.65,4.75,17.94,13.2,23.27,36.78,13.2,16.72,9.08,16.68,22.08,116.51,9.88,8.17,19.41,14.35,40.03,107.13,107.61,145.67,15.34,13.68,14.35,81.24,100.67,10.38,83.28,40.16,18.1,11.23,32.53,86.55,25.91,70.42,15.93,15.34,165.65,21.3,39.88,200.05,9.71,15.19,48.05,39.88,70.51,10.22,171.93,69.94,34.25,16.01,27.71,62.56,13.93,109.69,34.14,31.25,40.59,111.96,84.89,22.94,112.95,42.11,9.36,2.02,46.77,62.56,126.1,32.06,137.89,19.46,8.67,16.39,27.08,18.14,174.98,25.58,16.27,42.09,27.71,33.21,13.9,82.54,102.33,41.71,29.04,7.95,268.29,94.28,11.73,56.47,13.31,7.78,11.46,40.71,14.44,146.83,30.21,19.92,43.54,17.02,197.92,3.36,14.42,82.34,22.93,14.76,16.83,70.91,48.19,16.75,17.02,42.28,28.03,85.37,9.97,15.1,105.45,34.15,21.38,43.07,31.04,21.17,10.13,46.34,12.16,5.66,106.23,14.69,28.98,21.85,7.3,28.31,5.83,21.9,34.13,19.44,34.47,62.56,7.95,29.01,16.75,30.82,51.19,28.98,46.69,41.69,62.82,80.8,33.84,42.09,42.09,9.94,15.04,22.52,31.66,21.98,14.04,10.13,15.72,19.93,95.22,10.01,30.9,45.93,51.79,13.6,21.98,17.72,15.86,21.85,42.55,18.83,21.85,171.93,41.48,16.5,49.26,15.53,20.39,39.52,39.38,33.77,45.94,23.37,39.42,19.13,31.36,15.15,39.42,18.07,21.65,32.96,24.44,29.05,84.65,23.27,13.23,48.19,23.27,37.27,22.09,31.0,22.64,33.35,56.16,27.97,15.93,20.33,8.6,42.11,24.6,14.35,7.95,16.01,34.29,32.53,22.64,22.74,374.27,34.32,44.97,31.25,305.38,36.92,32.93,17.21,231.76,57.84,34.11,19.13,24.81,9.13,21.89,62.43,50.89,42.61
L03,26.28,14.41,24.08,0.0,91.08,29.81,10.79,22.37,28.35,8.69,11.85,5.3,23.77,25.62,9.25,45.12,18.62,7.54,21.96,5.21,13.73,12.86,8.46,106.95,4.78,12.7,5.77,46.65,47.76,6.85,11.36,4.45,6.67,41.54,10.16,5.77,39.3,20.46,7.64,3.89,4.55,13.07,125.21,108.68,10.4,46.61,7.9,5.34,13.77,10.69,11.17,27.94,127.5,21.42,19.13,1.45,12.81,4.34,140.8,18.99,9.53,109.06,14.34,108.43,8.4,11.24,43.52,91.1,3.87,19.13,53.85,136.21,146.2,50.07,41.08,41.89,35.26,26.92,14.93,35.26,93.74,88.7,64.12,16.52,27.46,23.81,90.46,148.48,20.98,76.78,227.87,94.31,10.69,10.93,44.01,7.64,10.93,126.76,10.69,10.93,141.3,10.93,15.09,133.16,9.69,146.32,151.3,14.85,109.09,141.26,19.21,5.01,45.32,35.6,151.3,278.09,13.94,91.36,63.89,16.12,88.32,88.93,49.16,125.02,69.61,9.7,124.48,7.57,45.6,102.92,11.46,196.15,221.05,18.19,9.77,118.81,13.62,201.78,156.74,117.1,165.82,144.87,241.4,118.4,146.57,169.46,109.03,60.02,125.48,272.66,104.6,271.49,93.74,22.05,75.08,325.7,326.34,110.14,320.09,11.0,15.42,229.99,193.03,94.46,9.48,315.06,411.38,407.91,154.13,343.68,13.12,11.39,127.04,71.13,62.09,144.91,234.45,351.55,7.48,73.14,329.14,183.95,326.78,65.05,149.26,143.26,304.95,11.51,313.42,134.1,403.78,169.54,164.69,236.31,180.34,176.37,28.99,413.36,158.73,80.25,50.67,82.56,144.41,195.02,104.28,82.81,125.02,44.18,88.54,13.25,208.05,132.46,122.82,99.71,132.58,128.98,100.61,64.65,4.58,187.18,266.08,407.43,14.42,119.78,192.4,114.56,246.21,258.64,104.84,143.78,50.51,107.82,4.96,159.24,131.66,8.81,144.16,135.52,49.16,13.82,163.27,93.8,4.65,126.1,6.2,155.9,295.93,339.95,185.13,10.62,14.29,140.99,169.69,42.36,26.26,164.66,91.51,204.86,11.85,133.6,45.51,63.89,117.46,22.02,141.6,21.89,104.23,85.76,14.42,344.4,77.6,14.42,289.36,25.31,14.42,8.59,123.91,108.83,9.28,4.63,12.31,14.16,53.84,170.23,157.56,12.75,25.78,15.92,123.07,13.78,91.27,7.83,105.22,142.2,171.6,5.02,120.58,109.92,45.17,201.52,64.12,119.28,13.52,10.02,20.97,143.4,168.29,142.06,123.54,78.48,234.55,223.02,44.52,111.05,88.95,201.34,152.44,129.54,150.72,112.39,83.09,167.0,103.54,122.8,75.72,169.46,138.57,171.11,96.54,85.66,64.54,129.56,130.68,269.81,22.78,123.52,148.08,145.95,152.86,113.87,75.33,89.2,336.24,178.33,171.64,66.87,193.46,10.86,103.49,87.99,335.47,278.99,407.9,12.26,98.37,8.56,11.96,14.09,15.4,13.39,2.44,12.31,9.72,5.52,5.93,5.3,9.88,7.43,22.51,5.5,6.54,7.44,10.19,4.5,9.38,4.51,5.1,11.93,8.8,6.58,16.73,4.97,11.93,4.58,27.63,11.93,10.1,15.32,12.98,4.01,110.56,22.12,17.94,25.83,18.5,17.14,128.79,129.27,139.71,8.88,10.45,18.5,75.29,122.33,19.67,104.94,30.95,7.22,20.88,10.19,108.2,17.16,64.46,26.04,13.35,159.69,2.55,18.17,221.71,31.37,13.37,53.56,18.17,64.55,14.5,165.97,91.6,45.58,8.81,33.22,68.07,22.88,131.35,11.8,22.05,46.1,125.48,90.4,9.07,126.48,47.62,31.01,25.31,60.29,68.07,147.76,26.1,143.4,41.12,13.49,13.32,48.74,14.01,169.02,6.41,17.91,47.6,33.22,38.72,9.08,104.2,123.99,47.22,42.56,18.93,289.95,88.32,11.19,50.51,9.75,31.07,10.81,20.13,36.1,140.87,7.56,4.69,26.11,14.42,219.58,21.7,7.44,76.38,44.59,16.36,6.4,92.57,59.52,38.41,14.42,47.79,33.54,90.88,31.63,16.74,99.49,39.66,27.19,48.58,52.69,5.38,31.79,68.0,35.45,28.95,100.27,27.56,34.49,43.51,24.45,49.97,29.12,24.22,55.79,29.55,39.98,68.07,18.93,34.52,38.41,52.48,72.85,34.49,52.2,47.2,83.12,86.31,55.5,47.6,47.6,31.6,22.54,44.18,53.32,43.64,35.7,31.79,37.38,19.21,116.88,22.25,36.41,51.44,57.3,11.62,21.96,39.38,16.26,43.51,48.06,42.12,43.51,165.97,46.99,39.79,54.77,17.16,3.73,18.31,18.16,46.83,36.73,3.88,18.84,3.55,25.4,26.68,18.84,13.4,10.84,10.62,47.73,9.26,78.69,4.58,26.76,59.52,4.58,15.59,2.03,36.51,44.3,27.39,50.2,41.49,26.04,23.37,18.74,47.62,5.1,18.5,18.93,8.81,39.8,10.19,44.3,24.75,395.93,55.98,39.02,22.05,327.04,14.58,10.59,27.33,225.8,41.38,45.45,3.55,48.1,13.64,43.55,45.27,44.93,53.94
