CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE
1390,EX PUWAKPITIYA,"No. 402,404,392/E ,  Colombo Road, Puwakpitiya, Awissawella.",6.9321,80.1874
1395,EX MADAMPE,"No. 33, Station Road,Madampe",7.5216,79.8687
1394,EX GALAGEDARA,"No. 200/C Hospital Junction, Galagedara.",7.3727659,80.5219199
1393,EX MULLAITTIVE,"No 197, P.W.D.Road , Mullathiv",6.889804,79.916192
1396,EX HAVELOCK CITY,"Club House Building, No. 324 ,Havelock city , Wellawatta.",6.882749,79.866915
1487,FC PELAWATTA 02,"No.470,  PANNIPITIYA ROAD, PELAWATTA",6.0875,80.1985
1397,EX WATHUPITIWALA,"No.392,ATHTHANAGALLA ROAD, WATHUPITIWALA.",7.1231,80.11
1716,EX DELPE JUNCTION,"No 295, Kadawatha Rd, Ragama.",7.0292,79.917
1717,EX POOJAPITIYA,"No 6/1/C, Owissa Road, Poojapitiya.",7.3784973,80.586694
1723,EX HOKANDARA,"No 404/1, Thalawathugoda Road,Hokandara south, Hokandara.",6.8804849,79.9599002
1726,EX ANAMADUWA,"No 106, Puttalama Road, Anamaduwa.",7.8776367,80.0109366
1720,EX GODIGAMUWA,"No 263, Piliyandala Road, Godigamuwa North, Maharagama.",6.848,79.9265
1721,EX LEWIS PLACE NEGOMBO,"No.132/A Poruthota Road ,Eththukala, Negombo.",7.2083,79.8358
1727,EX MAGGONA,"No. 396/5, Galle Road, Maggona",6.4859894,79.9832676
1398,EX MARADAGAHAMULLA,"No. 89, Negombo Road,Maradagahamula.",7.018267,79.899187
1728,EX ASCON RESIDENCE,"No. 608-1/35, Dr. Danister de Silva Mawatha, Dematagoda.",6.9327474,79.8803715
1729,EX NEGOMBO Y JUNCTION,"No. 297/1, Meerigama Road,Mahahunupitiya,Negombo.",7.2083,79.8358
1722,EX ANDIAMBALAMA,"No. No. 223 D, Minuwangoda Road Andiambalama",9.792227,80.075284
1724,EX NELUWA,"No. 10, Sawijaya Building, Dellawa Road, Galle.",7.70706035,80.65340183
1490,FC NARAMMALA,"No. 161, Negombo Road,Narammala.",7.4283006,80.2144459
1718,EX AHANGAMA,"No.55/A,Galle Road, Piyadigama, Ahangama.",6.8388379,79.8669957
1489,FC UDAHAMULLA,"NO. 465& 481. OLD KOTTAWA ROAD,Udahamulla",6.8643,79.9095
1732,EX WARAGODA,"No 390, Waragoda Road, Kelaniya.",6.9580677,79.9155285
1731,EX RANMUTHUGALA,"No 571/4, Ranmuthugala, Kadawatha.",7.0019661,79.9512673
1719,EX DALUPOTHA,"Ex Dalupotha,No 594, Chilaw Road, Negombo.",7.2194812,79.8453009
1733,EX RATAMALANA STATION ROAD,"No 24, Sri Gnanendra Road, Ratmalana.",6.8197463,79.8682643
1730,EX PANNIPITIYA OLD ROAD,"No 257, Old Road, Moraketiya,  Pannipitiya.",6.8462,79.9448
1734,EX HUNUPITIYA,"No 58, Diulapitiya Road, Hunupitiya, Wattala.",6.9779,79.8898
1491,FC WERAHERA,"NO.202,PLILIYANDALA RD,WERAHERA,BORALESGAMUWA.",6.8382,79.9104
1740,EX PINNAWALA,"Cargill Food City - Express,No -563, Rambukkana Road, Pinnawala.",6.7087,80.6789
1735,EX MALKADUWAWA,"FOOD CITY  EXPRESS –MALKADUWAWA,Molawatta, Malkaduwawa,Kurunegala.",7.244102,80.59864
1739,EX MAKULUDUWA,"No 16 B,Makuluduwa,Piliyandala.",6.8153272,79.9349491
1736,EX KATARAGAMA,"No 53/1/1/2, Sella Road, Kataragama.",6.968444,80.770424
1737,EX KELANIYA,"No,15,Vihara MW,Cross Rd,Kelaniya",6.9553,79.922
1742,EX ELAPITIWALA,"No 121,Elpitiwala Ragama",6.889804,79.9161922
1741,EX MANNAR,"No Road 01 ,Pallimulei Mannar",8.9772444,79.9137786
1738,EX KALMUNAI,"Cargills Food City, Saindhamaruthu, Kalmunai",7.3983722,81.8327841
1743,EX KEKIRAWA,"No 15, Malawa Village,Central Road, Kekirawa",8.0405114,80.5941622
1494,FC PAGODA,"No 41, Pagoda Rd , Nugegoda.",6.8755611,79.8922402
1747,EX ICONIC RESIDENCE,"Iconic Residance , No 110, Parliament Rd , Rajagiriya",6.9032625,79.9107411
1744,EX RAJAGIRIYA FAIRWAY,"No39, Perera Mawatha , Kotuwegoda",6.0240512,80.7976573
1496,FC KAWDANA,"No.10 Attidiya Rd,Kawdana",6.8445317,79.8747511
1745,EX RAHULA JUNCTION,"No. 39,Perera MW,Buthgamuwa Rd,Rajagiriya",6.9093966,79.8985781
1746,EX MALIGAWATTE2,"No.227, Saddharma Mawatha, Maligawatte, Colombo 10",6.938669,79.874888
1749,EX ALADENIYA,"No. 418/A, Kurunegala Road,Aladeniya,Werallagama – Kandy.",7.3272275,80.5932034
1748,EX KOTUGODA,"No.80/H/7 .MINUWANGODA RD, KOTUGODA.",7.1231,79.9263
1499,FC ENDERAMULLA,"No. 63 ,64 ,Dalupitiya Road, Enderamulla",6.9963743,79.9162626
1486,FC GAMPAHA2,"No. 257 ,Colombo Road ,Gampaha.",7.0911057,79.997071
1751,EX ON 320,"No. 320 ,Union Place ,Colombo 2.",6.919438,79.859861
1750,EX MAGAMMANA,"No. 342/1 , Kahathuduwa Road ,Magammana ,Homagama",7.0103848,80.2620885
1550,FC MATARA 02,"No. 28,37 ,Araliya Mawatha ,Kotuwegoda ,Matara.",6.0240512,80.7976573
1566,FC WADDUWA 02,"No.685,Galle Rd,Wadduwa",6.6686,79.9253
1559,FC ANURADHAPURA 02,"No.46 Maithreepala Senanayeke Mawathe,Anuradapura",6.9413418,80.1894709
1551,FC PILIYANDALA 02,"No.134,Moratuwa Rd,Piliyandala",6.7999,79.9249
1493,FC HOMAGAMA 02,"NO.100, HIGHLEVEL ROAD, HOMAGAMA",6.844,80.0024
1498,FC KURUNEGALA 03,"Cargills food city No.200/Colombo road,Kurunegala - 03",6.714712,80.063782
1557,FC THALAPATHPITIYA,"270/D, Thalapathpitiya Rd, Thalapathpitiya",6.8674092,79.9158906
1565,FC MORATUMULLA,"No.411/1/2 ,De Zoisa Rd, Molte, Moratuwa",6.7746821,79.8826095
1752,EX KALUBOWILA,"No.2/A, Peris Rd, Kalubovila, Dehiwala",6.8512785,79.8659769
1553,FC SEEDUWA 02,"No.245, Colombo Rd, Seduwa",7.091332,79.996565
1753,EX PADUKKA,"No.49/A, Hanwella Rd, Padukka",6.8438311,80.0903874
1568,FC MILLENNIUM CITY,"No.383,Millennium City,Oruwala,Athurugiriya",6.8772464,79.9899292
1571,FC DAMBULLA 02,"No.166, Kurunegala Rd, Dambulla",7.86,80.65167
1561,FC WELLAMPITIYA,"No.214, Colombo Road, Wellampitiya.",6.9372438,79.8962142
1569,FC ARAWWALA,"No: 675/1, Arawwala,Pannipitiya",6.8450609,79.9525626
1567,FC KEGALLE 02,"No: 75/10, Hitinawatta Rd, Nidahas Mw, Kegalle",7.2532006,80.3454132
1755,EX DOMPE,"No: 217 J, Main Street, Dompe",9.750686,80.230401
1754,EX NAIWALA,"Cargill Food City - Express, Reality pl. Building, Naiwala",7.1593736,80.0309
1575,FC HOKANDARA,"No: 450, Pannipitiya Rd, Hokandara",6.8804849,79.9599002
1563,FC WIJERAMA 02,"No: 562, Gangodawila, Nugegoda",6.8630437,79.8951453
1564,FC KOLAMUNNA,"No: 78/E, Madapatha Rd, Kolomunna",5.97179,80.364592
1581,FC NITTAMBUWA 02,"Unit 2, Veyangoda Rd, Nittambuwa",7.1426,80.0938
1584,FC MAHIYANGANAYA,"NO.113,TILE FACTORY RD,MAHIYANGANAYA",7.31667,80.98333
1580,FC KATTIYA JUNCTION,"No.30,Old kesbewa road ,Gangodawila,Nugegoda.",6.8713669,79.8945204
1582,FC GODAGAMA,"No. 179/1 ,Borella Road ,Godagama",6.8506,80.033
1558,FC KOSWATTE 02,"No. 07&7/3 ,Denzil Kobbekaduwa Mawatha ,Koswatta",7.3659684,79.8925803
1586,FC GAMPAHA 03,"No. 27 ,Oruthota Road ,Gampaha.",7.077059,79.985504
1576,FC RATHNAPURA 02,"No.111, Inner Circular Road ,Rathnapura",6.682384,80.402886
1756,EX BINDUNUWEWA,"Cargill Food City - Express, HILL SIDE, BINDUNUWEWA",6.911341,79.865033
1757,EX KIRILLAWALA,"NO 538 KANDY ROAD ,KIRILLAWALA, KADAWATHA",7.0346833,79.9902341
1588,FC HOMAGAMA 03,"192,ATHURUGIRIYA RD, HOMAGAMA",6.8591332,80.0029533
1572,FC KURANA,"3701 M 1 L 1 677 ,Negombo Road ,Kurana , Katunayaka.",6.984836,79.888517
1579,FC MIRISSA,"Mahawaththa,  Galle Road, Mirissa.",5.9493634,80.4558128
1760,EX THALDUUWA,"No. 499/A, Thalduwa, Avissawella",6.9522325,80.2125947
1589,FC ALUTHGAMA 02,"No:107 or 107/3, Galle Rd, Kaluwamodara, Aluthgama",6.43333,79.99972
1592,FC PILIMATHALAWA 02,"No. 231 ,Urapola, Pilimathalawa.",7.2682337,80.5412865
1759,EX MARADANA 02,"205 1/1 ,Maradana Road ,Colombo 10.",6.99903,79.877956
1758,EX INGIRIYA,"No.50,Ratnapura Road,Ingiriya.",6.7438103,80.1720896
1595,FC BANDARAGAMA 02,"No. 84 ,Panadura Road ,Bandaragama.",6.7063806,79.9745219
1577,FC KADAWATHA 03,"No.467/11,Circular Road,Kadawatha",7.0009,79.95012
1578,FC KELANIYA 02,"No.284, Old Kandy Road,Kelaniya",6.9553,79.922
1570,FC BORUPANA,"1. NO: 69/1 , BORUPANA ROAD , RATHMALANA",7.708939,81.689314
1587,FC PALLIMULLA,"No. 170 , Old Galle ,Pallimulla ,Panadura.",6.7429608,79.9024666
1906,FC RAWATHAWATTA,"No. 491 ,Galle Road ,Rawathawatte ,Moratuwa.",6.773,79.8816
1763,EX URAGASMANHANDIYA,"No. 5 , L.S.Mawatha ,Uragasmanhandiya.",6.981862,80.655775
1762,EX NAWAGAMUWA,"No. 847 ,Avissawella Road, Nawagamuwa.",6.9051,80.0131
1593,FC WELIPILLAWA,"No: 408/B/1, Welipillewa, Ganemulla.",7.0448687,79.9500936
1585,FC BANDARAWELA 02,"No:393,BADULLA RD,BANDARAWELA",6.8334,80.9853
1583,FC SARANANKARA ROAD,"No :23 Sri Saranankara Rd, Kalubovila, Dehiwala",6.8512785,79.8659769
1599,FC WELISARA 02,"No.607, Negombo Rd,Maththumagala",6.984836,79.888517
1904,FC RAGAMA 02,"No.15, Peralanda Rd,Ragama",7.03881,79.910512
1590,FC ATHURUGIRIYA 02,"No.91, Godagama Rd, Athurugiriya",6.8727391,79.9958756
1597,FC RAMBUKKANA,"No:35,DM Dissanayake Kumarathunga Mawatha, Rambukkana",7.3239273,80.3957479
1765,EX DIYAGAMA NDT,"Cargill Food City - Express, DIYAGAMA.INSTITUTE OF THECHANOLOGY.DIYAGAMA",6.911341,79.865033
1767,EX URAPOLA,"121/F, Ruwanwella Rd, Deenadamunuwa, Urapola",7.2723,80.5381
1542,FC KADUWELA 02,"No: 134 Colombo Rd,Kaduwela",6.9374389,79.9783936
1768,EX ELPITIYA,"No. 22 A , Pituwala Road, Elpitiya",6.233142,80.19275
1902,FC COLOMBO CITY CENTER,"No 137, Sir James Pieris Mawatha, Colombo 02",6.934744,79.842725
1541,FC HIMBUTANA,"No. 174 ,Himbutana Road ,Mulleriyawa.",6.9264634,79.9338846
1766,EX PINNADUWA FAIRWAY,"South Tower , Fairway Residencies , Pinnaduwa ,Galle.",7.596745,81.724271
1546,FC RATNAPURA 03,"No.496 Colombo Rd, Weralupa, Rathnapura",6.68610125,80.40792433
1495,FC KIRIBATHGODA 02,"No.153, Makola Rd, Kiribathgoda",6.9780598,79.9273908
1594,FC JAYA ROAD,"No.1594, Food City Jaya Road, Colombo 04",6.934744,79.842725
1769,EX MORAGAHAHENA,"No.437 S1,Moragahahena,Millewa.",6.349277,81.217459
1770,EX PALAPATHWELA,"R.R.B.BANK BULDING, PALAPATHWALA",8.927492,80.512242
1548,FC BIYAGAMA,"No.452, New Kandy Rd, Biyagama",6.9526193,79.9940302
1596,FC MALABE 03,"No. 412/2  A-B ,Athurugiriya Road, Malabe.",6.903836,79.955196
1552,FC RADDOLUGAMA,"No.362 C1A NHS Road,Raddolugama",7.102881,79.889244
1545,FC GLORIOUS RESIDENCE,"No.167 Bandaranayeka Rd,Colombo 12",6.934744,79.842725
1761,EX NARAHENPITA,"No.522,Elvitigala Mawatha, Narahenpita",6.8928,79.8757
1764,EX KOSGAMA,"No.33, High Level Road,Kosgama",6.939891,80.1275171
1600,EX GALAHA ROAD,"No. 24 ,Galaha Road ,Peradeniya.",7.2621872,80.599196
1773,EX UNAWATUNA,"No.134 Matara Rd, Unawatuna",6.0212,80.2503
1608,FC KOLLUPITIYA 02,"No. 271/1 ,Galle Road ,Colpetty",6.786499,79.884319
1903,FC KOTIKAWATTA 02,"No.161 kudabothgamuwa, Angoda",7.2467,80.4836
1774,EX DEHIWALA,"No.21, Hill Street, Dehiwala.",6.851319,79.86656
1905,FC NEGOMBO 03,"No. 28, Colombo Road ,Negombo",7.246668,79.850296
1610,FC WENNAPPUWA 02,"No. 354 ,Colombo Road, Wennappuwa.",7.295095,79.85156
1609,FC AWARIWATTA,"No.436,Baseline  Road, Awariwatta, Katunayeke",6.921324,79.877723
1771,EX JAYA MAWATHA,"No.1794, Jaya Mawatha, Dedigamuwa",7.061057,79.925973
1617,FC KATUKURUNDA 02,"No.669 Galle Rd,Wettumakada, Katukurunda",6.5573,79.9715
1616,FC POLONNARUWA,"No.13, f1, Hospital Junction, Polonnaruwa",6.8397967,79.9940385
1776,EX MALIGAWATTE 03,"No. 67, Pradeepa Rd, Maligawatta , Colombo 10",6.9349043,79.8695578
1775,EX KURUDUGAHAHETHEKMA,"No.52 kurundugahahatlma ,Elpitiya",6.2918848,80.1619048
1772,EX LABUDUWA,"No. 52/A Thotagoda, Akmeemana",6.3567576,79.7803792
1777,EX RIKILLAGASKADA,"No.54, Dimbulkumbura Rd, Rikillagaskada",7.1515836,80.8098041
1778,EX DEVINUWARA,"No.144G/144H Tangalle Rd, Devinuwara",5.961752,80.6868
1613,FC WATTALA 02,"No.79, Negombo Road,Wattala",7.0063561,79.8969779
S2HK,Kottawa 2,"No. 191, Horan Road, Kottawa.",6.094,80.303
SCA2,Athurugiriya 2,"No. 175/12, Malambe Road, Athurugiriya",6.8772464,79.9899292
SCAR,Arangala,"No. 730, Malabe Road, Arangala, Athurugiriya",6.887206,79.9675255
SCBL,Boralasgomuwa,"No. 105/1, Kesbewa Road, Katuwala, Boralasgomuwa",6.83314,79.907294
SCCC,Crescat,"No. 89, Crescat Boulevard, Galle Road, Colombo 03",6.917003,79.848217
SCCM,Thalawathugoda,"No. 531, Capital Mall, Madiwela Road, Thalawathugoda",6.874709,79.934338
SCDE,Dehiwala,"No. 268, Sir D.B. Jayathilake Mawatha, (Hill Street), Dehiwala",6.8512785,79.8659769
SCED,Embuldeniya,"No. 303, Old Kottawa Road, Embuldeniya",6.8692513,79.9080518
SCGS,Gamsabha,"No.315,High level road,Gangodawila,Nugegoda",6.8682939,79.8920467
SCHG,Homagama,"No. 375/10A, Highlevel Road, Makumbura, Pannipitiya",6.8392272,79.9726949
SCHR,Havelock Road,"No. 228, Havelock Road, Colombo 05",6.8802141,79.869512
SCKE,Kotahena,"No. 01, Bonjeang Road, Colombo 13",6.726436,80.033863
SCKH,Kohuwala,"No. 135, Dutugemunu Mawatha, Kohuwala",6.8684,79.8816
SCKL,Kalubowila,"No. 53, Hospital Road , Kalubowila, Dehiwala",6.8637484,79.8685126
SCKO,Kotte,"No. 581, Kotte Road , Pitakotte",6.8900532,79.9032684
SCM2,Moratuwa Mall,"No. 340, K- Zone, Lakshapathiya, Moratuwa",6.7746821,79.8826095
SCM3,Maharagama 2,"No. 184, Dehiwala Road, Maharagama",6.8469837,79.9265554
SCMD,Marine Drive,"No. 35, Upathissa Road, Bambalapitiya, Colombo 04",6.8893104,79.8543553
SCMG,Maharagama,"No. 226, High Level Road, Maharagama",6.8469973,79.9268651
SCML,Mount Lavinia,"No. 388/A, Galle Road, Mount Lavinia",6.83389,79.86444
SCNW,Nawala,"No. 459, Nawala Road, Rajagiriya",6.9174,79.8896
SCPK,Pitakotte,"No. 216 A, Thalawathugoda Road, Pitakotte",6.87692,79.9272328
SCPN,Pannipitiya,"No. 361, Highlevel Road, Pannipitiya",6.8462,79.9448
SCPT,Pittugala ,"No. 296, Kaduwela Road, Pittugala, Malambe ",6.909663,79.9711355
SCPY,Kohuwala 2,"No. 71, Sunethradevi Road, Kohuwala",6.8670544,79.8847353
SCRJ,Rajagiriya 2,"No. 522, Kotte Road, Rajagiriya",6.9174,79.8896
SCRM,Rathmalana,"No. 413, Galle Road, Rathmalana",6.837607,79.867514
SCRT,Raththanapitiya,"No. 235, Horana Road, Raththanapitya, Boralasgamuwa",6.669219,79.991486
SCSJ,Rajagiriya,"No. 475, Sri Jayawardenapura Road, Rajagiriya",6.9174,79.8896
SCTB,Thimbirigasyaya,"No. 407, Thimbirigasyaya Road, Colombo 05",6.8959423,79.8732777
SCTH,Thalahena,"No. 427, Kaduwela Road, Thalahena",6.9144935,79.9507612
SCUP,Union Place,"No. 199, Union Place, Colombo 2",6.919438,79.859861
SCWJ,Wijerama,"No. 4 & 6, Soratha Mawatha, Nugegoda",6.857649,79.908165
SFGL,Galle,"No. 46, Colombo Road, Kaluwella, Galle",6.0328687,80.2147822
SGKB,Kiribathgoda,"No. 94, Makola Road, Kiribathgoda",6.976833,79.929
SGKY,Kelaniya,"No: 690, Biyagama Road, Pilapitiya, Kelaniya",6.9518701,79.9173819
SGMH,Welisara,"No: 812, Negombo Road, Mahabage",7.02,79.8913
SGWA,Wattala 2,"No. 384, Negombo Road, Wattala",6.9779,79.8898
SIP2,Panadura 2,"No. 161, Galle Road, Walana, Panadura",6.7198096,79.9075006
SKK2,Kandy 2,"No. 489, William Gopallawa Mawatha, Kandy",7.2923803,80.6339666
SKKA,Kandy,"City Centre Compex, Level 1, L1 -14, Kandy (Pvt) Ltd, Kandy",7.2922234,80.6370835
SMMR,Matara,"No. 227, Anagarika Dharmapala Mawatha, Nupe, Matara",5.94899,80.534952
SCK3,Kottawa 3,"No. 139, Athurugiriya Road, Kottawa",6.8418687,79.9643923
SCTG,Thalawathugoda 2,"No. 158, Pannipitiya Road, Thalawathugoda",6.8795875,79.9346861
SGKR,Kerawalapitiya,"No. 315, Handala Road, Wattala",6.9779,79.8898
SRRP,Rathnapura,"No. 09, Panadura Road, Moragahayata, Rathnapura",6.68278,80.39917
SGEM,Enderamulla,"No. 75A, Enderamulla, Wattala",7.294566,80.560479
SGKG,Kiribathgoda 2,"No. 197, Kandy Road, Kiribathgoda",6.9689794,79.911636
SFGA,Galle 2,"No. 465,Wackwella Road, Kalegana, Galle",7.249624,80.453606
SIKS,Kaluthara,"No. 735, Galle Road, Wettumakada, Kauthara South, Kaluthara",6.637392,79.96395
SCET,Edmonton,"No. 25, Edmonton Road, Colombo - 5",6.8812862,79.8756536
SGTY,Tyre Junction,"No. 498, Kandy Road, Dalugama, Kelaniya",6.9745876,79.918335
SCMW,Moratuwa 3,"No. 16, St Peters Road, Moratuwa",6.7746821,79.8826095
SNRU,Kurunegala 02,"No. 41, Bauddhaloka Mawatha, Kurunegala",7.4819039,80.3606205
SCKZ,Kesbewa,"No. 220/1, Bandaragama Road, Kasbewa",6.736522,79.973667
SIBE,Beruwala,"No. 167, Galle road, Beruwala",6.427337,79.9982066
SGRA,Ragama,"No. 968, Mahabage Road, Ragama",7.0292,79.917
SCGT,Gothatuwa,"No. 215, IDH Road, Gohtatuwa",6.930591,79.862641
SMMS,Matara 2,"No 361, Welewatta Matara.",5.9645809,80.703268
SGMk,Makola,"No. 106, Makola North, Makola",6.9749497,79.9499272
SCAD,Attidiya 02,"208, Aththidiya Road, Bellanthotha",6.8399552,79.8822694
SIP4,Panadura 03,"267, Horana Road, Wekada, Panadura",6.7132,79.9026
SYMT,Matale,"11, Nagolla Road, Mathale",8.330443,80.414068
SGGP,Gampaha 2,"125, Colombo Road, Gampaha",7.0028467,79.9539103
SCGO,Godagama,"551, Highlevel Road, Homagama",6.8412384,80.0034457
SGKC,Kochchikade,"21, Negembo Road, Kochchikade",7.2657,79.8603
SINL,Nalluruwa,"735, Galle Road, Nalluruwa, Panadura.",6.7132,79.9026
SIAL,Aluthgama,"Ruwangiri”, Kaluwamodara, Galle Road, Aluthgama.",6.4394,79.9895
SCWP,Wellampitiya,"230, Avissawella Road, Wellampitiya.",6.9372438,79.8962142
SCPI,Piliyandala,"242, Colombo Road, Miriswatta, Piliyandala",6.0157315,80.7189695
SLKV,Kegall,"No. 461, Kandy road, Kegalle.",7.253298,80.346275
SGMI,Minuwangoda,"No.28, Veyangoda Road, Minuwangoda.",7.1696959,79.9458028
SREP,Embilipitiya,"No 248, Pallegama Embilipitiya.",6.889804,79.916192
SGJA,Ja Ella," NO: 134 Minuwangoda Road, Kanuwana, Ja-Ela",7.0793775,79.8907632
SPWN,Wennappuwa,"No: 28A, Chilaw Road, Wennappuwa",7.3893081,79.8319885
SCMU,Mulleriyawa -Angoda,"No: 42D, Hospital Road, Angoda.",6.9869051,79.9291197
SNRN,Kurunegala 03,"192, Puttalam Road, Kurunegala",7.6195581,80.246429
SIGN,Gorakana,"No. 290, Old Galle Road, Gorakana, Panadura",6.7665598,79.8942365
SIBM,Bandaragama,"No. 50, Panadura Road, Bandaragama",6.7063806,79.9745219
SGN2,Negombo 2,"No. 339, Kimbulapitiya Road, Negombo",7.2051806,79.8532912
SKGZ,Gampola,"27/2, Nawalapitiya Road, Gampola",7.1593404,80.5650356
SPCH,Chilaw,"No. 110, Puttlam Road, Chilaw",7.57583,79.79528
SCKJ,Kesbewa 2,"1059, Horana Road, Kesbewa  ",6.7928137,79.9461733
SGRD,Delpe,"No. 324, Kadawatha Road, Delpe Junction, Mahara",7.1602,80.5724
SGND,Dalupotha,"No 555, Chilaw Road, Negombo",7.2194812,79.8453009
SGEL,Eldeniya,"No. 434, Kandy Road, Ranmuthugala, Kadawatha",7.0047,79.96
SCBI,Biyagama,"No. 306, New Kandy Road, Biyagama",6.9526193,79.9940302
SREG,Ehaliyagoda,"No. 34, Rathnapura Road, Eheliyagoda",6.844854,80.273006
SPMV,Maravila,"No. 40, Horagalla South, Colombo Road, Marawila. ",7.3893081,79.8319885
SYMX,Matale 2,"833A, Aluvihare, Mathale",7.4888621,80.6208562
SKKM,Katugasthota,"1416, Jaffna Road, Katugasthota",7.3443912,80.6178312
SIHZ,Horana,"No. 233, Rathnapura Road, Horana",6.7159,80.0626
SPPU,Puttalam,"# 89, Kurunegala Road, Puttalama.",8.031019,79.828838
SGMP,Miriswatta,"No. 39, Gampaha Road, Miriswattha",7.0733989,80.01588013
SCAK,Akuregoda,"No. 244, Pothuarawa Road, Akuregoda",6.8945264,79.9522318
SCDR,Darley Road,"No. 460, T.B. Jaya Mawatha, Colombo 10.",6.922769,79.862045
SGTI,Thihariya,"No. 120, Kandy Road, Thihariya",7.1198819,80.0619791
SCSL,Shangri-La Mall,"One Galle Face Mall, Colombo.",6.92762985,79.84493183
SHTA,Tangalle,"No. 281, Matara Road,Tangalle",6.024,80.7911
SCPA,Piliyandala 2,"118/1 A, Maharagama road, Mavittara,Piliyandala",6.7999,79.9249
SCMY,Mattakuliya,"Nos. 854 Aluthmawatha Road, Mattakkuliya.",6.956636,79.8614756
SGNK,Negombo Kurana,"No. 800,2nd Kurana, Colombo Road, Negombo",7.2083,79.8358
SGJW,JA Ela 3,"236, Negombo Road,Weligampitiya, Ja Ela",7.0793775,79.8907632
SGSE,Seeduwa,"No. 253, Negombo Road, Bandarawaththa, Seeduwa",7.1311776,79.8762627
SCTL,Thalawathugoda 3,"572/5, Thalawathugoda Road,Madiwela",6.8760624,79.9289737
SLMN,Mawanella,"185, New Kandy Road, Mawanella",7.2523113,80.4468038
SKKI,Kandy 3,"No. 927, Peradeniya Road, Kandy",7.2444242,80.5797695
SGNO,Negombo Telwatta,"250, Colombo Road, Negombo",7.2166704,79.8460345
SCAV,Avissawella,"No.57, Kiriwandala, Avissawella",6.9413365,80.1920458
SGSM,Sinharamulla,"356, Biyagama Road, Gonawela,Kelaniya",6.9553,79.922
SFK4,Karapitiya,"No.54, Hirimbura Cross Road, Karapitiya",7.948676,81.497107
SFAB,Ambalangoda,"No. 435, Galle Road, Ambalangoda",6.2355,80.0538
SCHD,Hokandara,"188, Hokandara Road, Thalawathugoda",6.8799359,79.9465858
SIMZ,Mathugama,"185, Kaluthara Road, Mathugama",6.489959,80.095032
SCVJ,Vidyala Junction,"No. 4, Hokandara Road, Kalalgoda, Pannipitiya",6.8683248,79.9417996
SGMQ,Mawaramandiya,"475, Udupila Road, Mawaramandiya",6.9847695,79.9715641
SCBT,Battaramulla,"1024 and 1027, Pannipitiya Road, Battharamulla",6.8835532,79.9331755
SIWD,Wadduwa,"No. 520, Galle road, Wadduwa",6.6944617,79.9146098
SGK5,Kirillawala,"No. 89, Kandy Road, Pahala Imbulgoda, Imbulgoda",7.0376,79.9913
SMMC,Matara 3,"No. 66, Kumarathunga Mawatha, Matara",5.948977,80.542773
SCK6,katubedda,"No. 78, Bandaranayake Mawatha, Katubedda",6.7974474,79.8885193
SCMF,Maharagama 3,"No. 59, Piliyandala road, Maharagama",6.848,79.9265
SIWK,Kaluthara 2,"No. 34, Galle Road, Maha Waskaduwa ",6.6459201,79.9370807
SCDP,Duplication Road,"No. 5, Lauries Place, Colombo 4 ",6.934744,79.842725
SAAP,Anuradhapura,"No. 514, Maithripala Senanayake Mawatha, Anuradhapura",8.3231774,80.403114
SCKX,Kaduwela,"131/6, Hewagama, Kaduwela",6.9210961,79.9748073
SCPO,Pitakotte 2,"308, Kotte Road, Pitakotte",6.8900532,79.9032684
SRRR,Rathnapura 2,"No. 42, Bandaranayake Mawatha, Rathnapura",6.6816822,80.3973131
SGYK,Yakkala,"65/5. 1st Lane, Kandy Road, Yakkala.",7.0869,80.0271
SCK7,Kotahena 2,"No. 141, K Cyril C Perera Mawatha, Cololmbo 13.",6.953332,79.867075
SCNG,Nugegoda 2,"No. 14, Nawala Road, Nugegoda",6.8787282,79.8908299
SCTU,Thurstan,"No. 32, Kumarathunga Munidasa Mawatha, Cololmbo 3.",7.25677,80.350931
SGDL,Diuwalapitiya,"Mahagedarawaththa, Minuwangoda Road,  Divulapitiya",7.256563,80.00489
SGGE,Ganemulla,"No 268, Kadawatha Road, Ganemulla",7.0603137,79.9626773
SCCR,Kotta Road,"No 103, Dr. N.M. Perera Mawatha, Colombo 08",6.934744,79.842725
