CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND,APPROVE
1498,FC KURUNEGALA 03,"Cargills food city No.200/Colombo road,Kurunegala - 03",7.4817695,80.3608876,Cargills,False
1571,FC DAMBULLA 02,"No.166, Kurunegala Rd, Dambulla",7.8678015,80.6460586,Cargills,True
1567,FC KEGALLE 02,"No: 75/10, Hitinawatta Rd, Nidahas Mw, Kegalle",7.2513317,80.3463754,Cargills,True
1584,FC MAHIYANGANAYA,"NO.113,TILE FACTORY RD,MAHIYANGANAYA",7.342896,80.9932316,Cargills,False
1756,EX BINDUNUWEWA,"Cargill Food City - Express, HILL SIDE, BINDUNUWEWA",6.8431887,81.002301,Cargills,False
1579,FC MIRISSA,"Mahawaththa,  Galle Road, Mirissa.",5.948262,80.4715866,Cargills,True
1760,EX THALDUUWA,"No. 499/A, Thalduwa, Avissawella",6.9671512,80.229343,Cargills,False
1589,FC ALUTHGAMA 02,"No:107 or 107/3, Galle Rd, Kaluwamodara, Aluthgama",6.435942,79.9964238,Cargills,True
1592,FC PILIMATHALAWA 02,"No. 231 ,Urapola, Pilimathalawa.",7.2640563,80.5389834,Cargills,True
1759,EX MARADANA 02,"205 1/1 ,Maradana Road ,Colombo 10.",6.9189885,79.8731836,Cargills,False
1763,EX URAGASMANHANDIYA,"No. 5 , L.S.Mawatha ,Uragasmanhandiya.",6.349044,80.0978637,Cargills,False
1762,EX NAWAGAMUWA,"No. 847 ,Avissawella Road, Nawagamuwa.",6.9318049,80.0071384,Cargills,False
1597,FC RAMBUKKANA,"No:35,DM Dissanayake Kumarathunga Mawatha, Rambukkana",7.3135237,80.3881333,Cargills,True
1768,EX ELPITIYA,"No. 22 A , Pituwala Road, Elpitiya",6.2870306,80.1640409,Cargills,False
1902,FC COLOMBO CITY CENTER,"No 137, Sir James Pieris Mawatha, Colombo 02",6.9180466,79.8551837,Cargills,False
1766,EX PINNADUWA FAIRWAY,"South Tower , Fairway Residencies , Pinnaduwa ,Galle.",6.9091439,79.9053376,Cargills,False
1546,FC RATNAPURA 03,"No.496 Colombo Rd, Weralupa, Rathnapura",6.6808202,80.3985523,Cargills,True
1594,FC JAYA ROAD,"No.1594, Food City Jaya Road, Colombo 04",6.88653,79.8549241,Cargills,False
1770,EX PALAPATHWELA,"R.R.B.BANK BULDING, PALAPATHWALA",7.5302283,80.626076,Cargills,False
1548,FC BIYAGAMA,"No.452, New Kandy Rd, Biyagama",6.9507217,79.9935101,Cargills,True
1545,FC GLORIOUS RESIDENCE,"No.167 Bandaranayeka Rd,Colombo 12",6.8697659,79.865775,Cargills,False
1761,EX NARAHENPITA,"No.522,Elvitigala Mawatha, Narahenpita",6.8932836,79.8767898,Cargills,True
1600,EX GALAHA ROAD,"No. 24 ,Galaha Road ,Peradeniya.",7.2444774,80.598712,Cargills,True
1773,EX UNAWATUNA,"No.134 Matara Rd, Unawatuna",6.0197503,80.2475964,Cargills,True
1608,FC KOLLUPITIYA 02,"No. 271/1 ,Galle Road ,Colpetty",6.908723,79.8499807,Cargills,False
1774,EX DEHIWALA,"No.21, Hill Street, Dehiwala.",6.8513282,79.8667247,Cargills,True
1616,FC POLONNARUWA,"No.13, f1, Hospital Junction, Polonnaruwa",7.9426827,81.0116445,Cargills,False
1776,EX MALIGAWATTE 03,"No. 67, Pradeepa Rd, Maligawatta , Colombo 10",6.9350558,79.869745,Cargills,True
1772,EX LABUDUWA,"No. 52/A Thotagoda, Akmeemana",6.0741647,80.2425869,Cargills,False
1777,EX RIKILLAGASKADA,"No.54, Dimbulkumbura Rd, Rikillagaskada",7.1450885,80.7852142,Cargills,False
1778,EX DEVINUWARA,"No.144G/144H Tangalle Rd, Devinuwara",5.9452006,80.555688,Cargills,False
1497,FC DEMATAGODA 02,"02 Dematagoda Road, Maligawatta, Colombo 00900, Sri Lanka",6.9304602,79.8739752,Cargills,True
1549,FC BOMIRIYA,"Bomiriya, Western Province, Sri Lanka",6.9344434,79.9961936,Cargills,True
1555,FC BLOEMENDHAL,"Bloemendhal, Colombo, Western Province, Sri Lanka",6.9529494,79.8702837,Cargills,True
1607,FC GAMPOLA 02,"02 Gampola Road, 20400, Sri Lanka",7.2103804,80.5983986,Cargills,False
1614,FC KOLONNAWA 02,"02 Kolonnawa Road, Kolonnawa 10600, Sri Lanka",6.9298301,79.8947387,Cargills,True
1619,FC KULIYAPITIYA 02,"02 Pannala - Kuliyapitiya Road, Kuliyapitiya 60200, Sri Lanka",7.4471878,80.0287814,Cargills,False
1650,FC W. A. SILVA MAWATHA,"W. A. Silva Mawatha, Wellawatte, Colombo 00600, Sri Lanka",6.876094,79.8635448,Cargills,True
1651,FC KARAPITIYA 02,"02 Karapitiya Road, Pilana 80120, Sri Lanka",6.0351499,80.2892727,Cargills,False
1655,FC WALGAMA,"Walgama, Southern Province, Sri Lanka",5.9463714,80.5132818,Cargills,True
1659,FC MATALE 03,"03 Kandenuwara - Matale Road, Bandarapola 21300, Sri Lanka",7.3733183,80.6179237,Cargills,False
1661,FC GREEN PATH,"Green Path, 10250, Sri Lanka",6.8649091,79.8843596,Cargills,True
1663,FC KIRIBATHKUMBURA,"Kiribathkumbura, Eriyagama, Central Province, Sri Lanka",7.2679259,80.5749643,Cargills,True
1664,FC THANIPOLGAHA JUNCTION,"Thanipolgaha Junction (Galle), Southern Province, Sri Lanka",6.0459387,80.2252201,Cargills,True
1667,FC AVISSAWELLA 02,"02 Avissawella-Ratnapura Road, Avissawella 10700, Sri Lanka",6.9336083,80.2166177,Cargills,False
1669,FC BADULLA 02,"No.02 New Bus stop ,Badulla, Badulla 90000, Sri Lanka",6.9934009,81.0549815,Cargills,True
1670,FC MATHUGAMA 02,"02 Mathugama Road, Aluthgama 12080, Sri Lanka",6.4381509,80.0042773,Cargills,True
1671,FC MAWATHAGAMA,"Mawathagama, North Western Province, Sri Lanka",7.4321631,80.4437781,Cargills,True
1672,FC SLAVE ISLAND,"Slave Island (Colombo), Western Province, Sri Lanka",6.9221695,79.8548823,Cargills,True
1676,FC BAUDDHALOKA MAWATHA,"Bauddhaloka Mawatha, Bambalapitiya, Colombo 00400, Sri Lanka",6.8976017,79.8604928,Cargills,True
1678,FC KOTHALAWALA,"Kothalawala, Western Province, Sri Lanka",6.9194938,79.9780178,Cargills,True
1680,FC KURUNEGALA 04,"04 Kurunegala Road, 61307, Sri Lanka",7.3638645,80.3090902,Cargills,False
1697,FC TANGALLE 02,"Tangalle, Kotuwegoda, Tangalle 82300, Sri Lanka",6.0243383,80.7940726,Cargills,True
1779,EX UDAWALAWA,"Udawalawa Fisheries Bungalow, Pubudu Mawatha, Udawalawe 70190, Sri Lanka",6.4136994,80.8278644,Cargills,True
1780,EX MORAWAKA,"Morawaka, Southern Province, Sri Lanka",6.2652802,80.491047,Cargills,True
1781,EX AHUNGALLA,"Ahungalla, Southern Province, Sri Lanka",6.3132776,80.0409178,Cargills,True
1782,EX KANTHALE,Cargills Food City Express - Kanthale,8.3658759,81.0031042,Cargills,True
1783,EX JAYANTHIPURA,"Jayanthipura (Polonnaruwa), North Central Province, Sri Lanka",7.9483156,81.0017827,Cargills,False
1784,EX DODANGODA,"Dodangoda, Western Province, Sri Lanka",6.5417313,80.0433503,Cargills,False
1785,EX GALLE FORT,"Galle Fort Hotel, Church Street, Talbot Town, Galle 80000, Sri Lanka",6.0266361,80.2174665,Cargills,True
1787,EX BADDEGAMA,"Baddegama, Southern Province, Sri Lanka",6.1688292,80.1793976,Cargills,True
1788,EX BADULLA,"Badulla, Uva Province, Sri Lanka",6.9934009,81.0549815,Cargills,True
1790,EX HALDUMMULLA,"Haldummulla, Uva Province, Sri Lanka",6.7602835,80.8809283,Cargills,True
1791,EX IBBAGAMUWA 02,"02 Ibbagamuwa-Kumbukgete-Madagalla Road, Kiribamuna 60506, Sri Lanka",7.5687625,80.4457867,Cargills,False
1795,EX NOROCHCHOLAI,"Norochcholai, North Western Province, Sri Lanka",8.0348657,79.7315747,Cargills,False
1796,EX POTHUPITIYA,"Pothupitiya, Sabaragamuwa Province, Sri Lanka",6.4631156,80.4307831,Cargills,False
1797,EX PITIGALA,"Pitigala, Southern Province, Sri Lanka",6.3419553,80.2377078,Cargills,True
1799,EX AMBANPOLA,"Ambanpola, North Western Province, Sri Lanka",7.9181144,80.2404959,Cargills,True
1800,EX HAPUGALA,"Hapugala, Southern Province, Sri Lanka",6.0765847,80.1958755,Cargills,True
1801,EX PALLEBEDDA,"Pallebedda, Sabaragamuwa Province, Sri Lanka",6.4872288,80.6937177,Cargills,True
1802,EX BULATHKOHUPITIYA,"Bulathkohupitiya, Sabaragamuwa Province, Sri Lanka",7.1045281,80.336047,Cargills,True
1803,EX TANGALLE,"Tangalle, Southern Province, Sri Lanka",6.0243383,80.7940726,Cargills,True
1806,EX THIHAGODA,"Thihagoda, Southern Province, Sri Lanka",6.0133387,80.5660041,Cargills,True
1807,EX WALASMULLA,"Walasmulla, Southern Province, Sri Lanka",6.1508888,80.6937177,Cargills,True
1809,EX ARACHCHIKANDA,"Arachchikanda, Galle, Sri Lanka",6.1382193,80.1344842,Cargills,True
1810,EX ALAWWA 02,"02 Alawwa-Giriulla Road, Alawwa 60288, Sri Lanka",7.2467402,80.1290871,Cargills,False
1825,EX YATIYANTOTA,"Yatiyantota, Sabaragamuwa Province, Sri Lanka",7.0288824,80.2955419,Cargills,True
1826,EX YMCA,"YMCA, Kotugodella Veediya, Mahaiyawa, Kandy 20000, Sri Lanka",7.2963879,80.6368973,Cargills,True
1828,EX HIRIPITIYA,"Hiripitiya, North Western Province, Sri Lanka",7.6579606,80.3686488,Cargills,True
1834,EX VAVUNIYA,"Vavuniya, Northern Province, Sri Lanka",8.7542029,80.4982402,Cargills,True
1836,EX RAIGAMA,"Raigama, Western Province, Sri Lanka",6.7266167,80.0164621,Cargills,True
1840,EX WATAREKA,"Watareka, North Western Province, Sri Lanka",7.3972603,80.4354337,Cargills,True
1841,EX URUBOKKA,"Urubokka, Southern Province, Sri Lanka",6.3065297,80.6306103,Cargills,True
1842,EX KEKANADURA,"Kekanadura Cemetry, Thalpawila, Matara District, Sri Lanka",5.9414025,80.5891424,Cargills,False
1843,EX THELDENIYA,"Police Station Theldeniya, Kandy - Mahiyanganaya- Padiyathalawa Road, Teldeniya 20900, Sri Lanka",7.3153819,80.7449309,Cargills,False
1844,EX YANTHAMPALAWA,"Yanthampalawa, North Western Province, Sri Lanka",7.5008975,80.3477676,Cargills,True
1845,EX PIDURUWELLA,"Piduruwella, Kegalle, Sri Lanka",7.2513317,80.3463754,Cargills,False
1847,EX HIKKADUWA 02,"02 Old Hikkaduwa Road, Baddegama 80200, Sri Lanka",6.1745381,80.1763683,Cargills,True
1850,EX NINTAVUR,"Nintavur (Karaitivu), Eastern Province, Sri Lanka",7.3770777,81.8415616,Cargills,False
1852,EX RANNA,"Ranna, Southern Province, Sri Lanka",6.0935429,80.8626864,Cargills,True
1853,EX WEERAKETIYA,"Weeraketiya-Middeniya Road, Mandaduwa 82240, Sri Lanka",6.1578889,80.7680815,Cargills,True
1854,EX KANNATHTHOTA,"Kannaththota, Sabaragamuwa Province, Sri Lanka",7.0947226,80.2822811,Cargills,True
1858,EX THAMBUTHTHEGAMA,"NCP/A/TB/TB/Thambuththegama Primary School, Anuradhapura - Padeniya Road, Ikiriwewa 50240, Sri Lanka",8.1296937,80.2838345,Cargills,True
1859,EX WIJERAMA MAWATHA,"Wijerama Mawatha, Cinnamon Gardens, Colombo 00700, Sri Lanka",6.9110572,79.8711168,Cargills,True
1862,EX PINNADUWA 02,"Akmeemana, Southern Province, Sri Lanka",6.0836306,80.2962385,Cargills,False
1863,EX BATAPOLA,"Ambalangoda -Batapola Road, Ambalangoda 80300, Sri Lanka",6.2441639,80.0619435,Cargills,True
1864,EX ARAYAMPATHY,"Arayampathy, Eastern Province, Sri Lanka",7.6569501,81.7404134,Cargills,True
1866,EX MUTUR,"Mutur, Eastern Province, Sri Lanka",8.4579065,81.2684019,Cargills,True
1867,EX KOPAY,"Kopay, Northern Province, Sri Lanka",9.7066044,80.0712998,Cargills,True
1872,EX OVAL VIEW RESIDENCE,"Oval View Residencies, 120 Leslie Ranagala Mawatha, Borella, Colombo 00800, Sri Lanka",6.9180122,79.885249,Cargills,True
1887,EX POTHUHERA,"Pothuhera, North Western Province, Sri Lanka",7.4216724,80.3296664,Cargills,True
1888,EX ISIPATHANA MAWATHA,"Isipathana Mawatha, Havelock Town, Colombo 00006, Sri Lanka",6.8888011,79.8682019,Cargills,True
1892,EX MABULGODA,"Mabulgoda, Colombo, Sri Lanka",6.8281188,79.9738229,Cargills,True
1896,EX ORION CITY,"Orion City IT Park, Orion City Entrance, Dematagoda, Colombo 00009, Sri Lanka",6.9406131,79.8789441,Cargills,True
SCA2,Athurugiriya 2,"No. 175/12, Malambe Road, Athurugiriya",6.8723185,80.0003875,Keels,True
SCAR,Arangala,"No. 730, Malabe Road, Arangala, Athurugiriya",6.851619,79.9684822,Keels,False
SCBL,Boralasgomuwa,"No. 105/1, Kesbewa Road, Katuwala, Boralasgomuwa",6.8345561,79.9047633,Keels,True
SCCC,Crescat,"No. 89, Crescat Boulevard, Galle Road, Colombo 03",6.9171044,79.8481871,Keels,True
SCCM,Thalawathugoda,"No. 531, Capital Mall, Madiwela Road, Thalawathugoda",6.8749649,79.9342066,Keels,True
SCDE,Dehiwala,"No. 268, Sir D.B. Jayathilake Mawatha, (Hill Street), Dehiwala",6.8501667,79.8725682,Keels,True
SCED,Embuldeniya,"No. 303, Old Kottawa Road, Embuldeniya",6.8686027,79.9091084,Keels,True
SCGS,Gamsabha,"No.315,High level road,Gangodawila,Nugegoda",6.8657668,79.8953098,Keels,True
SCHG,Homagama,"No. 375/10A, Highlevel Road, Makumbura, Pannipitiya",6.8402244,79.9673618,Keels,True
SCHR,Havelock Road,"No. 228, Havelock Road, Colombo 05",6.886914,79.8643036,Keels,True
SCKE,Kotahena,"No. 01, Bonjeang Road, Colombo 13",6.9482385,79.8609863,Keels,False
SCKH,Kohuwala,"No. 135, Dutugemunu Mawatha, Kohuwala",6.8694604,79.8806691,Keels,True
SCKL,Kalubowila,"No. 53, Hospital Road , Kalubowila, Dehiwala",6.8634766,79.8667667,Keels,True
SCKO,Kotte,"No. 581, Kotte Road , Pitakotte",6.8891682,79.9023686,Keels,True
SCM2,Moratuwa Mall,"No. 340, K- Zone, Lakshapathiya, Moratuwa",6.7957814,79.8877203,Keels,False
SCM3,Maharagama 2,"No. 184, Dehiwala Road, Maharagama",6.8427922,79.9208422,Keels,True
SCMD,Marine Drive,"No. 35, Upathissa Road, Bambalapitiya, Colombo 04",6.8894201,79.8547186,Keels,True
SCMG,Maharagama,"No. 226, High Level Road, Maharagama",6.852149,79.9210177,Keels,True
SCML,Mount Lavinia,"No. 388/A, Galle Road, Mount Lavinia",6.8647757,79.8632349,Keels,False
SCNW,Nawala,"No. 459, Nawala Road, Rajagiriya",6.9048893,79.8946352,Keels,True
SCPK,Pitakotte,"No. 216 A, Thalawathugoda Road, Pitakotte",6.8768806,79.9374064,Keels,True
SCPN,Pannipitiya,"No. 361, Highlevel Road, Pannipitiya",6.8414135,79.9651125,Keels,False
SCPT,Pittugala ,"No. 296, Kaduwela Road, Pittugala, Malambe ",6.9080896,79.9655555,Keels,True
SCPY,Kohuwala 2,"No. 71, Sunethradevi Road, Kohuwala",6.8634026,79.8877058,Keels,True
SCRJ,Rajagiriya 2,"No. 522, Kotte Road, Rajagiriya",6.8891416,79.9031684,Keels,False
SCRM,Rathmalana,"No. 413, Galle Road, Rathmalana",6.819326,79.8740998,Keels,False
SCRT,Raththanapitiya,"No. 235, Horana Road, Raththanapitya, Boralasgamuwa",6.7070323,79.957127,Keels,False
SCSJ,Rajagiriya,"No. 475, Sri Jayawardenapura Road, Rajagiriya",6.9094108,79.8942538,Keels,True
SCTB,Thimbirigasyaya,"No. 407, Thimbirigasyaya Road, Colombo 05",6.8960422,79.8728204,Keels,True
SCTH,Thalahena,"No. 427, Kaduwela Road, Thalahena",6.9039252,79.9553217,Keels,True
SCUP,Union Place,"No. 199, Union Place, Colombo 2",6.9217417,79.8561513,Keels,True
SCWJ,Wijerama,"No. 4 & 6, Soratha Mawatha, Nugegoda",6.8549219,79.9064625,Keels,True
SFGL,Galle,"No. 46, Colombo Road, Kaluwella, Galle",6.0331276,80.2143937,Keels,True
SGKB,Kiribathgoda,"No. 94, Makola Road, Kiribathgoda",6.977115,79.929175,Keels,True
SGKY,Kelaniya,"No: 690, Biyagama Road, Pilapitiya, Kelaniya",6.9513808,79.9076682,Keels,True
SGMH,Welisara,"No: 812, Negombo Road, Mahabage",7.0055544,79.8969559,Keels,True
SGWA,Wattala 2,"No. 384, Negombo Road, Wattala",6.9877213,79.8912124,Keels,True
SIP2,Panadura 2,"No. 161, Galle Road, Walana, Panadura",6.7259478,79.9063592,Keels,True
SKK2,Kandy 2,"No. 489, William Gopallawa Mawatha, Kandy",7.2788057,80.6190148,Keels,False
SKKA,Kandy,"City Centre Compex, Level 1, L1 -14, Kandy (Pvt) Ltd, Kandy",7.2905715,80.6337262,Keels,True
SMMR,Matara,"No. 227, Anagarika Dharmapala Mawatha, Nupe, Matara",5.9481764,80.5359893,Keels,True
SCK3,Kottawa 3,"No. 139, Athurugiriya Road, Kottawa",6.8439854,79.9673948,Keels,True
SCTG,Thalawathugoda 2,"No. 158, Pannipitiya Road, Thalawathugoda",6.8705099,79.940767,Keels,True
SGKR,Kerawalapitiya,"No. 315, Handala Road, Wattala",6.9906677,79.8931709,Keels,True
SRRP,Rathnapura,"No. 09, Panadura Road, Moragahayata, Rathnapura",6.6984707,80.3795327,Keels,False
SGEM,Enderamulla,"No. 75A, Enderamulla, Wattala",6.9977837,79.9189814,Keels,False
SGKG,Kiribathgoda 2,"No. 197, Kandy Road, Kiribathgoda",6.9823562,79.9309042,Keels,False
SFGA,Galle 2,"No. 465,Wackwella Road, Kalegana, Galle",6.0579352,80.203884,Keels,False
SIKS,Kaluthara,"No. 735, Galle Road, Wettumakada, Kauthara South, Kaluthara",6.5663334,79.967683,Keels,False
SCET,Edmonton,"No. 25, Edmonton Road, Colombo - 5",6.8795301,79.8759133,Keels,True
SGTY,Tyre Junction,"No. 498, Kandy Road, Dalugama, Kelaniya",6.9690596,79.9112093,Keels,True
SCMW,Moratuwa 3,"No. 16, St Peters Road, Moratuwa",6.7707682,79.8852455,Keels,True
SNRU,Kurunegala 02,"No. 41, Bauddhaloka Mawatha, Kurunegala",7.4818892,80.3583571,Keels,True
SCKZ,Kesbewa,"No. 220/1, Bandaragama Road, Kasbewa",6.7605697,79.94802,Keels,False
SIBE,Beruwala,"No. 167, Galle road, Beruwala",6.4672734,79.9867005,Keels,False
SGRA,Ragama,"No. 968, Mahabage Road, Ragama",7.0280037,79.923,Keels,True
SCGT,Gothatuwa,"No. 215, IDH Road, Gohtatuwa",6.9282759,79.910126,Keels,False
SMMS,Matara 2,"No 361, Welewatta Matara.",5.9471016,80.5625956,Keels,False
SCAD,Attidiya 02,"208, Aththidiya Road, Bellanthotha",6.8404515,79.8846703,Keels,True
SIP4,Panadura 03,"267, Horana Road, Wekada, Panadura",6.7098659,79.9205993,Keels,False
SYMT,Matale,"11, Nagolla Road, Mathale",7.4627211,80.6192341,Keels,False
SGGP,Gampaha 2,"125, Colombo Road, Gampaha",7.0912814,79.9972199,Keels,False
SCGO,Godagama,"551, Highlevel Road, Homagama",6.8516323,80.0258412,Keels,False
SGKC,Kochchikade,"21, Negembo Road, Kochchikade",7.1338563,79.8757585,Keels,False
SINL,Nalluruwa,"735, Galle Road, Nalluruwa, Panadura.",6.7805724,79.8834898,Keels,False
SIAL,Aluthgama,"Ruwangiriâ€, Kaluwamodara, Galle Road, Aluthgama.",6.4379428,79.9951662,Keels,True
SCWP,Wellampitiya,"230, Avissawella Road, Wellampitiya.",6.8400852,79.9671368,Keels,False
SCPI,Piliyandala,"242, Colombo Road, Miriswatta, Piliyandala",6.8017575,79.9227313,Keels,False
SLKV,Kegall,"No. 461, Kandy road, Kegalle.",7.2544082,80.3513306,Keels,True
SGMI,Minuwangoda,"No.28, Veyangoda Road, Minuwangoda.",7.1681702,79.9487265,Keels,True
SREP,Embilipitiya,"No 248, Pallegama Embilipitiya.",6.3162324,80.8433145,Keels,False
SGJA,Ja Ella,"Â NO: 134 Minuwangoda Road, Kanuwana, Ja-Ela",7.1235722,79.9240243,Keels,False
SPWN,Wennappuwa,"No: 28A, Chilaw Road, Wennappuwa",7.3493037,79.8352767,Keels,False
SCMU,Mulleriyawa -Angoda,"No: 42D, Hospital Road, Angoda.",6.9288075,79.9277461,Keels,False
SNRN,Kurunegala 03,"192, Puttalam Road, Kurunegala",7.4880715,80.363277,Keels,False
SIGN,Gorakana,"No. 290, Old Galle Road, Gorakana, Panadura",6.7603083,79.8978239,Keels,True
SIBM,Bandaragama,"No. 50, Panadura Road, Bandaragama",6.7154972,79.9900663,Keels,True
SGN2,Negombo 2,"No. 339, Kimbulapitiya Road, Negombo",7.2035996,79.8626347,Keels,True
SKGZ,Gampola,"27/2, Nawalapitiya Road, Gampola",7.1404637,80.5689068,Keels,False
SPCH,Chilaw,"No. 110, Puttlam Road, Chilaw",7.569066,79.7992898,Keels,True
SCKJ,Kesbewa 2,"1059, Horana Road, Kesbewa Â ",6.7069912,79.9452268,Keels,False
SGRD,Delpe,"No. 324, Kadawatha Road, Delpe Junction, Mahara",6.851263,79.8775971,Keels,False
SGND,Dalupotha,"No 555, Chilaw Road, Negombo",7.2511828,79.8532414,Keels,False
SGEL,Eldeniya,"No. 434, Kandy Road, Ranmuthugala, Kadawatha",7.0030521,79.9551507,Keels,True
SCBI,Biyagama,"No. 306, New Kandy Road, Biyagama",6.9072568,79.9653271,Keels,False
SREG,Ehaliyagoda,"No. 34, Rathnapura Road, Eheliyagoda",6.8533665,80.2615987,Keels,True
SPMV,Maravila,"No. 40, Horagalla South, Colombo Road, Marawila. ",7.4239428,79.8352767,Keels,False
SKKM,Katugasthota,"1416, Jaffna Road, Katugasthota",7.377894,80.6192696,Keels,False
SIHZ,Horana,"No. 233, Rathnapura Road, Horana",6.937676,80.2146014,Keels,False
SPPU,Puttalam,"# 89, Kurunegala Road, Puttalama.",7.7612443,80.1120736,Keels,False
SGMP,Miriswatta,"No. 39, Gampaha Road, Miriswattha",7.0882395,80.0065689,Keels,True
SCAK,Akuregoda,"No. 244, Pothuarawa Road, Akuregoda",6.896802,79.9427778,Keels,True
SCDR,Darley Road,"No. 460, T.B. Jaya Mawatha, Colombo 10.",6.9211218,79.8619451,Keels,True
SGTI,Thihariya,"No. 120, Kandy Road, Thihariya",7.1270524,80.0717307,Keels,True
SCSL,Shangri-La Mall,"One Galle Face Mall, Colombo.",6.9271601,79.8446964,Keels,True
SHTA,Tangalle,"No. 281, Matara Road,Tangalle",6.0247978,80.7936976,Keels,True
SCPA,Piliyandala 2,"118/1 A, Maharagama road, Mavittara,Piliyandala",6.8073186,79.9274415,Keels,True
SCMY,Mattakuliya,"Nos. 854 Aluthmawatha Road, Mattakkuliya.",6.9692016,79.8734373,Keels,True
SGNK,Negombo Kurana,"No. 800,2nd Kurana, Colombo Road, Negombo",7.1928611,79.8604831,Keels,False
SGJW,JA Ela 3,"236, Negombo Road,Weligampitiya, Ja Ela",7.0701012,79.8934759,Keels,True
SGSE,Seeduwa,"No. 253, Negombo Road, Bandarawaththa, Seeduwa",7.1203879,79.8793195,Keels,True
SCTL,Thalawathugoda 3,"572/5, Thalawathugoda Road,Madiwela",6.8768547,79.9371923,Keels,True
SLMN,Mawanella,"185, New Kandy Road, Mawanella",6.9038164,79.9561123,Keels,False
SKKI,Kandy 3,"No. 927, Peradeniya Road, Kandy",7.2739344,80.610207,Keels,False
SGNO,Negombo Telwatta,"250, Colombo Road, Negombo",7.1616064,79.9452166,Keels,False
SCAV,Avissawella,"No.57, Kiriwandala, Avissawella",6.9409466,80.1963047,Keels,True
SGSM,Sinharamulla,"356, Biyagama Road, Gonawela,Kelaniya",6.9521607,79.9302368,Keels,True
SFK4,Karapitiya,"No.54, Hirimbura Cross Road, Karapitiya",6.0638595,80.2220762,Keels,False
SFAB,Ambalangoda,"No. 435, Galle Road, Ambalangoda",6.2406886,80.0493406,Keels,True
SCHD,Hokandara,"188, Hokandara Road, Thalawathugoda",6.878785,79.9412197,Keels,True
SIMZ,Mathugama,"185, Kaluthara Road, Mathugama",6.5228555,80.1083133,Keels,False
SCVJ,Vidyala Junction,"No. 4, Hokandara Road, Kalalgoda, Pannipitiya",6.8776872,79.9392741,Keels,True
SGMQ,Mawaramandiya,"475, Udupila Road, Mawaramandiya",6.9870259,79.9789406,Keels,True
SCBT,Battaramulla,"1024 and 1027, Pannipitiya Road, Battharamulla",6.8320554,79.936739,Keels,False
SIWD,Wadduwa,"No. 520, Galle road, Wadduwa",6.5700408,79.9658272,Keels,False
SGK5,Kirillawala,"No. 89, Kandy Road, Pahala Imbulgoda, Imbulgoda",7.0350359,79.9906201,Keels,True
SMMC,Matara 3,"No. 66, Kumarathunga Mawatha, Matara",5.9482084,80.5454187,Keels,True
SCK6,katubedda,"No. 78, Bandaranayake Mawatha, Katubedda",6.7961761,79.8962475,Keels,True
SCMF,Maharagama 3,"No. 59, Piliyandala road, Maharagama",6.8424722,79.9265942,Keels,True
SIWK,Kaluthara 2,"No. 34, Galle Road, Maha Waskaduwa ",6.8869309,79.8576069,Keels,False
SCDP,Duplication Road,"No. 5, Lauries Place, Colombo 4 ",6.8947464,79.8554709,Keels,False
SAAP,Anuradhapura,"No. 514, Maithripala Senanayake Mawatha, Anuradhapura",8.320586,80.4004663,Keels,True
SCKX,Kaduwela,"131/6, Hewagama, Kaduwela",6.9272377,79.9795832,Keels,True
SCPO,Pitakotte 2,"308, Kotte Road, Pitakotte",6.8806004,79.8999367,Keels,True
SRRR,Rathnapura 2,"No. 42, Bandaranayake Mawatha, Rathnapura",6.6819514,80.3970903,Keels,True
SGYK,Yakkala,"65/5. 1st Lane, Kandy Road, Yakkala.",7.2764241,80.6208238,Keels,False
SCK7,Kotahena 2,"No. 141, K Cyril C Perera Mawatha, Cololmbo 13.",6.9464417,79.8655321,Keels,True
SCNG,Nugegoda 2,"No. 14, Nawala Road, Nugegoda",6.8751623,79.8910119,Keels,True
SCTU,Thurstan,"No. 32, Kumarathunga Munidasa Mawatha, Cololmbo 3.",6.9050227,79.8583632,Keels,False
SGDL,Diuwalapitiya,"Mahagedarawaththa, Minuwangoda Road,  Divulapitiya",7.146577,79.9336968,Keels,False
SGGE,Ganemulla,"No 268, Kadawatha Road, Ganemulla",7.0677108,79.9612678,Keels,True
SCCR,Kotta Road,"No 103, Dr. N.M. Perera Mawatha, Colombo 08",6.9138281,79.8823255,Keels,False
1068,FC NEGOMBO,"355 , Main  Street  , Negombo .",7.2129241,79.8441501,Cargills,True
1087,FC JAELA,"49 , Negombo Road , Ja-Ela",7.0751156,79.8920616,Cargills,True
1102,FC CHILAW,"1 , Jetty  Street , Chilaw .",7.5787006,79.7939426,Cargills,True
1112,FC KADAWATHA,"831 , Kandy  Road , Kadawatha .",7.0193619,79.9715838,Cargills,False
1136,FC PELIYAGODA,"304 , Negombo  Road , Peliyagoda",6.968377,79.8842608,Cargills,True
1131,FC WENNAPPUWA,"25/2  ,  Chilaw  Road , Wennapuwa .",7.3451365,79.8405724,Cargills,False
1144,FC SEEDUWA,"673 , Negambo Road, Liyanagemulla  Seeduwa .",7.1432289,79.8737618,Cargills,False
1142,FC KANDANA,"39 A  Negambo Road , Kandana .",7.0473666,79.8971412,Cargills,True
1317,EX KATUNAYAKE SLAF,SLAF Base Katunayaka,7.1828704,79.8689623,Cargills,True
