CODE,LOCATION,ADDRESS,LATITUDE,LONGITUDE,BRAND,APPROVE
1192,FC NITTAMBUWA,"No.89, Kandy  Road, Nittambuwa.",7.1422249,80.0947624,Cargills,True
1194,EX BIA KATUNAYAKE,"CFC.Depatur concord, B.I.A. Katunayake",7.1801543,79.8842495,Cargills,False
1196,FC KADAWATHA 2,"No.317, Kanday Road, Kadawatha.",7.0004261,79.9481213,Cargills,True
1198,FC MIRIGAMA,"No.93, Giriulla  Road ,   Merigama",7.2699463,80.1363964,Cargills,False
1283,FC WELIWERIYA,"No. 28, New Kandy Road,  Weliweriya",7.0343123,80.0268348,Cargills,True
1282,FC DELGODA,"No. 348, New Kandy Road,  Delgoda .",6.9869704,80.0127785,Cargills,True
1296,FC NEGOMBO 2,"No 266, Colombo Road,   Negambo.",7.1616064,79.9452166,Cargills,False
1403,FC WELISARA,"No. 768, Negombo road,   Welisara , Ragama.",7.012471,79.8976287,Cargills,False
1417,FC JAELA 02,"No. 417, Negombo Road, Jaela",7.0740327,79.8925716,Cargills,True
1414,FC YAKKALA,"No. 99, Yakkala Park, Kandy Road, Yakkala.",7.0824867,80.030854,Cargills,True
1415,FC MAKOLA,"No. 99 Makola South, Makola",5.54781,-0.2071414,Cargills,False
1421,FC THIHARIYA,"No.122/1 Parakumbamahal, Thihariya, Kalagedihena",7.1195847,80.0639697,Cargills,True
1423,FC BANDARAWATTE,"No. 160/9A, New Kandy Road, Bandarawatte, Biyagama.",6.9393549,79.9871258,Cargills,False
1427,FC ELAKANDA,"No. 132 Canal Road, Elakanda",6.9956211,79.8738288,Cargills,False
1334,EX PASYALA,"No. 174 2/4, Kandy Road, Pasyala",7.186563,80.1396869,Cargills,False
1337,EX KANDANA,"No. 76 Station Road,Kandana",7.0481131,79.8994756,Cargills,False
1351,EX SEEDUWA PALLIYAWATTA,"No. 344, Kotugoda Road,Palliya Junction,Raddolugama",7.1327697,79.8889263,Cargills,True
1365,EX KATUNERIYA,"St. Anthonies Building, Chilaw Road, Katuneriya",7.3919979,79.8319102,Cargills,True
1472,FC PETHIYAGODA,"No. 16  Biyagama Road,Pethiyagoda,Kelaniya",6.952003,79.9052806,Cargills,True
1358,EX BOPITIYA,"No. 1, Pamunugama Road,Bopitiya",7.0797942,79.8597284,Cargills,True
1474,FC GANEMULLA,"No. 367, Kadawatha Road, Ganemulla",7.0655757,79.9614335,Cargills,True
1376,EX VEYANGODA,"No. 14, Good Shed Road, Veyangoda.",7.1540552,80.0593752,Cargills,True
1374,EX AMBEPUSSA,"No. 365, Colombo Road,Ambepussa.",7.2417763,80.2112164,Cargills,True
1384,EX DANDUGAMA,"No. 366, Colombo Road,Dandugama,Ja-Ela.",7.1478081,79.9355641,Cargills,False
1480,FC CHILLAW2,"No. 98, Colombo Road,Chillaw.",7.5689046,79.7994097,Cargills,False
1389,EX GREEN ROAD,"No.138/140 Greens Road, Negombo.",7.2060418,79.8404467,Cargills,True
1391,EX NATTANDIYA,"Kuliyapitiya Road, Naththandiya",7.3998149,80.0373996,Cargills,True
1395,EX MADAMPE,"No. 33, Station Road,Madampe",7.4972336,79.8413319,Cargills,False
1397,EX WATHUPITIWALA,"No.392,ATHTHANAGALLA ROAD, WATHUPITIWALA.",7.142478,80.0978552,Cargills,False
1721,EX LEWIS PLACE NEGOMBO,"No.132/A Poruthota Road ,Eththukala, Negombo.",7.2653224,79.8573772,Cargills,False
1729,EX NEGOMBO Y JUNCTION,"No. 297/1, Meerigama Road,Mahahunupitiya,Negombo.",7.216305,79.851135,Cargills,True
1731,EX RANMUTHUGALA,"No 571/4, Ranmuthugala, Kadawatha.",7.0143623,79.9707742,Cargills,False
1499,FC ENDERAMULLA,"No. 63 ,64 ,Dalupitiya Road, Enderamulla",6.9930553,79.9132644,Cargills,True
1486,FC GAMPAHA2,"No. 257 ,Colombo Road ,Gampaha.",7.08965,80.0043159,Cargills,True
1581,FC NITTAMBUWA 02,"Unit 2, Veyangoda Rd, Nittambuwa",7.1699138,79.9534588,Cargills,False
1586,FC GAMPAHA 03,"No. 27 ,Oruthota Road ,Gampaha.",7.0925641,79.9933311,Cargills,True
1757,EX KIRILLAWALA,"NO 538 KANDY ROAD ,KIRILLAWALA, KADAWATHA",7.0076199,79.9621273,Cargills,False
1577,FC KADAWATHA 03,"No.467/11,Circular Road,Kadawatha",7.0046324,79.954155,Cargills,True
1593,FC WELIPILLAWA,"No: 408/B/1, Welipillewa, Ganemulla.",7.0524879,79.9603864,Cargills,True
1599,FC WELISARA 02,"No.607, Negombo Rd,Maththumagala",7.0234054,79.8995503,Cargills,False
1767,EX URAPOLA,"121/F, Ruwanwella Rd, Deenadamunuwa, Urapola",7.2189043,80.2040129,Cargills,False
1495,FC KIRIBATHGODA 02,"No.153, Makola Rd, Kiribathgoda",6.9769971,79.9315786,Cargills,True
1552,FC RADDOLUGAMA,"No.362 C1A NHS Road,Raddolugama",7.1406334,79.9013603,Cargills,False
1905,FC NEGOMBO 03,"No. 28, Colombo Road ,Negombo",7.0751969,79.8576292,Cargills,False
1610,FC WENNAPPUWA 02,"No. 354 ,Colombo Road, Wennappuwa.",7.3493037,79.8352767,Cargills,False
1609,FC AWARIWATTA,"No.436,Baseline  Road, Awariwatta, Katunayeke",7.1341672,79.8881976,Cargills,False
1613,FC WATTALA 02,"No.79, Negombo Road,Wattala",6.976993,79.8885537,Cargills,False
1611,FC GANEMULLA 02,GANEMULLA ,7.0623959,79.9668308,Cargills,True
1653,FC KOCHCHIKADE NEW,KOCHCHIKADE,7.2657063,79.8591235,Cargills,False
1674,FC YAKKALA 02,YAKKALA ,7.0864153,80.0335107,Cargills,True
1677,FC NEGOMBO 04,NEGOMBO ,7.2055208,79.8512562,Cargills,False
1792,EX MALWATHUHIRIPITIYA,MALWATHUHIRIPITIYA,7.0552975,80.0688587,Cargills,True
1839,EX YAKKALA,YAKKALA,7.0864153,80.0335107,Cargills,True
1855,EX MIRISWATTA,MIRISWATTA,7.0727394,80.0157633,Cargills,False
1856,EX KIMBULAPITIYA,KIMBULAPITIYA,7.2042407,79.8940806,Cargills,True
1857,EX WILIMBULA,WILIMBULA,7.873054,80.77179699,Cargills,False
1861,EX KATANA,KATANA,7.2480284,79.8993665,Cargills,True
1871,EX PELIYAGODA (IOC),PELIYAGODA (IOC),6.9574476,79.8895487,Cargills,True
1074,FC BORALESGAMUWA,"231 , Dehiwala Road , Boralasgamuwa .",6.8422745,79.9087038,Cargills,True
1075,FC PANADURA,"163 , Galle  Road , Panadura .",6.8019482,79.8880743,Cargills,False
1312,EX PANADURA,"205, Galle Road, Panadura.",6.7810303,79.8835643,Cargills,False
1147,FC MINUWANGODA,"40, Colombo Road,  Minuwangoda.",7.1688744,79.9479529,Cargills,True
1166,FC KATUKURUNDA,"919, Galle Road,  Katukurunda.",6.5615779,79.9692838,Cargills,False
1180,FC RATMALANA,"No.143,Mount City,Galle Rd,  Rathmalana.",6.854286,79.8654653,Cargills,False
1182,FC PANADURA 2,"No.518,Galle Rd,  Panadura ( 02 ).",6.8006483,79.8883825,Cargills,False
1191,FC PEPILIYANA,"No.473/A.Colombo Road ,  Pepiliyana ,  Boralasgamuwa",6.8650713,79.89655,Cargills,True
1140,FC HORANA,"No.142, Panadura Road ,  Horana.",6.7229806,80.0646682,Cargills,True
1184,FC RAGAMA,"No.33, Kadawatha Road, Ragama",7.0232382,79.955532,Cargills,False
1149,FC KALUTARA,"No.272,Galle Road,  Kalutara  South",6.5697626,79.9659636,Cargills,False
1280,FC KALUTARA NORTH,"No. 264 , Galle Road,  Kaluthara North",6.5697536,79.9659679,Cargills,False
1293,FC KESBEWA,"No. 130A,  Horana Road,   Kesbewa.",6.8369938,79.9650768,Cargills,False
1333,EX MORATUWELLA,"No. 487, new Galle Road, Motuwella",6.7683571,79.8831525,Cargills,True
1325,EX KIRIDIWELLA,"No.111, Radawana Road, Kirindiwela.",7.0354551,80.0926966,Cargills,False
1454,FC MORATUWA OLD RD,"No. 151, Main street, Moratuwa",6.7964879,79.9008537,Cargills,True
1330,EX MORATUMULLA,"No. 46, Main Street,Moratumulla.",7.873054,80.77179699,Cargills,False
1456,FC RATMALANA 02,"No. 417, Galle Road, Rathmalana",6.8185338,79.874307,Cargills,False
1463,FC HANWELLA,"No. 138/2B, Main Street, Hanwella",6.8978344,80.0814292,Cargills,True
1356,EX DIVULAPITIYA,"No.37, Bomugammana,Divulapitiya",7.2303143,80.016474,Cargills,False
1367,EX NALLURUWA,"No.830 Galle Road,Nalluruwa",6.5634638,79.9682322,Cargills,False
1373,EX ALUBOMULLA,"No. 256, Kurusa Handiya,Alubomulla,Panadura.",6.70716,79.9488,Cargills,False
1369,EX PIRIVENA JUNCTION,"No. 567,Pirivena Junction,Maharagama Road,Boralasgamuwa.",6.8054739,79.9263413,Cargills,False
1468,FC EKALA,"No. 100, Sanasa Building,Minuwangoda Road,Ekala.",7.146577,79.9336968,Cargills,False
1478,FC KESELWATTE,"No.29, Colombo Road,Keselwatta",6.7493623,79.9031776,Cargills,False
1476,FC HORANA2,"No 135, Anguruwathota Road,Horana",6.7095526,80.068388,Cargills,True
1388,EX KALUTARA CENTRAL,"No 235,Central Junction,Nagoda, Kalutara South.",6.561268,79.9811191,Cargills,True
1390,EX PUWAKPITIYA,"No. 402,404,392/E ,  Colombo Road, Puwakpitiya, Awissawella.",6.9378226,80.1944754,Cargills,True
1716,EX DELPE JUNCTION,"No 295, Kadawatha Rd, Ragama.",6.850045,79.8778303,Cargills,False
1398,EX MARADAGAHAMULLA,"No. 89, Negombo Road,Maradagahamula.",7.1749505,79.8633875,Cargills,False
1732,EX WARAGODA,"No 390, Waragoda Road, Kelaniya.",6.9585549,79.9105123,Cargills,True
1719,EX DALUPOTHA,"Ex Dalupotha,No 594, Chilaw Road, Negombo.",7.2294476,79.8508804,Cargills,True
1733,EX RATAMALANA STATION ROAD,"No 24, Sri Gnanendra Road, Ratmalana.",6.8139657,79.8680827,Cargills,True
1734,EX HUNUPITIYA,"No 58, Diulapitiya Road, Hunupitiya, Wattala.",6.9863638,79.9074482,Cargills,False
1737,EX KELANIYA,"No,15,Vihara MW,Cross Rd,Kelaniya",6.9517846,79.9132991,Cargills,True
1742,EX ELAPITIWALA,"No 121,Elpitiwala Ragama",7.0187475,79.9108744,Cargills,False
1748,EX KOTUGODA,"No.80/H/7 .MINUWANGODA RD, KOTUGODA.",7.1260702,79.9251082,Cargills,True
1565,FC MORATUMULLA,"No.411/1/2 ,De Zoisa Rd, Molte, Moratuwa",6.790729,79.9002349,Cargills,False
1553,FC SEEDUWA 02,"No.245, Colombo Rd, Seduwa",7.1644023,79.9463923,Cargills,False
1753,EX PADUKKA,"No.49/A, Hanwella Rd, Padukka",6.9057359,80.0846073,Cargills,False
1755,EX DOMPE,"No: 217 J, Main Street, Dompe",6.9403947,80.0771962,Cargills,False
1754,EX NAIWALA,"Cargill Food City - Express, Reality pl. Building, Naiwala",7.873054,80.77179699,Cargills,False
1758,EX INGIRIYA,"No.50,Ratnapura Road,Ingiriya.",6.8346033,80.278485,Cargills,False
1595,FC BANDARAGAMA 02,"No. 84 ,Panadura Road ,Bandaragama.",6.7154922,79.9900571,Cargills,True
1570,FC BORUPANA,"1. NO: 69/1 , BORUPANA ROAD , RATHMALANA",6.8181374,79.8978164,Cargills,False
1587,FC PALLIMULLA,"No. 170 , Old Galle ,Pallimulla ,Panadura.",6.731813,79.9047775,Cargills,True
1906,FC RAWATHAWATTA,"No. 491 ,Galle Road ,Rawathawatte ,Moratuwa.",6.792775,79.8866691,Cargills,False
1904,FC RAGAMA 02,"No.15, Peralanda Rd,Ragama",7.028454,79.9158926,Cargills,True
1769,EX MORAGAHAHENA,"No.437 S1,Moragahahena,Millewa.",6.784184,80.0541909,Cargills,False
1617,FC KATUKURUNDA 02,"No.669 Galle Rd,Wettumakada, Katukurunda",6.5683692,79.9666769,Cargills,True
1615,FC MINUWANGODA 02,MINUWANGODA,7.1842076,79.9500477,Cargills,True
1656,FC PEPILIYANA 02,PEPILIYANA,6.8562846,79.8890356,Cargills,True
1662,FC KIRIDIWELA,KIRIDIWELA,7.0411825,80.1289324,Cargills,True
1685,FC AKUREGODA,AKUREGODA,6.8937244,79.9486489,Cargills,True
1811,EX KASAGAHAWATTA,KASAGAHAWATTA,7.1210003,79.9150724,Cargills,False
1835,EX PAYAGALA,PAYAGALA,6.5186103,79.9947956,Cargills,True
1895,EX EGALOYA,EGALOYA,6.679771,80.1628703,Cargills,True
1898,EX DUNAGAHA,DUNAGAHA,7.2220533,79.9780178,Cargills,True
1160,FC ATTIDIYA,"251, Main Road ,  Attidiya .",6.8404709,79.8844403,Cargills,
1585,FC BANDARAWELA 02,"No:393,BADULLA RD,BANDARAWELA",6.828440400000001,80.9957718,Cargills,
1658,FH HAVELOCK CITY,HAVELOCK CITY,6.8827383,79.8683695,Cargills,
1673,FC WALPOLA,WALPOLA,6.918308,79.9220686,Cargills,
1684,FC LEWELLA,LEWELLA,7.299051,80.6507268,Cargills,
1686,EX ANGUNAKOLAPELASSA,ANGUNAKOLAPELASSA,6.165568899999999,80.9031172,Cargills,
1687,FC ANGUNAWALA,ANGUNAWALA,7.2391815,80.59244489999999,Cargills,
1688,FC NUGAWELA,NUGAWELA,7.3273835,80.5878658,Cargills,
1689,FC CHILLAW 03,CHILLAW 03,7.561989400000001,79.8016569,Cargills,
1690,FC VEYANGODA,VEYANGODA,7.154055199999999,80.05937519999999,Cargills,
1691,FC MOUNT LAVINIA 02,MOUNT LAVINIA 02,6.8521774,79.90968529999999,Cargills,
1692,FC TORRINGTON SQUARE,TORRINGTON SQUARE,6.9035383,79.8681098,Cargills,
1693,FC KATUBEDDA (SQUARE),KATUBEDDA (SQUARE),6.8014572,79.8996789,Cargills,
1696,FC HAKMANA,HAKMANA,6.0795539,80.6576623,Cargills,
1860,EX POLPITHIGAMA,POLPITHIGAMA,7.821151099999999,80.40622189999999,Cargills,
1868,EX PUTTALAM,PUTTALAM,8.0407913,79.839386,Cargills,
1873,EX KANDALAMA (MIRIGAMA),KANDALAMA (MIRIGAMA),7.269372000000001,80.1330885,Cargills,
1880,EX HINGURAKGODA,HINGURAKGODA,8.0415888,80.9532359,Cargills,
1881,EX ATIGALA,ATIGALA,6.894662,80.05628639999999,Cargills,
1883,EX KUMBALGAMA,KUMBALGAMA,6.6898822,80.80455680000001,Cargills,
1884,EX KONDAVIL,KONDAVIL,9.7030007,80.0339312,Cargills,
1886,EX CAPITAL HEIGHTS,CAPITAL HEIGHTS,7.873053999999999,80.77179699999999,Cargills,
1889,EX WORLD TRADE CENTRE,WORLD TRADE CENTRE,6.932670099999999,79.84375759999999,Cargills,
1019,EX MOUNT LAVINIA,"360 , Galle  Road , Mount Lavinia .",6.8301185,79.8800832,Cargills,
1119,FC WELLAWATTE,"No:-256 3-B/1,Moor Road, Wellawatte, Colombo 06.",6.8755308,79.8609984,Cargills,
1034,FC MAHARAGAMA,"75 ,  Dehiwala  Road ,  Maharagama .",6.8510951,79.9212011,Cargills,
1039,FC NUGEGODA,"240 , High  Level  Road , Nugegoda",6.8649081,79.8996789,Cargills,
1063,FC MALABE,"766 , Kaduwela  Road , Malabe",6.9060787,79.9696277,Cargills,
1069,EX RAJAGIRIYA,"349, Cotta  Road , Rajagiriya",6.9094108,79.8942538,Cargills,
1038,FC PITAKOTTE,"407 , Pitta Kotte Road , Pita Kotte .",6.8808992,79.9052768,Cargills,
1086,FC GAMPAHA,"45 , Bauddhaloka  Mawatha , Gampaha .",7.0840484,80.0098314,Cargills,
1101,FC PILIYANDALA,"122/A, Kesbewa  Road , Piliyandala .",6.8017575,79.9227313,Cargills,
1103,FC NAWALA,"264 , Nawala  Road , Nawala .",6.8964191,79.8884819,Cargills,
1134,FC KARAGAMPITIYA,"176 , Hill  Street , Karagampitiya , Dehiwala",6.8559485,79.8629683,Cargills,
1122,FC KELANIYA,"878 , Kandy  Road , Kelaniya",6.9517846,79.9132991,Cargills,
1132,FC HOMAGAMA,"96 , High  Level  Road , Homagama .",6.8432762,80.0031833,Cargills,
1118,FC KOHUWALA,"89, S.D.S. Jayasinghe Mawatha , Kohuwala, Nugegoda .",6.8649081,79.8996789,Cargills,
1128,FC KOLONNAWA,"Urban  Council  Premises ,  Kolonnawa , Wellampitiya .",6.9424282,79.9045771,Cargills,
1123,FC KOTTAWA,"87 , High level  Road , Kottawa .",6.8411652,79.9654324,Cargills,
1154,FC DELKANDA,"352 B, Gamsaba Junsion , Delkanda.",7.327277,80.6382627,Cargills,
1165,FC KOSWATTE,"290,  Kaduwela Road  ,  Koswatta.",6.908863,79.9313567,Cargills,
1173,FC KOHUWALA 2,"No.106/3, Dutugemunu Street,   Kohuwala",6.8624842,79.8854983,Cargills,
1178,FC MAHARAGAMA 2,"No.147,High Level Rd,  Maharagama.",6.8510951,79.9212011,Cargills,
1176,FC MIRIHANA,"No.108,Jubilie Post,  Mirihana , Nugegoda.",6.8649081,79.8996789,Cargills,
1177,FC NUGEGODA 2,"No.79,Stanley Thilakarathna Mawatha,  Nugegoda",6.8649081,79.8996789,Cargills,
1168,FC WIJERAMA,"No.533,High Level Rd,  Wijerama  , Nugegoda.",6.8649081,79.8996789,Cargills,
1197,FC ATHURUGIRIYA,"No.100, Main Road,     Athurugiriya.",6.8723185,80.0003875,Cargills,
1285,FC PANNIPITIYA,"No.1499/A, Vidyala Junction, Hokandara Rd,  Pannipitiya",6.8463993,79.9484346,Cargills,
1287,FC BOKUNDARA,"No. 201/1A,  Bokundara  , Piliyandala",6.8017575,79.9227313,Cargills,
1295,FC MALABE 2,"No 162/7, Ratna Building New Kandy rd ,Weliwita Junction,  Malabe",6.9060787,79.9696277,Cargills,
1290,FC BATTARAMULLA,"No. 103, Athul Kotte road,  Battaramulla.",6.8979941,79.9222869,Cargills,
1284,FC RAJAGIRIYA 2,"No.385/01,Sri Jayawardanapura Mw,Welikada, Rajagiriya.",6.9094108,79.8942538,Cargills,
1406,FC KOTIKAWATTA,"No.250, IDH Rd, Kotikawatta.",6.9345136,79.9059766,Cargills,
1416,FC ETHULKOTTE,"No.906, Kotte Road, Ethul Kotte, Kotte",6.8867616,79.9187142,Cargills,
1418,FC KALAPALUWAWA,"No. 21/8 Buthgamuwa Road, Kalapaluwawa, Rajagiriya",6.9094108,79.8942538,Cargills,
1328,EX HABARAKADA,"No. 575/14 Borella Road, Habarakada, Homagama.",6.8432762,80.0031833,Cargills,
1329,EX NEDIMALA,"No. 65 C, Pepiliyana Road, Nedimala, Dehiwala.",6.8559485,79.8629683,Cargills,
1340,EX POLGAHAWELA,"No.23, Kurunagala Road, Polgahawela.",7.3274866,80.2934522,Cargills,
1332,FC MATTEGODA,"No. 146/83, Salmal Pedesa, Mattegoda",6.8135488,79.9724245,Cargills,
1452,FC THALAWATHUGODA,"No. 205/S, Pannipitiya Road, Thalawathugoda",6.8758648,79.9391936,Cargills,
1344,EX DEPANAMA,"No. 205, Borella Road,Depanama,",7.873054,80.771797,Cargills,
1348,EX PUGODA,"Cargills Food City, Hanwella Road,Kospitiyana,Pugoda.",6.9750337,80.1180967,Cargills,
1354,EX CTG PILIYANDALA,"No. 120, CT Gardens,Gangarama Road,Thumbowila,Piliyandala.",6.8017575,79.9227313,Cargills,
1346,EX MAWARAMANDIYA,"No. 470,Delgoda Road,Mawaramandiya.",6.9896112,79.9738229,Cargills,
1465,FC DALUGAMA,"No.334/ Dalugama, Kelaniya",6.9517846,79.9132991,Cargills,
1362,EX PITIPANA,No. 254/ F - Avissavella rd. Homagama.,6.8444164,80.0065919,Cargills,
1347,EX MULLERIYAWA,"No. 378 / Avissawella Rd, mulleriyawa, angoda.",6.9367411,79.9270364,Cargills,
1363,EX SIDDAMULLA,"No: 77, Sangarama Road,Siddamulla,Piliyandala.",6.8017575,79.9227313,Cargills,
1473,FC STANLY TMW,"No. 143/5A, Stanly Thilakarathna Mawatha, Nugegoda.",6.8649081,79.8996789,Cargills,
1378,EX RUKMALGAMA,"No. 33A,107/108,Rukmalgama,Pannipitiya.",6.8463993,79.9484346,Cargills,
1380,EX POKUNUWITA,"No.07, Colombo Road, Pokunuwita",6.7288686,80.0297389,Cargills,
1447,FC KOTTAWA 02,"No. 867, High level Road,Kottawa.",6.8411652,79.9654324,Cargills,
1382,EX ARANGALA,"No. 462/2, Arangala Junction,Hokandara",6.8743192,79.9696277,Cargills,
1479,FC THALAHENA,"No. 723, Thalangama North,Thalahena",6.9123126,79.9514464,Cargills,
1392,EX GONAPOLA,"No 105, Horana Road, Gonapola",6.7563403,80.0171609,Cargills,
1396,EX HAVELOCK CITY,"Club House Building, No. 324 ,Havelock city , Wellawatta.",6.8755308,79.8609984,Cargills,
1487,FC PELAWATTA 02,"No.470,  PANNIPITIYA ROAD, PELAWATTA",6.40053,80.2120618,Cargills,
1489,FC UDAHAMULLA,"NO. 465& 481. OLD KOTTAWA ROAD,Udahamulla",6.8665559,79.9150724,Cargills,
1730,EX PANNIPITIYA OLD ROAD,"No 257, Old Road, Moraketiya,  Pannipitiya.",6.8463993,79.9484346,Cargills,
1491,FC WERAHERA,"NO.202,PLILIYANDALA RD,WERAHERA,BORALESGAMUWA.",6.8409891,79.9017187,Cargills,
1747,EX ICONIC RESIDENCE,"Iconic Residance , No 110, Parliament Rd , Rajagiriya",6.9094108,79.8942538,Cargills,
1744,EX RAJAGIRIYA FAIRWAY,"No39, Perera Mawatha , Kotuwegoda",5.9450937,80.5528729,Cargills,
1496,FC KAWDANA,"No.10 Attidiya Rd,Kawdana",6.8384853,80.3039419,Cargills,
1750,EX MAGAMMANA,"No. 342/1 , Kahathuduwa Road ,Magammana ,Homagama",6.8432762,80.0031833,Cargills,
1551,FC PILIYANDALA 02,"No.134,Moratuwa Rd,Piliyandala",6.8017575,79.9227313,Cargills,
1493,FC HOMAGAMA 02,"NO.100, HIGHLEVEL ROAD, HOMAGAMA",6.8432762,80.0031833,Cargills,
1557,FC THALAPATHPITIYA,"270/D, Thalapathpitiya Rd, Thalapathpitiya",6.8693785,79.9234678,Cargills,
1752,EX KALUBOWILA,"No.2/A, Peris Rd, Kalubovila, Dehiwala",6.8559485,79.8629683,Cargills,
1568,FC MILLENNIUM CITY,"No.383,Millennium City,Oruwala,Athurugiriya",6.8723185,80.0003875,Cargills,
1561,FC WELLAMPITIYA,"No.214, Colombo Road, Wellampitiya.",6.9424282,79.9045771,Cargills,
1569,FC ARAWWALA,"No: 675/1, Arawwala,Pannipitiya",6.8463993,79.9484346,Cargills,
1575,FC HOKANDARA,"No: 450, Pannipitiya Rd, Hokandara",6.8743192,79.9696277,Cargills,
1563,FC WIJERAMA 02,"No: 562, Gangodawila, Nugegoda",6.8649081,79.8996789,Cargills,
1564,FC KOLAMUNNA,"No: 78/E, Madapatha Rd, Kolomunna",7.873054,80.771797,Cargills,
1580,FC KATTIYA JUNCTION,"No.30,Old kesbewa road ,Gangodawila,Nugegoda.",6.8649081,79.8996789,Cargills,
1582,FC GODAGAMA,"No. 179/1 ,Borella Road ,Godagama",6.8516746,80.0327001,Cargills,
1558,FC KOSWATTE 02,"No. 07&7/3 ,Denzil Kobbekaduwa Mawatha ,Koswatta",6.908863,79.9313567,Cargills,
1588,FC HOMAGAMA 03,"192,ATHURUGIRIYA RD, HOMAGAMA",6.8432762,80.0031833,Cargills,
1578,FC KELANIYA 02,"No.284, Old Kandy Road,Kelaniya",6.9517846,79.9132991,Cargills,
1583,FC SARANANKARA ROAD,"No :23 Sri Saranankara Rd, Kalubovila, Dehiwala",6.8559485,79.8629683,Cargills,
1590,FC ATHURUGIRIYA 02,"No.91, Godagama Rd, Athurugiriya",6.8723185,80.0003875,Cargills,
1542,FC KADUWELA 02,"No: 134 Colombo Rd,Kaduwela",6.929061,79.9827754,Cargills,
1541,FC HIMBUTANA,"No. 174 ,Himbutana Road ,Mulleriyawa.",7.873054,80.771797,Cargills,
1596,FC MALABE 03,"No. 412/2  A-B ,Athurugiriya Road, Malabe.",6.9060787,79.9696277,Cargills,
1903,FC KOTIKAWATTA 02,"No.161 kudabothgamuwa, Angoda",6.9367411,79.9270364,Cargills,
1771,EX JAYA MAWATHA,"No.1794, Jaya Mawatha, Dedigamuwa",6.898019,80.026944,Cargills,
1540,FC DEPANAMA,DEPANAMA,6.8604633,79.9446302,Cargills,
1547,FC GOTHATUWA IDH,GOTHATUWA IDH,6.9288713,79.9027493,Cargills,
1618,FC POLGASOWITA,POLGASOWITA,6.7899358,79.9808143,Cargills,
1652,FC KIRIBATHGODA 03,KIRIBATHGODA,6.9778284,79.9271523,Cargills,
1654,FC MAHARA,MAHARA,6.9908661,79.9395566,Cargills,
1657,FC OBESEKARAPURA,OBESEKARAPURA,6.9189465,79.8898816,Cargills,
1665,FC KIRIBATHGODA 04,KIRIBATHGODA ,6.9778284,79.9271523,Cargills,
1679,FC HOKANDARA 02,HOKANDARA ,6.8743192,79.9696277,Cargills,
1681,FC PITAKOTTE 02,PITAKOTTE ,6.8808992,79.9052768,Cargills,
1682,FC DELKANDA 02,DELKANDA ,7.327277,80.6382627,Cargills,
1683,FC ATTIDIYA 02,ATTIDIYA ,6.8261828,79.881483,Cargills,
1698,FC KOTTAWA 03,KOTTAWA ,6.8411652,79.9654324,Cargills,
1794,EX MILLENNIUM CITY,MILLENNIUM CITY,7.121557,79.9101748,Cargills,
1833,EX NSBM,NSBM,6.8202297,80.0395329,Cargills,
1894,EX HOMAGAMA (KATUWANA ROAD),HOMAGAMA (KATUWANA ROAD),6.8341477,80.0039686,Cargills,
1907,FC RAJAGIRIYA 03,RAJAGIRIYA ,6.9094108,79.8942538,Cargills,
